index,fileid,qid,question,origanswer,generatedanswer,correctness
154,1,100546,Choose the correct order of the events?,0,2,0
155,1,10054999,Choose the correct order of the events?,2,0,0
156,1,10055334,Choose the correct order of the events?,1,2,0
157,1,1005560,Choose the correct order of the events?,2,2,1
158,1,10055902,Choose the correct order of the events?,3,1,0
159,1,10056554,Choose the correct order of the events?,1,0,0
160,1,10056571,Choose the correct order of the events?,0,2,0
161,1,10057109,Choose the correct order of the events?,3,3,1
162,1,1005715,Choose the correct order of the events?,2,1,0
163,1,10057174,Choose the correct order of the events?,2,1,0
164,1,10057376,Choose the correct order of the events?,0,2,0
165,1,10057412,Choose the correct order of the events?,2,1,0
166,1,10057781,Choose the correct order of the events?,3,1,0
167,1,10057946,Choose the correct order of the events?,1,0,0
168,1,10057997,Choose the correct order of the events?,0,1,0
169,1,10058065,Choose the correct order of the events?,2,1,0
170,1,10058376,Choose the correct order of the events?,2,3,0
171,1,10058493,Choose the correct order of the events?,1,1,1
172,1,10059823,Choose the correct order of the events?,3,1,0
173,1,10060620,Choose the correct order of the events?,3,0,0
174,1,10060754,Choose the correct order of the events?,0,0,1
175,1,10060824,Choose the correct order of the events?,2,3,0
176,1,10060850,Choose the correct order of the events?,1,0,0
177,1,10060855,Choose the correct order of the events?,2,1,0
178,1,10060859,Choose the correct order of the events?,1,2,0
179,1,10060863,Choose the correct order of the events?,0,1,0
180,1,10061070,Choose the correct order of the events?,1,0,0
181,1,10061195,Choose the correct order of the events?,0,2,0
182,1,10061254,Choose the correct order of the events?,1,0,0
183,1,10061381,Choose the correct order of the events?,0,3,0
184,1,10061425,Choose the correct order of the events?,1,1,1
185,1,10061645,Choose the correct order of the events?,0,0,1
186,1,10062128,Choose the correct order of the events?,3,0,0
187,1,1006278,Choose the correct order of the events?,3,3,1
188,1,10064010,Choose the correct order of the events?,1,3,0
189,1,10064063,Choose the correct order of the events?,2,3,0
190,1,10064126,Choose the correct order of the events?,0,3,0
191,1,10064188,Choose the correct order of the events?,2,1,0
192,1,10064287,Choose the correct order of the events?,2,0,0
193,1,10064303,Choose the correct order of the events?,2,0,0
194,1,10064345,Choose the correct order of the events?,3,0,0
195,1,10064393,Choose the correct order of the events?,3,3,1
196,1,100648,Choose the correct order of the events?,1,0,0
197,1,10065074,Choose the correct order of the events?,2,1,0
198,1,10065256,Choose the correct order of the events?,3,2,0
199,1,10066783,Choose the correct order of the events?,0,1,0
200,1,10066824,Choose the correct order of the events?,3,2,0
201,1,10066866,Choose the correct order of the events?,3,0,0
202,1,10067084,Choose the correct order of the events?,2,3,0
203,1,10067130,Choose the correct order of the events?,2,2,1
204,1,10067203,Choose the correct order of the events?,1,0,0
205,1,10067357,Choose the correct order of the events?,3,3,1
206,1,10067369,Choose the correct order of the events?,1,2,0
207,1,10067433,Choose the correct order of the events?,1,3,0
208,1,10067492,Choose the correct order of the events?,0,0,1
209,1,10067736,Choose the correct order of the events?,2,2,1
210,1,10067784,Choose the correct order of the events?,2,3,0
211,1,100677,Choose the correct order of the events?,2,3,0
212,1,100682,Choose the correct order of the events?,0,2,0
213,1,10068301,Choose the correct order of the events?,2,3,0
214,1,10068431,Choose the correct order of the events?,3,0,0
215,1,10068486,Choose the correct order of the events?,1,2,0
216,1,10068752,Choose the correct order of the events?,0,3,0
217,1,1006883,Choose the correct order of the events?,3,2,0
218,1,1006888,Choose the correct order of the events?,2,2,1
219,1,10068967,Choose the correct order of the events?,0,1,0
220,1,10069100,Choose the correct order of the events?,0,1,0
221,1,10069205,Choose the correct order of the events?,3,2,0
222,1,10069214,Choose the correct order of the events?,3,1,0
223,1,10069270,Choose the correct order of the events?,2,1,0
224,1,10069279,Choose the correct order of the events?,1,0,0
225,1,100692,Choose the correct order of the events?,1,1,1
226,1,10069317,Choose the correct order of the events?,1,2,0
227,1,10069506,Choose the correct order of the events?,2,2,1
228,1,10069574,Choose the correct order of the events?,0,0,1
229,1,10069814,Choose the correct order of the events?,2,0,0
230,1,10070040,Choose the correct order of the events?,2,1,0
231,1,10070169,Choose the correct order of the events?,1,3,0
232,1,10070196,Choose the correct order of the events?,2,0,0
233,1,10070302,Choose the correct order of the events?,2,0,0
234,1,10070310,Choose the correct order of the events?,0,0,1
235,1,10070395,Choose the correct order of the events?,1,3,0
236,1,10070912,Choose the correct order of the events?,3,3,1
237,1,1007095,Choose the correct order of the events?,0,1,0
238,1,10071271,Choose the correct order of the events?,2,3,0
239,1,10071298,Choose the correct order of the events?,0,3,0
240,1,1007156,Choose the correct order of the events?,2,3,0
241,1,10071840,Choose the correct order of the events?,3,2,0
242,1,10072020,Choose the correct order of the events?,2,2,1
243,1,10073212,Choose the correct order of the events?,3,1,0
244,1,1007334,Choose the correct order of the events?,0,1,0
245,1,10073436,Choose the correct order of the events?,2,3,0
246,1,1007348,Choose the correct order of the events?,1,3,0
247,1,10073509,Choose the correct order of the events?,0,2,0
248,1,10073540,Choose the correct order of the events?,3,0,0
249,1,10073559,Choose the correct order of the events?,1,1,1
250,1,10073583,Choose the correct order of the events?,3,2,0
251,1,1007358,Choose the correct order of the events?,3,3,1
252,1,10073648,Choose the correct order of the events?,1,3,0
253,1,10073698,Choose the correct order of the events?,3,3,1
254,1,10074326,Choose the correct order of the events?,1,0,0
255,1,1007453,Choose the correct order of the events?,0,1,0
256,1,1007473,Choose the correct order of the events?,3,1,0
257,1,1007483,Choose the correct order of the events?,2,2,1
258,1,1007493,Choose the correct order of the events?,2,3,0
259,1,10075110,Choose the correct order of the events?,1,2,0
260,1,100752,Choose the correct order of the events?,1,3,0
261,1,1007546,Choose the correct order of the events?,2,3,0
262,1,100754,Choose the correct order of the events?,3,3,1
263,1,10075610,Choose the correct order of the events?,2,3,0
264,1,1007589,Choose the correct order of the events?,1,0,0
265,1,10076699,Choose the correct order of the events?,0,0,1
266,1,10076731,Choose the correct order of the events?,2,2,1
267,1,10076782,Choose the correct order of the events?,1,2,0
268,1,1007680,Choose the correct order of the events?,1,2,0
269,1,1007715,Choose the correct order of the events?,0,2,0
270,1,10077219,Choose the correct order of the events?,2,2,1
271,1,10077648,Choose the correct order of the events?,2,1,0
272,1,10077672,Choose the correct order of the events?,3,3,1
273,1,10077772,Choose the correct order of the events?,2,1,0
274,1,10077826,Choose the correct order of the events?,0,0,1
275,1,10077888,Choose the correct order of the events?,0,0,1
276,1,10078062,Choose the correct order of the events?,2,3,0
277,1,10078196,Choose the correct order of the events?,1,2,0
278,1,10078304,Choose the correct order of the events?,2,0,0
279,1,10078373,Choose the correct order of the events?,3,2,0
280,1,10078383,Choose the correct order of the events?,0,0,1
281,1,10078422,Choose the correct order of the events?,2,1,0
282,1,10078427,Choose the correct order of the events?,2,2,1
283,1,10078738,Choose the correct order of the events?,1,1,1
284,1,100791,Choose the correct order of the events?,0,2,0
285,1,10079,Choose the correct order of the events?,3,0,0
286,1,10080311,Choose the correct order of the events?,3,0,0
287,1,10080722,Choose the correct order of the events?,2,1,0
288,1,10081652,Choose the correct order of the events?,0,2,0
289,1,10081658,Choose the correct order of the events?,1,0,0
290,1,10081800,Choose the correct order of the events?,2,2,1
291,1,1008225,Choose the correct order of the events?,2,3,0
292,1,100830,Choose the correct order of the events?,3,2,0
293,1,10083519,Choose the correct order of the events?,0,3,0
294,1,10083580,Choose the correct order of the events?,3,3,1
295,1,10083800,Choose the correct order of the events?,1,1,1
296,1,10083997,Choose the correct order of the events?,0,2,0
297,1,10084000,Choose the correct order of the events?,2,0,0
298,1,10084156,Choose the correct order of the events?,2,2,1
299,1,10084311,Choose the correct order of the events?,1,0,0
300,1,10084327,Choose the correct order of the events?,0,1,0
301,1,10084342,Choose the correct order of the events?,3,3,1
302,1,10084344,Choose the correct order of the events?,0,2,0
303,1,10084503,Choose the correct order of the events?,3,0,0
304,1,10084564,Choose the correct order of the events?,2,2,1
305,1,10084596,Choose the correct order of the events?,1,2,0
306,1,1008464,Choose the correct order of the events?,0,0,1
307,1,100847,Choose the correct order of the events?,2,3,0
308,1,10084827,Choose the correct order of the events?,2,3,0
309,1,10084910,Choose the correct order of the events?,2,2,1
310,1,10084922,Choose the correct order of the events?,3,1,0
311,1,10085027,Choose the correct order of the events?,1,1,1
312,1,100850,Choose the correct order of the events?,1,0,0
313,1,1008521,Choose the correct order of the events?,0,2,0
314,1,10085473,Choose the correct order of the events?,2,1,0
315,1,10085590,Choose the correct order of the events?,3,0,0
316,1,10085615,Choose the correct order of the events?,3,0,0
317,1,10086516,Choose the correct order of the events?,3,1,0
318,1,10086545,Choose the correct order of the events?,1,1,1
319,1,10086621,Choose the correct order of the events?,1,2,0
320,1,10086833,Choose the correct order of the events?,0,1,0
321,1,10086956,Choose the correct order of the events?,3,0,0
322,1,10087011,Choose the correct order of the events?,1,1,1
323,1,10087104,Choose the correct order of the events?,3,0,0
324,1,10087141,Choose the correct order of the events?,3,2,0
325,1,10087408,Choose the correct order of the events?,3,1,0
326,1,10087751,Choose the correct order of the events?,3,1,0
327,1,10087763,Choose the correct order of the events?,1,2,0
328,1,10087776,Choose the correct order of the events?,3,0,0
329,1,10088355,Choose the correct order of the events?,1,1,1
330,1,10088776,Choose the correct order of the events?,1,1,1
331,1,1008882,Choose the correct order of the events?,2,1,0
332,1,100893,Choose the correct order of the events?,3,3,1
333,1,10089755,Choose the correct order of the events?,2,1,0
334,1,10089940,Choose the correct order of the events?,3,3,1
335,1,10090095,Choose the correct order of the events?,0,1,0
336,1,10090379,Choose the correct order of the events?,0,0,1
337,1,10090395,Choose the correct order of the events?,3,3,1
338,1,10090539,Choose the correct order of the events?,3,0,0
339,1,10090587,Choose the correct order of the events?,0,3,0
340,1,10090660,Choose the correct order of the events?,3,0,0
341,1,10090672,Choose the correct order of the events?,2,3,0
342,1,10090680,Choose the correct order of the events?,0,2,0
343,1,10090705,Choose the correct order of the events?,1,2,0
344,1,10090787,Choose the correct order of the events?,0,2,0
345,1,10090961,Choose the correct order of the events?,1,2,0
346,1,10091027,Choose the correct order of the events?,1,1,1
347,1,10091105,Choose the correct order of the events?,1,0,0
348,1,10091159,Choose the correct order of the events?,2,0,0
349,1,10091320,Choose the correct order of the events?,0,3,0
350,1,10091689,Choose the correct order of the events?,3,3,1
351,1,10091924,Choose the correct order of the events?,2,2,1
352,1,10091968,Choose the correct order of the events?,1,3,0
353,1,1009259,Choose the correct order of the events?,3,2,0
354,1,1009261,Choose the correct order of the events?,0,0,1
355,1,1009283,Choose the correct order of the events?,3,3,1
356,1,10092920,Choose the correct order of the events?,3,2,0
357,1,1009363,Choose the correct order of the events?,2,2,1
358,1,1009378,Choose the correct order of the events?,0,1,0
359,1,1009384,Choose the correct order of the events?,3,0,0
360,1,1009391,Choose the correct order of the events?,3,3,1
361,1,10094281,Choose the correct order of the events?,2,3,0
362,1,10094902,Choose the correct order of the events?,2,0,0
363,1,10094924,Choose the correct order of the events?,2,3,0
364,1,10094934,Choose the correct order of the events?,0,0,1
365,1,10094964,Choose the correct order of the events?,3,0,0
366,1,10095258,Choose the correct order of the events?,3,0,0
367,1,10095313,Choose the correct order of the events?,1,0,0
368,1,10095359,Choose the correct order of the events?,0,0,1
369,1,10095392,Choose the correct order of the events?,1,0,0
370,1,10095579,Choose the correct order of the events?,1,2,0
371,1,10095609,Choose the correct order of the events?,1,3,0
372,1,10095990,Choose the correct order of the events?,3,0,0
373,1,10096054,Choose the correct order of the events?,2,1,0
374,1,10096287,Choose the correct order of the events?,2,1,0
375,1,10097153,Choose the correct order of the events?,3,2,0
376,1,10097225,Choose the correct order of the events?,2,3,0
377,1,10097314,Choose the correct order of the events?,1,3,0
378,1,10097372,Choose the correct order of the events?,3,2,0
379,1,10097384,Choose the correct order of the events?,3,0,0
380,1,10097735,Choose the correct order of the events?,0,1,0
381,1,10098952,Choose the correct order of the events?,3,0,0
382,1,10098973,Choose the correct order of the events?,0,2,0
383,1,1009901,Choose the correct order of the events?,2,1,0
384,1,10099400,Choose the correct order of the events?,2,3,0
385,1,100998,Choose the correct order of the events?,2,3,0
386,1,10099943,Choose the correct order of the events?,3,1,0
387,1,10099,Choose the correct order of the events?,2,1,0
388,1,10100095,Choose the correct order of the events?,3,3,1
389,1,10101022,Choose the correct order of the events?,2,2,1
390,1,10101076,Choose the correct order of the events?,3,3,1
391,1,10101209,Choose the correct order of the events?,3,0,0
392,1,1010128,Choose the correct order of the events?,0,0,1
393,1,1010132,Choose the correct order of the events?,3,3,1
394,1,1010191,Choose the correct order of the events?,3,3,1
395,1,10102156,Choose the correct order of the events?,2,1,0
396,1,10102277,Choose the correct order of the events?,2,3,0
397,1,10102,Choose the correct order of the events?,3,0,0
398,1,101036,Choose the correct order of the events?,1,1,1
399,1,101042,Choose the correct order of the events?,2,1,0
400,1,101047,Choose the correct order of the events?,0,3,0
401,1,10104825,Choose the correct order of the events?,1,1,1
402,1,1010512,Choose the correct order of the events?,3,2,0
403,1,1010540,Choose the correct order of the events?,2,0,0
404,1,10105426,Choose the correct order of the events?,3,3,1
405,1,1010576,Choose the correct order of the events?,1,0,0
406,1,10105785,Choose the correct order of the events?,1,0,0
407,1,10106054,Choose the correct order of the events?,2,2,1
408,1,10106066,Choose the correct order of the events?,2,1,0
409,1,10106067,Choose the correct order of the events?,3,1,0
410,1,10106068,Choose the correct order of the events?,3,1,0
411,1,10106072,Choose the correct order of the events?,3,0,0
412,1,10106073,Choose the correct order of the events?,3,1,0
413,1,10106075,Choose the correct order of the events?,2,1,0
414,1,10106246,Choose the correct order of the events?,1,2,0
415,1,10106329,Choose the correct order of the events?,1,1,1
416,1,10106348,Choose the correct order of the events?,3,3,1
417,1,101070,Choose the correct order of the events?,1,2,0
418,1,10107707,Choose the correct order of the events?,2,3,0
419,1,10107907,Choose the correct order of the events?,2,3,0
420,1,10107957,Choose the correct order of the events?,1,3,0
421,1,10107980,Choose the correct order of the events?,0,2,0
422,1,1010804,Choose the correct order of the events?,2,1,0
423,1,10108165,Choose the correct order of the events?,1,3,0
424,1,10108320,Choose the correct order of the events?,0,3,0
425,1,10108403,Choose the correct order of the events?,3,1,0
426,1,10108420,Choose the correct order of the events?,2,3,0
427,1,10108489,Choose the correct order of the events?,3,0,0
428,1,10108491,Choose the correct order of the events?,0,1,0
429,1,10108712,Choose the correct order of the events?,2,2,1
430,1,10108752,Choose the correct order of the events?,2,1,0
431,1,1010938,Choose the correct order of the events?,3,1,0
432,1,1010986,Choose the correct order of the events?,1,3,0
433,1,1011031,Choose the correct order of the events?,3,3,1
434,1,1011036,Choose the correct order of the events?,1,1,1
435,1,10110515,Choose the correct order of the events?,3,1,0
436,1,10110534,Choose the correct order of the events?,0,1,0
437,1,10110567,Choose the correct order of the events?,2,3,0
438,1,10110667,Choose the correct order of the events?,0,0,1
439,1,10110668,Choose the correct order of the events?,2,2,1
440,1,10110669,Choose the correct order of the events?,3,2,0
441,1,10110670,Choose the correct order of the events?,1,0,0
442,1,10110672,Choose the correct order of the events?,0,2,0
443,1,10110674,Choose the correct order of the events?,0,2,0
444,1,10110770,Choose the correct order of the events?,0,1,0
445,1,10110845,Choose the correct order of the events?,1,3,0
446,1,10110878,Choose the correct order of the events?,2,2,1
447,1,10110928,Choose the correct order of the events?,2,0,0
448,1,10110951,Choose the correct order of the events?,1,2,0
449,1,10110960,Choose the correct order of the events?,3,1,0
450,1,10111001,Choose the correct order of the events?,1,0,0
451,1,10111067,Choose the correct order of the events?,2,0,0
452,1,1011199,Choose the correct order of the events?,1,0,0
453,1,10112819,Choose the correct order of the events?,2,3,0
454,1,10113069,Choose the correct order of the events?,1,0,0
455,1,10113415,Choose the correct order of the events?,2,0,0
456,1,1011349,Choose the correct order of the events?,3,3,1
457,1,10113627,Choose the correct order of the events?,3,1,0
458,1,10113765,Choose the correct order of the events?,2,2,1
459,1,10113793,Choose the correct order of the events?,3,1,0
460,1,10113802,Choose the correct order of the events?,0,0,1
461,1,10113804,Choose the correct order of the events?,0,0,1
462,1,10113805,Choose the correct order of the events?,1,2,0
463,1,10113806,Choose the correct order of the events?,0,3,0
464,1,10113943,Choose the correct order of the events?,0,2,0
465,1,10114151,Choose the correct order of the events?,3,1,0
466,1,10114166,Choose the correct order of the events?,1,3,0
467,1,10114207,Choose the correct order of the events?,0,0,1
468,1,10114227,Choose the correct order of the events?,1,0,0
469,1,10114358,Choose the correct order of the events?,3,0,0
470,1,1011472,Choose the correct order of the events?,3,2,0
471,1,1011491,Choose the correct order of the events?,1,2,0
472,1,10115370,Choose the correct order of the events?,3,0,0
473,1,10115903,Choose the correct order of the events?,0,3,0
474,1,1011662,Choose the correct order of the events?,1,3,0
475,1,10116809,Choose the correct order of the events?,3,3,1
476,1,10117213,Choose the correct order of the events?,3,2,0
477,1,10117518,Choose the correct order of the events?,3,3,1
478,1,10117679,Choose the correct order of the events?,2,1,0
479,1,10117786,Choose the correct order of the events?,3,2,0
480,1,10117850,Choose the correct order of the events?,3,1,0
481,1,10118009,Choose the correct order of the events?,2,0,0
482,1,10118031,Choose the correct order of the events?,3,1,0
483,1,10118257,Choose the correct order of the events?,0,0,1
484,1,10120496,Choose the correct order of the events?,1,0,0
485,1,10120741,Choose the correct order of the events?,3,1,0
486,1,10120781,Choose the correct order of the events?,3,2,0
487,1,10121409,Choose the correct order of the events?,2,2,1
488,1,1012143,Choose the correct order of the events?,3,0,0
489,1,1012144,Choose the correct order of the events?,3,1,0
490,1,10121,Choose the correct order of the events?,2,1,0
491,1,10122095,Choose the correct order of the events?,0,2,0
492,1,1012218,Choose the correct order of the events?,0,1,0
493,1,101223,Choose the correct order of the events?,0,1,0
494,1,10123158,Choose the correct order of the events?,1,0,0
495,1,10123562,Choose the correct order of the events?,1,2,0
496,1,10123908,Choose the correct order of the events?,2,1,0
497,1,10124216,Choose the correct order of the events?,0,0,1
498,1,1012528,Choose the correct order of the events?,1,1,1
499,1,1012566,Choose the correct order of the events?,1,2,0
500,1,10126152,Choose the correct order of the events?,1,2,0
501,1,10126889,Choose the correct order of the events?,0,2,0
502,1,10126,Choose the correct order of the events?,3,0,0
503,1,10127591,Choose the correct order of the events?,1,1,1
504,1,10127637,Choose the correct order of the events?,2,3,0
505,1,10127667,Choose the correct order of the events?,2,2,1
506,1,10127668,Choose the correct order of the events?,3,0,0
507,1,10127669,Choose the correct order of the events?,3,3,1
508,1,10127673,Choose the correct order of the events?,0,1,0
509,1,101291,Choose the correct order of the events?,1,2,0
510,1,101296,Choose the correct order of the events?,3,3,1
511,1,1012974,Choose the correct order of the events?,1,1,1
512,1,1012978,Choose the correct order of the events?,0,1,0
513,1,10129,Choose the correct order of the events?,2,0,0
514,1,1013104,Choose the correct order of the events?,3,1,0
515,1,10131120,Choose the correct order of the events?,2,3,0
516,1,10131235,Choose the correct order of the events?,2,3,0
517,1,10131716,Choose the correct order of the events?,3,3,1
518,1,10132059,Choose the correct order of the events?,0,1,0
519,1,10132113,Choose the correct order of the events?,2,1,0
520,1,10132915,Choose the correct order of the events?,2,0,0
521,1,10133764,Choose the correct order of the events?,3,1,0
522,1,1013408,Choose the correct order of the events?,2,0,0
523,1,10134341,Choose the correct order of the events?,3,1,0
524,1,10134514,Choose the correct order of the events?,0,3,0
525,1,101345,Choose the correct order of the events?,2,1,0
526,1,10135736,Choose the correct order of the events?,3,3,1
527,1,10135882,Choose the correct order of the events?,2,1,0
528,1,10135922,Choose the correct order of the events?,3,2,0
529,1,10136095,Choose the correct order of the events?,3,1,0
530,1,10136120,Choose the correct order of the events?,3,0,0
531,1,10136188,Choose the correct order of the events?,1,2,0
532,1,10136446,Choose the correct order of the events?,0,2,0
533,1,101366,Choose the correct order of the events?,0,2,0
534,1,10136740,Choose the correct order of the events?,2,0,0
535,1,10137609,Choose the correct order of the events?,0,1,0
536,1,10137745,Choose the correct order of the events?,2,2,1
537,1,10137753,Choose the correct order of the events?,1,0,0
