qid,gt_ans,pred_ans_blip,correctness_blip
49,II-III-I-IV,II-III-I-IV,1
50,I-IV-III-II,II-III-I-IV,0
51,II-III-I-IV,II-I-IV-III,0
52,II-III-I-IV,II-III-I-IV,1
53,I-II-IV-III,II-III-I-IV,0
54,I-II-IV-III,II-III-I-IV,0
55,I-IV-III-II,II-I-IV-III,0
56,I-IV-III-II,II-I-IV-III,0
57,II-I-IV-III,II-III-I-IV,0
58,I-IV-III-II,II-I-IV-III,0
59,I-II-IV-III,II-I-IV-III,0
60,II-I-IV-III,II-I-IV-III,1
61,II-I-IV-III,II-I-IV-III,1
62,I-II-IV-III,II-III-I-IV,0
63,I-II-IV-III,II-I-IV-III,0
64,II-III-I-IV,II-III-I-IV,1
65,I-IV-III-II,II-I-IV-III,0
66,I-IV-III-II,II-I-IV-III,0
67,I-IV-III-II,II-III-I-IV,0
68,II-I-IV-III,II-III-I-IV,0
69,I-II-IV-III,II-III-I-IV,0
70,I-II-IV-III,II-I-IV-III,0
71,I-II-IV-III,II-I-IV-III,0
72,I-IV-III-II,II-I-IV-III,0
73,I-IV-III-II,II-I-IV-III,0
74,I-II-IV-III,II-I-IV-III,0
75,II-I-IV-III,II-I-IV-III,1
76,II-I-IV-III,II-I-IV-III,1
77,I-IV-III-II,II-III-I-IV,0
78,I-II-IV-III,II-III-I-IV,0
79,I-II-IV-III,II-III-I-IV,0
80,I-II-IV-III,II-I-IV-III,0
81,II-I-IV-III,II-I-IV-III,1
82,I-II-IV-III,II-I-IV-III,0
83,I-II-IV-III,II-I-IV-III,0
84,II-I-IV-III,II-III-I-IV,0
85,I-IV-III-II,II-I-IV-III,0
86,I-IV-III-II,II-III-I-IV,0
87,I-IV-III-II,II-I-IV-III,0
88,II-III-I-IV,II-I-IV-III,0
89,I-IV-III-II,II-III-I-IV,0
90,II-III-I-IV,II-I-IV-III,0
91,II-I-IV-III,II-I-IV-III,1
92,I-IV-III-II,II-I-IV-III,0
93,I-II-IV-III,II-I-IV-III,0
94,I-II-IV-III,II-I-IV-III,0
95,II-III-I-IV,II-III-I-IV,1
96,I-II-IV-III,II-III-I-IV,0
97,I-IV-III-II,II-III-I-IV,0
98,II-III-I-IV,II-III-I-IV,1
99,I-IV-III-II,II-I-IV-III,0
100,I-IV-III-II,II-III-I-IV,0
101,I-II-IV-III,II-I-IV-III,0
102,II-III-I-IV,II-I-IV-III,0
103,II-III-I-IV,II-I-IV-III,0
104,I-IV-III-II,II-I-IV-III,0
105,II-I-IV-III,II-I-IV-III,1
106,II-I-IV-III,II-I-IV-III,1
107,II-I-IV-III,II-I-IV-III,1
108,II-III-I-IV,II-I-IV-III,0
109,I-II-IV-III,II-III-I-IV,0
110,I-IV-III-II,II-I-IV-III,0
111,II-III-I-IV,II-III-I-IV,1
112,I-IV-III-II,II-III-I-IV,0
113,II-III-I-IV,II-I-IV-III,0
114,I-II-IV-III,II-I-IV-III,0
115,I-IV-III-II,II-I-IV-III,0
116,I-II-IV-III,II-I-IV-III,0
117,II-I-IV-III,II-III-I-IV,0
118,I-II-IV-III,II-III-I-IV,0
119,II-I-IV-III,II-III-I-IV,0
120,II-III-I-IV,II-I-IV-III,0
121,II-I-IV-III,II-I-IV-III,1
122,II-I-IV-III,II-III-I-IV,0
123,II-I-IV-III,II-I-IV-III,1
124,I-IV-III-II,II-III-I-IV,0
125,II-I-IV-III,II-III-I-IV,0
126,I-II-IV-III,II-III-I-IV,0
127,I-IV-III-II,II-I-IV-III,0
128,I-IV-III-II,II-III-I-IV,0
129,II-III-I-IV,II-I-IV-III,0
130,II-I-IV-III,II-I-IV-III,1
131,II-III-I-IV,II-I-IV-III,0
132,I-IV-III-II,II-III-I-IV,0
133,II-III-I-IV,II-III-I-IV,1
134,II-I-IV-III,II-I-IV-III,1
135,I-II-IV-III,II-I-IV-III,0
136,II-I-IV-III,II-III-I-IV,0
137,II-III-I-IV,II-I-IV-III,0
138,I-IV-III-II,II-III-I-IV,0
139,II-III-I-IV,II-III-I-IV,1
140,II-III-I-IV,II-I-IV-III,0
141,II-III-I-IV,II-III-I-IV,1
142,I-II-IV-III,II-III-I-IV,0
143,II-I-IV-III,II-III-I-IV,0
144,II-III-I-IV,II-I-IV-III,0
145,II-III-I-IV,II-I-IV-III,0
146,I-IV-III-II,II-I-IV-III,0
147,I-IV-III-II,II-I-IV-III,0
148,I-II-IV-III,II-I-IV-III,0
149,I-II-IV-III,II-I-IV-III,0
150,I-II-IV-III,II-III-I-IV,0
151,II-III-I-IV,II-III-I-IV,1
152,II-I-IV-III,II-I-IV-III,1
153,I-II-IV-III,II-III-I-IV,0
154,I-IV-III-II,II-III-I-IV,0
155,II-III-I-IV,II-I-IV-III,0
156,I-IV-III-II,II-I-IV-III,0
157,I-IV-III-II,II-I-IV-III,0
158,I-IV-III-II,II-I-IV-III,0
159,I-IV-III-II,II-I-IV-III,0
160,I-II-IV-III,II-III-I-IV,0
161,II-I-IV-III,II-III-I-IV,0
162,II-III-I-IV,II-I-IV-III,0
163,I-IV-III-II,II-I-IV-III,0
164,I-II-IV-III,II-III-I-IV,0
165,II-I-IV-III,II-III-I-IV,0
166,II-I-IV-III,II-III-I-IV,0
167,II-III-I-IV,II-I-IV-III,0
168,II-III-I-IV,II-I-IV-III,0
169,I-IV-III-II,II-III-I-IV,0
170,II-I-IV-III,II-III-I-IV,0
171,II-III-I-IV,II-III-I-IV,1
172,II-III-I-IV,II-III-I-IV,1
173,II-III-I-IV,II-III-I-IV,1
174,II-III-I-IV,II-I-IV-III,0
175,I-II-IV-III,II-I-IV-III,0
176,I-IV-III-II,II-I-IV-III,0
177,I-II-IV-III,II-I-IV-III,0
178,I-IV-III-II,II-III-I-IV,0
179,I-IV-III-II,II-III-I-IV,0
180,II-III-I-IV,II-III-I-IV,1
181,II-III-I-IV,II-III-I-IV,1
182,I-II-IV-III,II-III-I-IV,0
183,II-III-I-IV,II-I-IV-III,0
184,II-I-IV-III,II-I-IV-III,1
185,I-II-IV-III,II-III-I-IV,0
186,I-II-IV-III,II-I-IV-III,0
187,II-I-IV-III,II-I-IV-III,1
188,II-I-IV-III,II-III-I-IV,0
189,I-II-IV-III,II-I-IV-III,0
190,I-II-IV-III,II-I-IV-III,0
191,I-IV-III-II,II-I-IV-III,0
192,I-II-IV-III,II-III-I-IV,0
193,II-III-I-IV,II-I-IV-III,0
194,II-I-IV-III,II-III-I-IV,0
195,II-III-I-IV,II-III-I-IV,1
196,II-I-IV-III,II-I-IV-III,1
197,I-IV-III-II,II-III-I-IV,0
198,I-II-IV-III,II-I-IV-III,0
199,II-III-I-IV,II-III-I-IV,1
200,II-I-IV-III,II-I-IV-III,1
201,I-II-IV-III,II-I-IV-III,0
202,II-I-IV-III,II-I-IV-III,1
203,I-IV-III-II,II-I-IV-III,0
204,II-III-I-IV,II-III-I-IV,1
205,I-II-IV-III,II-III-I-IV,0
206,II-III-I-IV,II-I-IV-III,0
207,II-III-I-IV,II-III-I-IV,1
208,II-I-IV-III,II-III-I-IV,0
209,II-III-I-IV,II-III-I-IV,1
210,I-II-IV-III,II-III-I-IV,0
211,II-I-IV-III,II-I-IV-III,1
212,I-II-IV-III,II-III-I-IV,0
213,I-II-IV-III,II-I-IV-III,0
214,I-II-IV-III,II-I-IV-III,0
215,I-II-IV-III,II-III-I-IV,0
216,I-IV-III-II,II-I-IV-III,0
217,II-I-IV-III,II-I-IV-III,1
218,I-II-IV-III,II-III-I-IV,0
219,II-I-IV-III,II-III-I-IV,0
220,I-IV-III-II,II-I-IV-III,0
221,II-III-I-IV,II-I-IV-III,0
222,I-II-IV-III,II-III-I-IV,0
223,I-IV-III-II,II-I-IV-III,0
224,II-III-I-IV,II-III-I-IV,1
225,II-I-IV-III,II-I-IV-III,1
226,II-III-I-IV,II-I-IV-III,0
227,II-I-IV-III,II-I-IV-III,1
228,I-IV-III-II,II-I-IV-III,0
229,II-I-IV-III,II-III-I-IV,0
230,II-I-IV-III,II-I-IV-III,1
231,II-I-IV-III,II-III-I-IV,0
232,I-IV-III-II,II-III-I-IV,0
233,I-IV-III-II,II-III-I-IV,0
234,II-III-I-IV,II-III-I-IV,1
235,II-I-IV-III,II-I-IV-III,1
236,II-I-IV-III,II-I-IV-III,1
237,II-I-IV-III,II-I-IV-III,1
238,I-II-IV-III,II-I-IV-III,0
239,II-III-I-IV,II-III-I-IV,1
240,I-II-IV-III,II-III-I-IV,0
241,II-III-I-IV,II-I-IV-III,0
242,I-IV-III-II,II-I-IV-III,0
243,II-I-IV-III,II-I-IV-III,1
244,I-IV-III-II,II-I-IV-III,0
245,I-IV-III-II,II-I-IV-III,0
246,II-I-IV-III,II-I-IV-III,1
247,I-II-IV-III,II-III-I-IV,0
248,II-III-I-IV,II-I-IV-III,0
249,II-I-IV-III,II-I-IV-III,1
250,II-III-I-IV,II-III-I-IV,1
251,II-I-IV-III,II-III-I-IV,0
