index,qid,question,origanswer,generatedanswer,generatedanswers
15,e92d4482fd819b445569afcfaffd6510,"Question: 
The place where the country of holy see is located, has what at the top of the building in the top right?
Answer Choices are: 
a.  'Tower'
b. dome
Specify their correct answer by choosing one of a or b: 
",b,b. dome,['b. dome']
16,84ed3c0a30c94eefd441d487040e152e,"Question: 
The artist that collaborated with the artist who recorded ""Forgot About Dre"", is wearing how many chains on his neck?
Answer Choices are: 
a. twenty
b. two
Specify their correct answer by choosing one of a or b: 
",b,b. two,['b. two']
17,4e2ba6236b542086bbdd7882e085adef,"Question: 
What division of the army is usually commanded by an officer of the rank that Iqroop Singh Ghuman achieved which has three stars above crossed swords?
Answer Choices are: 
a. division
b. brigade
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
18,1ee26c71d7d2438ebc8c2a818d0d7780,"Question: 
Among Major-League teams that are affiliated with the International League, does the team with a baseball bat on their logo have a mascot?
Answer Choices are: 
a. no
b. yes
Specify their correct answer by choosing one of a or b: 
",a,Yes,['Yes']
19,5a79d69eb49a279b22079afa412a97c1,"Question: 
Among MLB teams that are currently affiliated with the International League, when did the team with a baseball bat on their logo last win a World Series tournament?
Answer Choices are: 
a. 2009
b. 2006
Specify their correct answer by choosing one of a or b: 
",a,b. 2006,['b. 2006']
20,345310149db36dc584ccc77dcaa12fde,"Question: 
What is the number of wins at the Phoenix Raceway for the driver wearing a red cap that was in the top 10 at the Pennzoil Freedom 400 in 2001?
Answer Choices are: 
a. eight
b. nine
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
21,7cab7f0373581a717d5c704ddfaea47f,"Question: 
Among the top-ten drivers at 2001's Pennzoil Freedom 400, who scored a higher position: the driver with the most Xfinity-Series victories, or the driver shown in a red hat?
Answer Choices are: 
a. Driver with the most Xfinity-Series victories
b. Bill Elliott
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
22,13613657664e0b41f10cbba83a36af1c,"Question: 
The direction of driving at the location where the French Grand Prix will be held is indicated with what shape?
Answer Choices are: 
a. arrow
b. potato
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
23,60b4d0baefaa10b125a68d3275e36cf8,"Question: 
What is the color of the suit coat that is worn by the man who sings the lyrics, ""This is ground control to major Tom""?
Answer Choices are: 
a. agenta
b. black
Specify their correct answer by choosing one of a or b: 
",b,b. black,['b. black']
24,f5f514b5f85db1da4ea9f7a6eacc0b7e,"Question: 
The person who sang heores is wearing jacket of what color?
Answer Choices are: 
a. black
b. purple
Specify their correct answer by choosing one of a or b: 
",a,b. purple,['b. purple']
25,d5180ee79c0c074aa5855233a9805556,"Question: 
Has the African-American player in the Second Round of the 1998 Masters tournament ever managed to win all four of the majors in a single year?
Answer Choices are: 
a. no
b. yes
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
26,f288b55985e2c55651351d52780ea70d,"Question: 
What was the most recent year in which the African-American player who competed in the second round of the 1998 Masters Tournament achieved an overall rank of Number One?
Answer Choices are: 
a. 2009
b. 2008
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
27,a81a665d34b35d44db5cb39b9dc81522,"Question: 
In what year did the African-American player who competed in round two of the 1998 Masters Tournament first win at the Masters?
Answer Choices are: 
a.  '1998'
b. 1997
Specify their correct answer by choosing one of a or b: 
",b,b. 1997,['b. 1997']
28,da2c8a4278a3e147507b05ac3eafa9cb,"Question: 
In this photo of the location of the ohio state fair, what structure is over the body of water?
Answer Choices are: 
a. bridge
b.  'dam'
Specify their correct answer by choosing one of a or b: 
",a,a. bridge,['a. bridge']
29,8d42a3bfe6e3bb79106e8f72c5213d1e,"Question: 
Which theatre production did Adam Bond appear in first: the production whose poster features a bird, or the opera that Luigi Piazza was involved in on the 11th of March, 1851?
Answer Choices are: 
a. La Rondine
b. L'Incoronazione di Poppea
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
30,8829d87e5039f26c9e30468ed88b8b9b,"Question: 
In the service games won during the 2015 WTA Tour, who did the player of African-American descent beat at the Olympics?
Answer Choices are: 
a. Naomi Osaka
b. Urszula RadwaâÃska
Specify their correct answer by choosing one of a or b: 
",b,b. Urszula RadwaâÃska,['b. Urszula Radwaâ\x89\x88Ã\x91ska']
31,6d2676728a85e2f022f4abdd578314ca,"Question: 
in SERVICE GAMES WON of 2015 WTA tour, what does the player that is of African-descent do for a living?
Answer Choices are: 
a. professional soccer player
b. professional tennis player
Specify their correct answer by choosing one of a or b: 
",b,b. professional tennis player,['b. professional tennis player']
32,f80725a53de47dbfe14cadc2c75a0319,"Question: 
In the location that has a green copper statue of a woman holding a torch in the air that was a site of the 1958 NCAA University Division Basketball Tournament, when were the subways built?
Answer Choices are: 
a. 1-Jan-00
b. 27-Oct-04
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
33,49afb89473275187357775e57e405844,"Question: 
In the location of the NCAA University Basketball Division Tournament of 1958 that features a green copper statue of a woman holding a torch up in the air, are there any embassies?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",a,b. no,['b. no']
34,1cf74625e16b1bcac3324e7ae026180e,"Question: 
Among the list of loans-in for Sheffield United's 20019-10. season, which team has an animal in their logo and also was promoted to the Premier League in 2018
Answer Choices are: 
a. Wolverhampton Wanderers
b. Norwich City
Specify their correct answer by choosing one of a or b: 
",a,a. Wolverhampton Wanderers,['a. Wolverhampton Wanderers']
35,b2cd50976b1825e21706bfcb0a59461b,"Question: 
Where is the  B. Bennett title depicting up right boots on the poster based out of?
Answer Choices are: 
a. Denver, Colorado
b. San Francisco, California
Specify their correct answer by choosing one of a or b: 
",a,"San Francisco, California","['San Francisco, California']"
36,a59b1580c59cf5c2513fac7f25f7dd59,"Question: 
who was casted as cami harris on Beck Bennett’s TV series that has a pair of upright boots on its poster?
Answer Choices are: 
a. Sarah Gilman
b. Dakota Fanning
Specify their correct answer by choosing one of a or b: 
",a,a. Sarah Gilman,['a. Sarah Gilman']
37,cb8c44f48dfa2cdcabadb6c7350376e2,"Question: 
In the shows for Beck Bennett, for the title with a poster that has a pair of boots, who plays the daughter born last?
Answer Choices are: 
a. Karen Devers
b. Kaitlyn Dever
Specify their correct answer by choosing one of a or b: 
",b,b. Kaitlyn Dever,['b. Kaitlyn Dever']
38,c8ef423bc18a1bbe9fd5959a71dc6037,"Question: 
The collage featuring the element mined in both Discovery Mine and Outpost Island Mine has how many images?
Answer Choices are: 
a. sixty-two
b. twelve
Specify their correct answer by choosing one of a or b: 
",b,a. sixty-two,['a. sixty-two']
39,72dc3a6e37ad7683a66c2c4bfb9933a5,"Question: 
How many individual pictures are shown of the ore that both Thompson-Lundmark Mine and Leckie Mine yielded?
Answer Choices are: 
a. eleven
b. twelve
Specify their correct answer by choosing one of a or b: 
",b,b. twelve,['b. twelve']
40,ecab01544d2dae415293d4d7974aca6e,"Question: 
The team that was in the NFL Draft of the 2016 American Athletic Conference football season with an animal on its logo uses which colors?
Answer Choices are: 
a.  'Teal'
b. College Navy
Specify their correct answer by choosing one of a or b: 
",b,a.,['a.']
41,30a9d3b9976387ce79b90cefa25250be,"Question: 
The NFL team, that were involved in the 2016 American Athletic Conference football season draft and which have an animal logo, played against whom in the Super Bowl?
Answer Choices are: 
a.  'Carolina Panthers'
b. New England Patriots
Specify their correct answer by choosing one of a or b: 
",b,B. New England Patriots,['B. New England Patriots']
42,2d4bb306f5b9a3ca50d1ede53762b403,"Question: 
The team that took part in the NFL draft during the American Athletic Conference's 2016 football season, and whose logo features a bird, faced off against whom in Super Bowl competition?
Answer Choices are: 
a. New England Patriots
b. New York Patriots
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
43,f692b79420dd680022e711eacb604bdd,"Question: 
In this collage of the city in Pennsylvania in which a company produces HP sauce, what sport is being played in one of the photos?
Answer Choices are: 
a. baseball
b. basketball
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
44,ec7795894d6696acea9e93dd85488bdd,"Question: 
In this collage of the city where Rebecca and Jack from this is us live, what sport is being played in one of the photos?
Answer Choices are: 
a. hockey
b. baseball
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
45,0e34d8e79a31c029e7ae4a241f53b63c,"Question: 
What player had the positon situated at the end of a horizontal row of players for the dallas cowboys and also played offense on the All-Pro Team of 2013?
Answer Choices are: 
a. Kendell Jay Wright
b. Christopher Jason Witten
Specify their correct answer by choosing one of a or b: 
",b,b. Christopher Jason Witten,['b. Christopher Jason Witten']
46,5abdfe3f9ae61a6030f730ccc1b6414f,"Question: 
In the starting lineup at the 1960 Los Angeles Dodgers season, the player in which position stands on an elevated mound and throws the ball toward a teammate who is located at the narrowest point of the field?
Answer Choices are: 
a. catcher
b. pitcher
Specify their correct answer by choosing one of a or b: 
",b,b. pitcher,['b. pitcher']
47,448e9d596e51c92f05a0c268f598eb61,"Question: 
Among the lineup of Opening-Day Starters in the Los Angeles Dodgers' 1960 season, there is one position that is located at the most narrow section of the playing field.  According to MLB rules more generally, under what circumstances can the player in this position block the plate?
Answer Choices are: 
a. The player in this position can block the plate under any circumstance.
b. when the catcher already has possession of the ball
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
48,c327a69c2fa928e632ec6ae0830eb79b,"Question: 
Did the player of African American descent or the player that has scored the most Premier League goals have more assists in 1994-95 FA Premier League Top assists?
Answer Choices are: 
a. Paul Gascoigne
b. Alan Shearer
Specify their correct answer by choosing one of a or b: 
",b,b. Alan Shearer,['b. Alan Shearer']
49,141d4fb0b27544fe189e8371df32d441,"Question: 
The I Could Fall in Love With You singer has what expression on their face?
Answer Choices are: 
a. smile
b. frown
Specify their correct answer by choosing one of a or b: 
",a,a. smile,['a. smile']
50,8e484f4cb29c0b4246bec38f99a6c31f,"Question: 
The best selling latin artist of all time is making what facial expression?
Answer Choices are: 
a. smile
b.  'scowl'
Specify their correct answer by choosing one of a or b: 
",a,a. smile,['a. smile']
51,8cb38e09b317e12711e881ad6c60d9bb,"Question: 
Among countries that engage in import trade with Canada, when did the One-Child Policy end in the nation whose flag features stars in different sizes?
Answer Choices are: 
a. 1980
b. 1979
Specify their correct answer by choosing one of a or b: 
",b,b. 1979,['b. 1979']
52,22b6cb15d13082f8aa434a5b096a061b,"Question: 
On what date was Hong Kong officially returned to the nation--an import-trade partner of Canada--whose flag features different-sized stars?
Answer Choices are: 
a. 1-Jul-97
b.  '1-Jul-95'
Specify their correct answer by choosing one of a or b: 
",a,a. 1-Jul-97,['a. 1-Jul-97']
53,9575059879516452efae14c95df03c21,"Question: 
The meeting city of the IAAF Super Grand Prix featuring a white building with a metal statue on top is the capital of what country?
Answer Choices are: 
a. Spain
b. France
Specify their correct answer by choosing one of a or b: 
",a,b. France,['b. France']
54,ad1ae09552dcdae900fde952c37ccda5,"Question: 
How many La Liga trophies have been won by the team that is named for the city that was a location of a Meeting of IAAF Super Grand Prix that also has a metal statue on top of a white building?
Answer Choices are: 
a. 33
b. 30
Specify their correct answer by choosing one of a or b: 
",a,a. 33,['a. 33']
55,82e7c09956d576e259b34a4331583aaf,"Question: 
The poster for the movie whose soundtrack features the song ""When You Say Nothing at All"" shows a man walking on a street.  Where is this man holding his hands?
Answer Choices are: 
a. pockets
b. bag
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
56,de5be1b6ca95a96303d8ed877a68edd7,"Question: 
The TV show with poster that has a globe on it and starred Tom Pelphrey had who play Lucinda Walsh?
Answer Choices are: 
a.  'Patrika Darbo'
b. Elizabeth Hubbard
Specify their correct answer by choosing one of a or b: 
",b,b. Elizabeth Hubbard,['b. Elizabeth Hubbard']
57,14ef88242b8219b4bee6d9d23500f74d,"Question: 
In the television show that features a poster with a globe and Tom Pelphrey as an actor, what actor plays hal munson?
Answer Choices are: 
a. Dennis Hopper
b. Benjamin Hendrickson
Specify their correct answer by choosing one of a or b: 
",b,b. Benjamin Hendrickson,['b. Benjamin Hendrickson']
58,afcdc2835690c33d554a21cf067ab76e,"Question: 
Which actress played Lily Walsh on the TV show that also featured Tom Pelphrey, and which has a globe on its poster?
Answer Choices are: 
a. Mary Martha Byrne
b. Liza Minnelli
Specify their correct answer by choosing one of a or b: 
",a,a. Mary Martha Byrne,['a. Mary Martha Byrne']
59,c88a821a91906d622564596a91f3501b,"Question: 
Who is the actor who plays Gwen on the Tom Pelphrey television show with a globe on the poster?
Answer Choices are: 
a. Sarah Landon
b. Jennifer Landon
Specify their correct answer by choosing one of a or b: 
",b,b. Jennifer Landon,['b. Jennifer Landon']
60,be69f056da0f471b5b537bd9b46d61d6,"Question: 
When did the state that has a bear on its flag and has a major city in the Sun Belt become the most populous?
Answer Choices are: 
a. 1967
b. 1962
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
61,1d232c1121d8683692f7b445173a7be2,"Question: 
When was the last time capital punishment took place in the state whose flag features a bear and has a major city in the Sun Belt?
Answer Choices are: 
a. 2015
b. 2006
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
62,63d27efefa795d3665e658def947c1df,"Question: 
The countries included in the honors and decorations of Abdou Diouf that has a single color gave up its nuclear arms in what month and year?
Answer Choices are: 
a. 3-Aug
b. 3-Dec
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
63,289529b710dd7329a1538ff582b41b0e,"Question: 
The most performed playwright of all time has what other type of facial hair besides a mustache?
Answer Choices are: 
a. goatee
b. beard
Specify their correct answer by choosing one of a or b: 
",b,b. beard,['b. beard']
64,bcc4243fc9c9006e0e00fd8f96e0bc00,"Question: 
When looking at the men's events at 2005's German Athletics Championships, underneath ""100 m (+0.3m/s)"" you can find the results for a competition that makes use of a pit of sand.  Which athlete holds the distance record for this same event?
Answer Choices are: 
a. Ronaldinho
b. Mike Powell
Specify their correct answer by choosing one of a or b: 
",b,b. Mike Powell,['b. Mike Powell']
65,481102a22ae89b620de0d8f46d9205a9,"Question: 
Is the hometown with a statue of jesus that was featured on episode 2 (Oct 13) of The Voice (Brazilian season 5) the capital of brazil?
Answer Choices are: 
a. no
b. yes
Specify their correct answer by choosing one of a or b: 
",a,b. yes,['b. yes']
66,9d67b3725732569c98d554756d6cc928,"Question: 
A contestant on the second episode (airing October 13th) of the fifth season of Brazil's ""The Voice"" considers the city with a large statue of Jesus to be his or her hometown.  Did this city host the Earth Summit in 1992?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
67,7be1d429a5c248e82697027ca1de158a,"Question: 
On the second episode (airing October 13th) of the fifth season of Brazil's ""The Voice"", one of the contestants' hometowns was the city that features a statue of Jesus.  Is this city the capital of Brazil?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
68,9b9417ce37667b5e1c790bac94ad95af,"Question: 
The actor from the movie ""Heat"" which also has a soundtrack of the same name is wearing what color shirt?
Answer Choices are: 
a. red
b. blue
Specify their correct answer by choosing one of a or b: 
",b,a. red,['a. red']
69,5def775c2c23b42537a80cb6d3e8d29b,"Question: 
The actor who played young Vito Corleone in The Godfather Part II is wearing what color shirt?
Answer Choices are: 
a.  'green'
b. blue
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
70,2b1f56ecb194965cb759c655effcf68e,"Question: 
The actor from the wizard of lies who plays bernie madoff is wearing what color shirt?
Answer Choices are: 
a. blue
b. pink
Specify their correct answer by choosing one of a or b: 
",a,a. blue,['a. blue']
71,7bd571d944e96078a24337d50aa4b8e2,"Question: 
What club from the final league of the Stoke City F.C. 1983-84 season with a bird on its logo got promoted the the premier league in 2015?
Answer Choices are: 
a. Norwich City
b. Norwich Tigers
Specify their correct answer by choosing one of a or b: 
",a,a. Norwich City,['a. Norwich City']
72,176909830410dea408325dfc6fd180fc,"Question: 
Which player had a higher position in the European Tour of 1992:  The player with brown hair or the player who won masters 2 years in a row?
Answer Choices are: 
a. Nick Faldo
b. Greg Norman
Specify their correct answer by choosing one of a or b: 
",a,b. Greg Norman,['b. Greg Norman']
73,e64da4a72a3dde841d84f3443e70fd7e,"Question: 
Of the teams that received Player of the Month awards in the 2008-09 season of the Football League Championship, and which also have an animal on their logo, which were projected to be promoted to the Premier League in 2019?
Answer Choices are: 
a. Crystal Palace
b. Wolverhampton Wanderers
Specify their correct answer by choosing one of a or b: 
",b,b. Wolverhampton Wanderers,['b. Wolverhampton Wanderers']
74,e77d87e95cc918aa69e49236fca9a92c,"Question: 
Among cities that were hometowns of players on Team USA at the 2003 Walker Cup, does the city that houses a statue of a woman holding her torch into the sky have a known problem with rats?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",a,b,['b']
75,af96399a5c72189e32c852e4f33dc7d3,"Question: 
Where is the Little-Italy district found in the city that is the hometown of a Team-USA player at the 2003 Walker Cup and which also features a statue of a woman holding a torch into the sky?
Answer Choices are: 
a. in Lower Manhattan
b. in Upper Manhattan
Specify their correct answer by choosing one of a or b: 
",a,a. in Lower Manhattan,['a. in Lower Manhattan']
76,c7f0e29d783674447d79782f950224ca,"Question: 
What is the location of Wall Street in the city that is the hometown of a Team-USA player in the 2003 Walker Cup, and which also has a statue of a woman holding a torch into the sky?
Answer Choices are: 
a. the Financial District of Upper Manhattan in New York City
b. Financial District of Lower Manhattan in New York City
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
77,506ad88e73246adce14ac7a03e98a986,"Question: 
What is the largest catholic church in the city with a large statue of a woman holding a torch in the air and is the hometown of TEAM USA in the 2003 Walker Cup?
Answer Choices are: 
a. St. Patrick's Cathedral
b. The Statue of Liberty
Specify their correct answer by choosing one of a or b: 
",a,The Statue of Liberty,['The Statue of Liberty']
78,f86f060cb67dff5a1c970abf50ebbebb,"Question: 
Among hometowns of competitor with Team USA at the 2003 Walker Cup, is the ocean visible from the city that has a large statue in the shape of a woman holding a torch up into the sky?
Answer Choices are: 
a. no
b. yes
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
79,afbac1205b8fb116ff07c928bbd8078c,"Question: 
The country with a flag featuring the main colors white in blue that was part of the Holographic Principle World Tour involving festivals and concerts is in what region of the world?
Answer Choices are: 
a. Northern Europe
b. Southern Europe
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
80,e6b3e40e6f324c8d936ef96fa4fcaa24,"Question: 
Which WTA US Open 2015 series player ranked the least: The African-American player or the furthest east player between N. Dechy and L. Safarova?
Answer Choices are: 
a. Jelena JankoviÆÃ¡
b. Lucie ââ afâÂ°âÃ´ovâÂ°
Specify their correct answer by choosing one of a or b: 
",b,b. Lucie ââ afâÂ°âÃ´ovâÂ°,['b. Lucie â\x89\x88â\x80\xa0afâ\x88\x9aÂ°â\x89\x88Ã´ovâ\x88\x9aÂ°']
81,05afdfd26f8cb0d3fe4c58277e02908d,"Question: 
The player in the WTA of the 2015 US Open Series who is African American has how many Grand Slam titles?
Answer Choices are: 
a. 39
b. 63
Specify their correct answer by choosing one of a or b: 
",a,b. 63,['b. 63']
82,c92a32a2f214167857c8d22c8c892de6,"Question: 
The African American player in the WTA US Open series of 2015 does what for a living?
Answer Choices are: 
a. professional tennis player
b.  'professional basketball player'
Specify their correct answer by choosing one of a or b: 
",a,a. professional tennis player,['a. professional tennis player']
83,d01397162551d9d7bedccf4e45e8d4f9,"Question: 
Which opponent of the Green Packers in the 1951 regular season had a higher week:  The opponent with a logo featuring a bird or the team who played in the 2013 super bowl?
Answer Choices are: 
a. Buffalo Bills
b. Philadelphia Eagles
Specify their correct answer by choosing one of a or b: 
",b,a. Buffalo Bills,['a. Buffalo Bills']
84,f8df62d26ffc899ba7cd7ab7a95126b8,"Question: 
in Regular season Schedule of 1951 Green Bay Packers season, how many times did the opponent that have a bird on their logo, been in the super bowl?
Answer Choices are: 
a. three
b. two
Specify their correct answer by choosing one of a or b: 
",a,b. two,['b. two']
85,c0e2c5b5c10d9883ffe5f29ba68b1724,"Question: 
in Regular season Schedule of 1951 Green Bay Packers season, when was the last time the Opponent that have a bird on their logo, made it to the superbowl?
Answer Choices are: 
a. 2004
b. 2013
Specify their correct answer by choosing one of a or b: 
",a,a. 2004,['a. 2004']
86,9b6a40bd48041a60314dd6a7de30fc7f,"Question: 
What type of glowing circular contraption is prominent in the city what the game Hillfolk is based?
Answer Choices are: 
a. ferris
b. circus
Specify their correct answer by choosing one of a or b: 
",a,b. circus,['b. circus']
87,50956c6f3f7a6326e781890464b942fb,"Question: 
Consider the two cities of London and Surrey, and in particular, the city that contains Kingston-upon-Thames.  What kind of illuminated wheel would one find in this city?
Answer Choices are: 
a. FALSE
b. ferris
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
88,015445f77f0322b27e2e5d595137c2cd,"Question: 
What is the number of times that the person with a red cap in the Standings After the Race of the 2014 Hollywood Casino 400, won at Phoenix Raceway?
Answer Choices are: 
a. nine
b. ten
Specify their correct answer by choosing one of a or b: 
",a,b,['b']
89,19799c5f88b6c1dddeb0ae96f092998f,"Question: 
When looking at Sweden's ""Idol (2018),"" and specifically at the ""Top 13 - Fridayparty"" listings, who would you expect to see in the music video for the song that has a strawberry on its cover?
Answer Choices are: 
a. The Thin Jew
b. The Fat Jew
Specify their correct answer by choosing one of a or b: 
",b,b. The Fat Jew,['b. The Fat Jew']
90,9db4722cf042734441c15d8030a3df92,"Question: 
Which driver had a higher differential in the Protection One 400 race of 2001:  The driver who raced both charlotte and indy in the same day or the driver that is shown outdoors signing autographs?
Answer Choices are: 
a. Dale Earnhardt
b. Jeff Gordon
Specify their correct answer by choosing one of a or b: 
",b,b. Jeff Gordon,['b. Jeff Gordon']
91,48d5505925f7d56e06ba79c6960f06cb,"Question: 
In the bottom left picture for the collage of the city where The House on Mango Street takes place, how many columns are visible?
Answer Choices are: 
a. four
b. eight
Specify their correct answer by choosing one of a or b: 
",a,a. four,['a. four']
92,9abc0074851fdc1084ca632e4be883eb,"Question: 
In the television series that features a man with a tattoo on his back on its logo and appearances by Michael Bentt, who plays Jax?
Answer Choices are: 
a. Charles Perry Hunnam
b. Charles Matthew Hunnam
Specify their correct answer by choosing one of a or b: 
",b,a. Charles Perry Hunnam,['a. Charles Perry Hunnam']
93,80d2a9c9a535a8e9e43c24ddad8440ac,"Question: 
Which actor played Opie on the TV show, that Michael Bentt also appears in, and that shows a man with a tattooed back on its poster?
Answer Choices are: 
a. Ryan Douglas Hurst
b. Bruce Dern
Specify their correct answer by choosing one of a or b: 
",a,a. Ryan Douglas Hurst,['a. Ryan Douglas Hurst']
94,8a03feccc4b16230b490a8abf5271b61,"Question: 
What team that Deion Sanders played for was in the Northern Iowa Panthers NFL draft with a face of a human on their logo?
Answer Choices are: 
a. Oakland Raiders
b. Washington Redskins
Specify their correct answer by choosing one of a or b: 
",b,b. Washington Redskins,['b. Washington Redskins']
95,4ad399a6b9efed497a92662f428886a3,"Question: 
In the city where the Latins lived, how many pictures make up the grouping of photos?
Answer Choices are: 
a. five
b. six
Specify their correct answer by choosing one of a or b: 
",b,b. six,['b. six']
96,760c4d92204d5ca827b9f37887ec27d2,"Question: 
How many individual pictures can be seen of the city that George Germanos worked with when founding his church?
Answer Choices are: 
a. twelve
b. six
Specify their correct answer by choosing one of a or b: 
",b,b. six,['b. six']
97,fe620c40964171355c044beecee138d3,"Question: 
In this collage of the city that was the center of imperial life in the roman empire in the early fifth century, how many photographs are there?
Answer Choices are: 
a. six
b. seven
Specify their correct answer by choosing one of a or b: 
",a,There are seven photographs in the collage.,['There are seven photographs in the collage.']
98,13de7462aa024aceb5abb9503b39f321,"Question: 
What is the color of the logo of the show that both Matt Smith and Arthur Darvill took part in?
Answer Choices are: 
a. green
b. red
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
