qid,gt_ans,pred_ans_blip,correctness_blip
52,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
53,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
54,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
55,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
56,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
57,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
58,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
59,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
60,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
61,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
62,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
63,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
64,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
65,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
66,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
67,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
68,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
69,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
70,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
71,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
72,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
73,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
74,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
75,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
76,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
77,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
78,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
79,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
80,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
81,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
82,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
83,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
84,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
85,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
86,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
87,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
88,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
89,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
90,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
91,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
92,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
93,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
94,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
95,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
96,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
97,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
98,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
99,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
100,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
101,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
102,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
103,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
104,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
105,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
106,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
107,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
108,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
109,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
110,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
111,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
112,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
113,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
114,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
115,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
116,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
117,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
118,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
119,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
120,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
121,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
122,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
123,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
124,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
125,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
126,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
127,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
128,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
129,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
130,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
131,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
132,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
133,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
134,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
135,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
136,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
137,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
138,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
139,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
140,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
141,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
142,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
143,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
144,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
145,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
146,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
147,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
148,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
149,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
150,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
151,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
152,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
153,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
154,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
155,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
156,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
157,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
158,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
159,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
160,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
161,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
162,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
163,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
164,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
165,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
166,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
167,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
168,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
169,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
170,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
171,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
172,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
173,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
174,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
175,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
176,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
177,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
178,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
179,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
180,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
181,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
182,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
183,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
184,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
185,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
186,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
187,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
188,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
189,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
190,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
191,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
192,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
193,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
194,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
195,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
196,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
197,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
198,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
199,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
200,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
201,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
202,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
203,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
204,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
205,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
206,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
207,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
208,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
209,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
210,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
211,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
212,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
213,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
214,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
215,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
216,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
217,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
218,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
219,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
220,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
221,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
222,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
223,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
224,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
225,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
226,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
227,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
228,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
229,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
230,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
231,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
232,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
233,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
234,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
235,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
236,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
237,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
238,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
239,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
240,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
241,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
242,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
243,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
244,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
245,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
246,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
247,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
248,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
249,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
250,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
251,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
252,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
253,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
254,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
255,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
256,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
257,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
258,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
259,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
260,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
261,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
262,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
263,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
264,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
265,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
266,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
267,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
268,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
269,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption0 and the image1 matches Caption1,1
270,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
271,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
272,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
273,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
274,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
275,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption1 and the image1 matches Caption0,1
276,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
277,Image0 matches Caption0 and the image1 matches Caption1,Image0 matches Caption1 and the image1 matches Caption0,0
278,Image0 matches Caption1 and the image1 matches Caption0,Image0 matches Caption0 and the image1 matches Caption1,0
