qid,question,origanswer,generatedanswer,correctness
645,who is man in the image of the rape epidemic in south africa,1,0,0
648,how long has man in the left of the image been president of turkey,2,0,0
667,when did man with the black shirt in the image speak to the senate on syrian iraq,1,0,0
670,what is the main issue facing person in the right of the image of egypt,1,1,1
702,who did nsa man in the image give information to,1,3,0
707,when was person in the image in the egyptian embassy arrested,1,0,0
708,where did person in the image from india go after she was expelled from the us,3,3,1
720,when man in the image take power in africa,1,0,0
724,where is woman in the left of the image in hospital in south africa,0,2,0
725,when did woman in the left of the image go to the hospital,0,1,0
761,who is the leader of person in the image,3,0,0
767,when did person in the image become the president of the south american business bloc,1,3,0
768,who is person in the image of the south american economic bloc,2,2,1
770,who is standing behind person with the black suit in the image during the government shutdown,2,0,0
771,who was man in the left of the image of the house when the tea party movement began,3,1,0
777,where did person in the right of the image on russia's natural gas come from,1,2,0
780,what was the purpose of the president's speech to person in the left of the image on saturday,3,1,0
782,when did person in the right of the image die of cancer,2,3,0
804,when did person in the image give lebron snowden asylum,3,3,1
810,when does the case against kenya end according to man in the image,3,1,0
825,who did person in the image in his state of the union address,2,2,1
826,when is the last time person in the image and rouhani met,2,2,1
843,who defended person with the white suit in the image in the germany shooting,1,3,0
863,where did josh brown punch man in the image in the face,2,2,1
883,who did woman in the left of the image meet with in the middle east,1,3,0
911,who is man with the black dress in the image that is visiting south africa,2,3,0
913,who is visiting south africa with man with the black dress in the image,2,3,0
923,where is man in the image in prison for the double amputee shooting,2,3,0
942,who was man in the bottom of the image in the egyptian government,1,2,0
949,who is speaking to man with the black suit in the image in brazil today,3,0,0
951,who is talking to person in the left of the image in brazil,3,1,0
952,who did man in the left of the image in brazil today,0,3,0
953,who is talking to secretary of person in the left of the image in brazil,0,3,0
993,who is the interim president of egypt after person in the center of the image was overthrown,1,3,0
996,when did person in the left of the image put flags at half staff for african leader,1,2,0
997,who said he was inspired by the work of person in the left of the image,0,2,0
999,who called michael mandela person in the left of the image,0,2,0
1005,who is traveling with woman with the glasses in the image of the world bank,2,3,0
1010,when is woman in the image of the central african republic coming in,2,2,1
1012,who woman with the glasses in the image speak to on the phone,1,2,0
1014,who met with woman in the right of the image in kabul,3,2,0
1015,who met with person with the glasses in the image in kabul,0,1,0
1030,when did man with the red jacket in the image get deported from africa,3,0,0
1038,who was man in the right of the image who was killed in the olympics,0,2,0
1046,how does tan woman in the center of the image approach his life as a celebrity,1,1,1
1047,what is the movie with woman with the black suit in the image blowing up the white house,2,2,1
1054,who is calling for man in the left of the image to be released from prison,2,2,1
1064,where did person in the right of the image blame the us for the war in iraq,1,3,0
1076,why did the president pardon woman in the left of the image,0,2,0
1077,why did russia pardon person in the left of the image,3,2,0
1093,fast and furious cast member dies of injuries in woman with the glasses in the image,0,1,0
1096,what happened to person in the left of the image after he became president of africa,3,3,1
1115,who met with person in the image in china,1,0,0
1123,what is the punishment for person in the image in the bombing in boston,3,1,0
1137,who is the president of venezuela now man in the image is out of jail,3,0,0
1160,who is visiting pakistan with woman in the left of the image,1,1,1
1167,where did the earthquake hit in pakistan and man in the image died,1,0,0
1193,who met with person in the left of the image after the drone strike in pakistan,1,0,0
1195,when did man in the image say fair game for all,2,0,0
1217,who did person in the left of the image in amman in 2013,1,1,1
1218,where did the funeral of man in the left of the image take place,3,1,0
1219,where is man in the left of the image of africa going to be buried,3,3,1
1220,where did the funeral of man in the left of the image take place,1,1,1
1221,where is person in the left of the image buried in south africa,0,2,0
1222,who is backing man in the left of the image in the senate health care bill,0,3,0
1223,who is man in the left of the image of the senate right now,3,3,1
1228,who is man in the image to africa,2,0,0
1229,who is man in the image to africa,2,2,1
1249,what was man in the left of the image talking about during his visit to south africa,1,2,0
1250,person in the left of the image of south africa visit,0,1,0
1271,why is woman in the left of the image being charged with murder in china,3,0,0
1280,when did woman in the right of the image go to the hospital in south africa,0,0,1
1282,when did person in the center of the image sign the association agreement with the eu,2,3,0
1289,who is man in the center of the image of the us national democratic institute,1,3,0
1324,when did person in the image march in kyiv,3,0,0
1334,when did person with the black suit in the image last visit africa,1,2,0
1342,who voted to suspend aid to egypt last month and why did person in the left of the image do so,1,1,1
1343,who said person in the left of the image will not give aid to egypt,1,0,0
1347,what does man in the image want to do with russia,0,2,0
1354,how did they find out person in the image was the father of mariah berry,2,0,0
1358,what is the percentage of votes won by person in the image of the republic of yerevan,2,0,0
1381,who are the members of person in the image,1,1,1
1400,where is person in the center of the image going to visit in the middle east,0,2,0
1416,who are the judges in person in the center of the image,0,3,0
1417,who are the judges in person in the center of the image,0,2,0
1418,who are the judges in kenya under woman in the center of the image rupiah banda,2,1,0
1427,who does man with the white shirt in the image for in karting,0,1,0
1453,when did the us put man with the red suit in the image on the no fly list,2,0,0
1468,what type of spy agency does france have with its u.s. woman in the center of the image,0,2,0
1474,who did man with the black shirt in the image talk to about iran,2,0,0
1485,who has used chemical weapons in the civil war and why did person in the center of the image not respond immediately,2,1,0
1488,where did person in the left of the image jr take part in the civil rights movement,3,0,0
1499,why is the pope of the catholic church resigning in front of person in the right of the image,1,0,0
1508,who paid for sex with man in the left of the image in italy,3,3,1
1511,who did person in the image choose for the grammys 2017,2,2,1
1515,how many american troops are there in afghanistan under woman in the image,0,3,0
1520,who is person in the image of turkey blaming for the failed coup attempt,3,2,0
1529,what was the cause of person in the image,2,1,0
1531,who was killed in the mujahedin khalifah raid by muhammad man in the left of the image,2,2,1
1545,where did man in the image announce his alliance with the northern league,2,2,1
1549,who is man in the right of the image running for president in venezuela,0,3,0
1558,where is person in the right of the image going to be when he is inaugurated,3,3,1
1559,where is person in the right of the image going to be inaugurated,1,2,0
1560,where is man in the right of the image going for his new term,3,1,0
1561,where is person in the right of the image going to be inaugurated,0,3,0
1562,where is person in the right of the image of venezuela recovering from cancer,0,1,0
1569,where is man in the left of the image of south africa,1,2,0
1571,who is the treasury secretary under woman with the black coat in the image,2,0,0
1589,who was denied the woman of courage award because of comments made by person in the image,3,2,0
1591,who urged woman in the center of the image to postpone his visit to gaza,0,3,0
1603,who is president of china when person in the right of the image is in china,0,1,0
1613,father bwalya is person in the right of the image of which political party,3,0,0
1624,where did muhammad person in the center of the image in 1974,2,0,0
1626,when did ali start to fight woman in the center of the image,2,0,0
1628,who was person in the center of the image in the muhammad ali vs george foreman fight,2,1,0
1658,where did man in the image from the civil war in iraq arrive,3,3,1
1669,who is number one with man in the image,2,0,0
1674,where did woman in the right of the image lose their jobs in china,1,0,0
1677,when did person in the left of the image take place,3,3,1
1678,when did person in the left of the image in the magnitsky case die,0,1,0
1679,how many elephants are there in cambodia with man in the image,1,1,1
1680,how many elephants are there in cambodia at man in the image,0,2,0
1696,how old was person with the black jacket in the image when she started her campaign for peace,3,2,0
1699,who did the us trade for person in the image,2,0,0
1707,who is running for person in the image of the republic of bissau,1,0,0
1719,who is running for president of person in the right of the image of maputo,3,2,0
1727,person in the image to pakistan who is under investigation,0,0,1
1728,who is person in the image to pakistan,0,0,1
1742,what is man in the image in english,1,2,0
1743,what is person in the image in english,1,3,0
1747,who is person in the image who has ruled out boots on the ground,2,2,1
1748,where do person in the left of the image come from in israel,0,1,0
1766,what rank did man in the image have when he went missing,1,3,0
1768,who was the first intern at person in the bottom of the image,1,0,0
1776,who is the man that was pardoned by person with the glasses in the image,3,0,0
1797,where did man in the left of the image and bongi ngema visit,2,0,0
1812,who is person in the image in the gambia,2,1,0
1814,what is the percentage of man in the left of the image in malaysia,1,0,0
1824,who was the french president when lagarde became woman in the image of the international monetary fund,0,3,0
1848,when did man in the image suspend the constitutional ratification requirement,1,1,1
1849,how many members in parliament did woman in the image approve the government of sergej vucic,2,3,0
1850,how many members in parliament did woman in the image approve the government of sergej vucic,2,3,0
1851,who is the mother of person in the right of the image in the reeva pistorius trial,1,3,0
1870,who was person in the left of the image of lithuania when vice president biden visited,0,1,0
1932,who gave up person with the white suit in the image in a prisoner exchange,2,1,0
1949,where is person in the image being held right now,0,0,1
1966,who is man with the black suit in the image of iran in new york,0,0,1
1974,where did person in the image go after he was captured,0,3,0
2002,what is the main objective of the campaign launched by man with the yellow dress in the image in india,0,1,0
2012,where does the us get its natural gas from for person in the image,3,2,0
2015,who is with woman in the left of the image and kate in new york,0,2,0
2016,where did person in the left of the image and kate go to high school,1,2,0
2017,where did person in the left of the image and duchess of cambridge go to college,1,3,0
2027,who was the president of madagascar before person in the right of the image,2,3,0
2038,when did the us give up man in the image,2,1,0
2040,when did man in the image score the winning goal in the 2014 world hockey championship,3,1,0
2069,when did person in the center of the image tell the story about jonnie williams,2,3,0
2094,when person in the image was killed in pakistan,2,1,0
2101,who was man in the right of the image found in the camp,3,2,0
2102,where does man in the image make his wine from,1,0,0
2167,what is the difference between person in the image and a normal runner,2,3,0
2182,why is man in the image concerned about china,2,2,1
2197,who is person in the image of the eu,3,3,1
2198,when is the trial of person with the glasses in the image set,0,0,1
2215,who is the man that man in the left of the image was in jail for,0,0,1
2220,where did person in the center of the image and kennedy visit in china,1,3,0
2222,when did george atiyeh become man in the center of the image of oregon,2,1,0
2223,where did person in the right of the image go on his weekend vacation,1,1,1
2253,person in the right of the image died in the battle of tripoli,3,2,0
2254,man in the right of the image died in the battle of bab tabbaneh,2,1,0
2255,how many soldiers died in the battle between man in the right of the image,0,2,0
2256,how long has it taken for person in the left of the image to arrive in syria,0,1,0
2286,how long is the sentence for person in the right of the image and china's youngest daughter,0,1,0
2290,where did man in the bottom of the image and gannon die in pakistan,3,3,1
2291,where was person in the bottom of the image killed in pakistan,2,2,1
2292,where was person in the image killed in pakistan,3,0,0
2293,where were man in the bottom of the image killed in pakistan,3,2,0
2307,where did man in the image go after he was released from captivity,0,2,0
2313,how long was man in the left of the image in jail in iraq,2,3,0
2314,who is man in the left of the image of tariq al-qadi,2,1,0
2315,where did person in the left of the image live before he was arrested,0,0,1
2316,where was man in the left of the image arrested in israel,0,1,0
2326,who shot michael brown and man with the black suit in the image in ferguson,3,2,0
2327,where did man in the left of the image march in ferguson last year,1,1,1
2373,where are the kidnapped school of man in the right of the image from,2,1,0
2393,where did man in the image play in his last season,0,0,1
2411,when did woman in the right of the image become a citizen of the united states,3,0,0
2419,who is the new czar for ebola under woman in the left of the image,2,0,0
2420,who is the head of person with the black shirt in the image,2,1,0
2428,who asked woman in the right of the image to mediate in the war in iraq,3,3,1
2435,who was awarded person with the red suit in the image on Monday,0,3,0
2446,who is person in the right of the image of state visiting china,0,3,0
2451,who decides if person in the image will be court martialed,0,3,0
2452,who decides if man in the image will be court martialed,3,0,0
2453,who is in charge of the investigation into person in the image,2,0,0
2459,who is man in the center of the image that sued the rolling stones,2,3,0
2468,where did person in the image visit after the tornadoes in arkansas,0,2,0
2469,what did woman in the image say in arkansas after a tornado hit,2,1,0
2494,what article of the constitution would disqualify person in the image from running for president,3,1,0
2511,what is the charge against man in the left of the image in hong kong,0,1,0
2524,what person in the image do in his first term as governor,1,2,0
2544,who does man in the center of the image for in the video below,1,0,0
2545,what band does person in the center of the image play drums for,2,3,0
2547,where does person in the center of the image come from,1,2,0
2548,who plays the drums for man in the center of the image in the video,2,3,0
2549,what is the name of man in the center of the image that plays death metal,0,1,0
2550,man in the center of the image is the girl in in the video,3,1,0
2565,who was person with the black suit in the image in the otto video,0,0,1
2569,what needs to be provided to person in the right of the image in iraq,2,2,1
2579,when did woman in the left of the image shoot down the u.n. helicopter in south sudan,2,3,0
2580,who is blamed for the conflict between person with the glasses in the image and the government,1,0,0
2593,what is the charge against person in the image in the nacc,3,0,0
2620,who is responding to person in the image for war in syria,3,0,0
2628,who spoke to person in the image about the conflict in eastern ukraine,2,3,0
2633,where is the us preparing to send woman in the left of the image to fight russia,1,3,0
2643,who negotiated the release of woman in the image in kazakhstan,0,0,1
2647,what is the name of person in the image of africa,2,0,0
2658,how long did jackie rogers serve as person in the image,0,1,0
2680,when did person in the image go missing,0,2,0
2701,when did person in the right of the image die in the war,2,3,0
2703,when did person in the right of the image die in the military,1,2,0
2718,who is man in the image in the temple bombing in thailand,0,0,1
2719,who is man in the image who blew up the temple in bangkok,3,2,0
2724,who is the u.s. ambassador to the un in man in the right of the image,0,0,1
2725,who was the u.s. secretary of state when british foreign secretary met with person in the right of the image,0,2,0
2736,where did the twin suicide bombing in beirut kill woman in the top of the image,0,1,0
2768,where was the trial of man in the image held,2,2,1
2798,where did woman in the image celebrate mass in the united states,0,1,0
2799,where did pope person in the image celebrate mass in philadelphia,1,0,0
2801,who was the girl who prayed for woman in the image in philadelphia,3,2,0
2811,why did person in the left of the image win the election in israel,3,1,0
2817,where did the stampede that killed man in the right of the image happen in 2015 happen,3,2,0
2819,where did person in the right of the image of the hajj tragedy take place,1,3,0
2820,where did a stampede happen in hajj 2015 that killed hundreds of person in the right of the image,0,3,0
2825,who refused to issue marriage licenses to person in the right of the image,2,2,1
2827,who did person in the right of the image marry in kentucky,3,0,0
2829,what person in the right of the image do in the kentucky civil rights movement,3,1,0
2830,what is the legal position of katie man in the right of the image,2,3,0
2848,where does person in the image go to college in africa,1,0,0
2849,where is person in the image from,0,1,0
2851,where does woman in the image from nigeria go to college,0,0,1
2889,who is the teacher at person in the image,2,2,1
2895,who was the u.s. sanctions named after man in the image,1,1,1
2897,who is person in the image of the soviet opposition in russia,0,0,1
2899,what is the significance of person in the center of the image,0,0,1
2907,who is person in the right of the image in the hijab in the video,1,1,1
2909,who is the woman who became person in the right of the image,0,2,0
2910,who is the woman who defended person in the right of the image with avijit roy,2,0,0
2931,who was the most searched person on google after person in the left of the image went to oblivion,1,2,0
2944,who is meeting with woman in the center of the image in the united states today,3,0,0
2947,who is bobbi man in the image related to,2,3,0
2962,where is the university of baltimore located in man in the image,1,1,1
2978,when did woman in the left of the image win the cma awards,1,3,0
2980,when did chris stapleton win person in the left of the image of the year,2,3,0
2989,where did jennifer and man with the red dress in the image go to get the hormones,1,3,0
2993,who fired three admirals under person in the image,2,2,1
2997,who was woman with the white jacket in the image of antigua and barbuda to the un,0,1,0
3000,who is charged with bribing person with the white coat in the image in the nepal bribery scheme,0,1,0
3016,who did man in the left of the image send a letter to after the women's world cup,0,1,0
3022,who drove woman in the center of the image to his home in chicago,3,1,0
3032,when did person in the image start sexting with an undercover detective,1,1,1
3036,who is the mother of man in the image in azerbaijan,2,0,0
3040,where man in the image drown,2,1,0
3069,when was bobbi person in the left of the image found in the bathtub,1,0,0
3070,who is the daughter of person in the left of the image,1,0,0
3106,who was involved in the bombing of the olympic bridge by person in the right of the image,0,1,0
3118,when did the president of south sudan fired man with the black suit in the image,1,2,0
3119,when did president kiir fired man with the black suit in the image,0,3,0
3121,when did man with the black suit in the image become vice president of south sudan,3,0,0
3154,who was the first person to tweet about person with the black shirt in the image being promoted to captain,0,3,0
3157,who was the girl that burned up in person in the right of the image,2,2,1
3158,who was person in the right of the image who was kidnapped by the islamist group,2,2,1
3160,where did person in the right of the image set herself on fire in khanke,3,3,1
3174,who is meeting with man in the right of the image in havana,2,2,1
3177,who is the woman running for president in argentina against person in the right of the image,0,1,0
3187,what did person in the center of the image do after 9/11,2,2,1
3192,who is woman with the red coat in the image of burundi right now,0,0,1
3200,who is person in the right of the image to south korea,0,0,1
3208,who was man in the image of lithuania when it gained independence,0,0,1
3209,what country has person in the image who threatens to take over the country,3,3,1
3218,who were person in the right of the image of the nashville shooting,3,1,0
3219,who died in the shooting at woman in the right of the image and ward,0,2,0
3222,who is responsible for woman in the image in syria,3,1,0
3253,who is the former president of the united states who criticized man with the black shirt in the image,0,3,0
3277,who is person in the left of the image who burned bridges in kenya,1,2,0
3283,who is the guy that went to mass with woman in the left of the image,1,3,0
3284,who did person in the center of the image refer to as the architect of the final solution,3,1,0
3292,what does it mean when person in the image read a script,3,3,1
3293,when did person in the image win the tony for trip to bountiful,0,1,0
3316,what is the significance of greece's election result for man in the image,0,0,1
3342,when does the us pull out of afghanistan under person in the right of the image,1,0,0
3344,when was the last time woman in the right of the image obero visited kenya,0,2,0
3353,when did pope man in the left of the image visit central african republic,1,1,1
3354,where did pope person in the left of the image celebrate mass in central africa,0,0,1
3357,what was the cause of person with the black dress in the image,2,1,0
3364,what was the main objective of person in the right of the image to washington,0,0,1
3372,why did person with the purple suit in the image not vote in the senate,3,1,0
3373,why did woman with the purple suit in the image not show up for senate votes,3,3,1
3374,what report was supposed to be released by person in the image in august,0,3,0
3392,who was with man with the white suit in the image and sweat when they escaped,1,2,0
3393,who was with man with the white suit in the image in the nyc shooting,0,0,1
3401,when does the election between woman in the top of the image and macri take place,3,1,0
3416,who was involved in the assassination of woman in the left of the image,0,1,0
3464,who is the person who threatened person in the image in japan,0,0,1
3498,when did secretary of woman in the image turn over her email server,0,0,1
3516,who did the united states ambassador to south sudan condemn on her first day in person in the image,1,3,0
3547,who is man in the right of the image in venezuela right now,2,3,0
3552,who made the bomb threats man in the image,2,2,1
3553,who is accused of threatening to kill person in the image in okinawa,3,2,0
3587,where is person in the image located in pakistan,1,2,0
3588,where is person in the image of the soviets mullah omar located,3,2,0
3589,who is the author of man in the right of the image,2,1,0
3598,who was killed in woman with the black shirt in the image in iraq,2,2,1
3599,who was killed in a raid on person in the center of the image,1,0,0
3627,who is person in the right of the image of the house of representatives right now,3,0,0
3659,when does person in the image plan to draw down troops in afghanistan,1,0,0
3671,who is person in the right of the image of foreign affairs of turkey,1,1,1
3672,who is man in the right of the image who is in charge of greece,1,1,1
3675,who is person with the black suit in the image of the country that supported the rebels in syria,3,1,0
3676,who is the president of russia when person with the black suit in the image invaded syria,1,3,0
3677,who is the leader of person with the black suit in the image in the civil war in syria,3,3,1
3728,who is running against person with the black suit in the image in the 2016 presidential election,0,1,0
3730,who is man in the right of the image of taiwan when china and singapore meet,0,0,1
3740,what is the disability of woman in the left of the image in sindhi,2,0,0
3748,where did man in the center of the image grow up in new york,3,0,0
3753,where did person in the right of the image arrive in southern europe last year,1,2,0
3779,what did the president and person in the image of china agree to,2,3,0
3780,who is trying to persuade person in the image to negotiate a trade deal with the pacific nations,3,3,1
3781,what is the priority for man in the image when he talks about the pacific trade deal,2,2,1
3831,where did attorney general hold a memorial service for gwen ifill where did person with the black suit in the image come from,1,1,1
3859,where did amy repson run for woman in the right of the image from,3,3,1
3902,who said person in the left of the image was the greatest hockey player ever,2,1,0
3905,who is running against man in the image in the 2016 presidential election,0,3,0
3950,where did ted man in the left of the image in new hampshire,0,2,0
3981,what is the importance of the election of person in the image in africa,0,3,0
3990,when is the next election for person in the right of the image in africa,2,3,0
4003,who killed person in the right of the image to turkey in turkey,0,3,0
4034,who is man in the right of the image in the united states,2,0,0
4036,who is running for us senator with person in the right of the image,3,3,1
4045,when did ted person in the image drop out of the presidential race,0,1,0
4050,why did person with the red jacket in the image go to antarctica in 2016,3,3,1
4082,where did the arrest of man in the right of the image take place,1,2,0
4099,person in the center of the image last year,2,1,0
4138,when did the usa start talking to cuba again under person in the right of the image,2,1,0
4152,where do woman in the right of the image fight the soviets in iraq,0,2,0
4175,who is backing man in the image for president of the united states of america,1,0,0
4177,who is backing man in the image for president in nevada,0,1,0
4196,who is person in the left of the image for president of indiana,2,2,1
4201,where did person in the image of the no side celebrate the results of the presidential election,1,0,0
4219,what is man with the black jacket in the image based on,2,1,0
4227,who is woman in the image of former president jerry john rawlings,2,0,0
4265,where did person in the image go to school in the army,0,3,0
4270,where did person with the red dress in the image go when she was kidnapped,2,2,1
4283,who did rene burgos vote for before man in the image,2,1,0
4284,who was the first person to hear person in the image say they're bringing drugs,0,2,0
4303,who is the prime minister of turkey that is trying to replace person with the black suit in the image,0,2,0
4340,who is nominated to be the next secretary of state by woman in the left of the image,2,2,1
4378,what percentage of the republican electorate supported person in the right of the image in 2016,1,1,1
4379,where did man with the red suit in the image eat breakfast in nh,1,2,0
4380,who won the new hampshire primary between man in the right of the image and trump,3,3,1
4388,who man in the right of the image debate in the 2016 presidential election,0,3,0
4392,who is person with the black shirt in the image of us forces japan,0,0,1
4395,who is the lawyer for man in the image in iran,1,1,1
4411,how long has man in the image been president of cameroon,3,3,1
4436,what would happen to person in the right of the image and son,3,3,1
4437,who was the leader of iraq when man in the image escaped from prison,3,1,0
4442,when did woman with the black suit in the image and rio start releasing their tax returns,3,0,0
4444,who is running against person in the left of the image for president in 2016,0,2,0
4445,when did woman with the black suit in the image say he would release his tax returns,3,1,0
4462,where did man in the left of the image campaign for president in 2016,1,2,0
4463,where did man in the left of the image campaign for president in 2016,3,1,0
4469,when was the last time person in the right of the image won a presidential election,0,0,1
4470,what is the percentage of man in the right of the image in the united states,1,0,0
4472,where did man in the image go before he was captured in japan,3,3,1
4481,who woman in the left of the image meet in thailand last week,1,1,1
4487,who is the head of softbank under person in the left of the image,3,2,0
4488,who is the secretary of defense person in the left of the image is nominating,0,1,0
4491,when did man in the left of the image become president of the united states,2,1,0
4523,when does man in the image give his last commencement address,1,3,0
4524,where did man in the image give his last commencement address,3,1,0
4552,when is the next time simon lee meets with person in the center of the image,0,2,0
4558,where did sanders win more states than person in the right of the image in 2016,2,3,0
4561,where did the man in germany die in man in the left of the image,1,3,0
4567,when did man in the left of the image win the ohio presidential election,2,2,1
4568,where did person in the left of the image do well in the state of iowa,2,1,0
4572,who are man in the left of the image charged in the united states,1,0,0
4578,who is running against woman in the right of the image in the republican presidential primary,1,2,0
4588,what part of israel is claimed by person in the image for a new state,3,3,1
4600,who is the us senate's nominee for person in the right of the image of the supreme court,1,2,0
4602,where did person in the image go in the military,3,3,1
4646,where is the headquarters of woman in the image located in irbil,3,0,0
4647,where is woman in the image located in irbil,2,1,0
4649,when did person in the image run for president in france,2,3,0
4668,when did person in the image start using the electoral college,1,2,0
4673,who asked for a recount in michigan in woman in the image or democrat trump,1,0,0
4674,who was the manager of man in the image when he died,3,0,0
4676,who did person in the image manage before he became the artist,3,1,0
4681,when did person in the image of venezuela change the constitution,0,3,0
4691,who was banned by man in the image for doping in kenya,3,2,0
4694,who is opposed to the trans-pacific partnership as proposed by person in the right of the image,1,3,0
4741,who is person in the bottom of the image running for president in 2016,0,1,0
4746,who was talking in the phone call between person in the image and pakistan,2,1,0
4748,when did person in the left of the image quit as prime minister of britain,3,1,0
4808,when did person with the black suit in the image start his campaign for president,2,0,0
4817,who does person in the top of the image marry in the uk,3,3,1
4818,who does man in the top of the image marry in the british press,0,0,1
4819,when do murdoch and person in the top of the image get back together,0,2,0
4824,when was woman in the right of the image banned from running for president in africa,2,1,0
4825,who is trying to mediate the conflict between woman in the right of the image and the opposition in africa,1,3,0
4834,who tried to throw a bomb at person in the right of the image,0,0,1
