index,qid,question,origanswer,generatedanswer,correctness
13,1979,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make nacho. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,The correct order of steps is b.,0
14,1980,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make sweet sours. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,c. II-III-I-IV,0
15,1981,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make fried ice cream. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,c. II-III-I-IV,0
16,1982,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make droplets. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",c,d. II-I-IV-III,0
17,1983,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make caramelized sweet potato. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,The correct order of steps I-IV is b.,0
18,1984,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make thai chillies pickled. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,d. II-I-IV-III,0
19,1985,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make onigiri. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,d. II-I-IV-III,0
20,1986,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make easy chocolate pudding. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,d. II-I-IV-III,0
21,1987,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make baked mashed potato witch fingers. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,d. II-I-IV-III,1
22,1988,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make chewy chocolate chip cookies. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,d. II-I-IV-III,0
23,1989,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make salsa verde green salsa. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,"The correct order of steps is II-I-IV-III, meaning that the ingredients in the mortar should be ground up first, then the tomatillos and jalapeños should be added, then the cilantro, and finally the lime juice.",0
24,1990,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make chilaquiles soup. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,c. II-III-I-IV,0
25,1991,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make cheese curds. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,b. I-IV-III-II,0
26,1992,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make baked potatoes and carots. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,The correct order of steps is b. I-IV-III-II.,0
27,1993,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make charcuterie board. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,The correct order of steps I-IV is c. II-III-I-IV.,0
28,1994,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make hashbrown casserole. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,b. I-IV-III-II,0
29,1995,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make a blt. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,d. II-I-IV-III,0
30,1996,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make simple spicy rosemary thins. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,d. II-I-IV-III,1
31,1997,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make cheddar beer soup. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,d. II-I-IV-III,0
32,1998,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make bacon ham mac cheese dairy free. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,d. II-I-IV-III,1
33,1999,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make fried ice cream. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",c,The correct answer is c. II-III-I-IV.,1
34,2000,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make homemade macncheese. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",c,The correct order of steps is d. II-I-IV-III.,0
35,2001,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make turkey blt. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,d,0
36,2002,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make sweet onion bread. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,The correct order of steps I-IV is b. I-IV-III-II.,0
37,2003,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make bacon egg burger. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,d. II-I-IV-III,0
38,2004,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make banana bites. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,c. II-III-I-IV,0
39,2005,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make freeze dry at home. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,d. II-I-IV-III,0
40,2006,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make the cookie. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",c,d. II-I-IV-III,0
41,2007,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make lemon sugar cookies. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,d. II-I-IV-III,0
42,2008,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make frozen basil bullets. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,The correct order of steps is d. II-I-IV-III.,0
43,2009,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make jalapeno infused salt. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,d. II-I-IV-III,1
44,2010,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make laser engraved coconuts pina colada. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",c,d. II-I-IV-III,0
45,2011,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make bleeding gum rolls. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,c. II-III-I-IV,0
46,2012,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make garden cucumber salad. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,b. I-IV-III-II,1
47,2013,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make grilled cheese roll ups. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,The correct answer is d.,0
48,2014,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make peach lemon popsicles. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",c,d. II-I-IV-III,0
49,2015,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make amazing chocolate pie. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",c,b. I-IV-III-II,0
50,2016,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make deep sea diver pg. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,b. I-IV-III-II,1
51,2017,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make pumpkin beer beverage cooler. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",c,"The correct order of steps is II-I-IV-III, so the answer is d.",0
52,2018,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make green tea syrupvodka. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",c,d. II-I-IV-III,0
53,2019,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make chocolate cookies dessert. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,d. II-I-IV-III,0
54,2020,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make indian pudding. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,c. II-III-I-IV,0
55,2021,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make onigiri. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,The correct order of steps is b.,0
56,2022,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make peanut butter cup frappuccino recipe. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,The correct order of steps is d. II-I-IV-III.,0
57,2023,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make fresh mango chocolate chia parfait gluten free. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,d. II-I-IV-III,1
58,2024,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make turkish pizza pide lahmcun. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,d. II-I-IV-III,0
59,2025,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make the dip. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,The correct order of steps is b. I-IV-III-II.,0
60,2026,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make kefir. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,c. II-III-I-IV,0
61,2027,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make tomato sauce. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,b. I-IV-III-II,0
62,2028,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make mango pickle the south indian way. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,d. II-I-IV-III,0
63,2029,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make quesadilla. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,c. II-III-I-IV,0
64,2030,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make dutch baby. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",c,d. II-I-IV-III,0
65,2031,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make matcha tea. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,The correct answer is d.,0
66,2032,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make easy apple cake. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,d. II-I-IV-III,0
67,2033,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make diy almond butter chips. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,The correct answer is d. II-I-IV-III,0
68,2034,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make almonds milk. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,d. II-I-IV-III,1
69,2035,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make mousse. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,The correct order of steps is I-II-IV-III.,0
70,2036,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make sarahs snack mix pizza. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,c. II-III-I-IV,0
71,2037,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make cake bites. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,c. II-III-I-IV,0
72,2038,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make shrimp dip. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,d. II-I-IV-III,0
73,2039,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make pickled thai chili hot sauce. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,d. II-I-IV-III,0
74,2040,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make peanut butter cookies. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,c. II-III-I-IV,0
75,2041,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make thai green chicken curry. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,The correct order of steps is b. I-IV-III-II.,0
76,2042,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make kabobs with homemade dressing. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,c. II-III-I-IV,0
77,2043,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make making hard boiled eggs with fresh eggs. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,d. II-I-IV-III,0
78,2044,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make very easy chocolate fondant. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,d. II-I-IV-III,0
79,2045,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make cottage pudding cake. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,d. II-I-IV-III,0
80,2046,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make bushcraft bannock bread mix. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,b. I-IV-III-II,0
81,2047,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make chocolate chip whoopie pies. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,d. II-I-IV-III,1
82,2048,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make ham and pineapple pinwheels. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,c. II-III-I-IV,0
83,2049,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make how to can cabbage. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,d. II-I-IV-III,0
84,2050,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make pie pops. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,d. II-I-IV-III,1
85,2051,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make cranberry sauce. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,d. II-I-IV-III,0
86,2052,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make vainilla mocktail float. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,d. II-I-IV-III,0
