qid,gt_ans,pred_ans_blip,correctness_blip
12,"""Yes, the Denver Museum of Nature & Science sometimes changes the promotional banners displayed on the front of the building.""","No, the Denver Museum of Nature & Science never changes the promotional banners displayed on the front of the building.",0
13,"""The ads are one side of the bus.""","""The ads are one side of the bus.""",1
14,"""Amanita bisporigera mushrooms are larger than funnel chanterelles mushrooms.""",Amanita bisporigera mushrooms are smaller than funnel chanterelles mushrooms.,0
15,"""Yes, the Historic Creek Street, Ketchikan experiences different intensities of flow.""","""Yes, the Historic Creek Street, Ketchikan experiences different intensities of flow.""",1
16,"""Both the William R. Rust Mansion and the Blaine Mansion have more than one chimney.""","""The William R. Rust Mansion does not have more than one chimney.""",0
17,"""At the Beijing 2008 Olympic Games, the Chinese men\'s basketball team wore red and yellow during the USA vs. China Mens Basketball game.""","At the Beijing 2008 Olympic Games, the Chinese men's basketball team wore red and white during the USA vs. China Mens Basketball game.",0
18,"""Brigade de sapeurs-pompiers de Paris would be better-equipped if a tree were felled in the middle of the parade than the Indian Air Force contingent would be.""","""The Indian Air Force contingent would be better-equipped if a tree were felled in the middle of the parade than Brigade de sapeurs-pompiers de Paris would be.""",0
19,"""The primary color of the majority of buildings at both Olympic Park Rio and Olympic Park London is white.""","""The primary color of the majority of buildings at both Olympic Park Rio and Olympic Park London is white.""",1
20,"""The Clarinet Bell has a larger area for sound to escape than the Native American flute.""",The Clarinet Bell does not have a larger area for sound to escape than the Native American flute.,0
21,"""No, the tip of the golden cross on the Cathedral of Saint Paul in Minnesota is thinner.""","""No, the tip of the golden cross on the Cathedral of Saint Paul in Minnesota is thinner.""",1
22,"""The Swedish 3-row chromatic nyckelharpa has more tuning mechanisms than a Suzuki violin.""","""The Suzuki violin has more tuning mechanisms than a Swedish 3-row chromatic nyckelharpa.""",0
23,"""The Western Cottage pump organ has more round visible stop knobs installed compared to the Wurlitzer Model 44 Electrostatic Reed Organ.""","""The Western Cottage pump organ has more round visible stop knobs installed compared to the Wurlitzer Model 44 Electrostatic Reed Organ.""",1
24,"""The Northern Royal Flycatcher and the Blue-crowned Mot Mot do not have the same shaped head.""","""The Northern Royal Flycatcher and the Blue-crowned Mot Mot have the same shaped head.""",0
25,"""Crassula tecta looks softer than the brain cactus.""","""Crassula tecta looks softer than the brain cactus.""",1
26,"""More than one room in Graceland has light fixtures that hang from the ceiling.""","""Only one room in Graceland has light fixtures that hang from the ceiling.""",0
27,"""The statue of Dante Alghieri in Paris is generally darker in color than the statue of Hans Sloane in Chelsea.""","""The statue of Dante Alghieri in Paris is generally darker in color than the statue of Hans Sloane in Chelsea.""",1
28,"""Dana Chemistry Hall, Campus of Bates College has one more column than Hathorn Hall.""","""Dana Chemistry Hall, Campus of Bates College has two more columns than Hathorn Hall.""",0
29,"""The Statue of Saint Leopold in Namest nad Oslavou is holding something larger than what the statue of Saint Jude in Aachen, Germany is holding.""","The Statue of Saint Leopold in Namest nad Oslavou is not holding anything larger than the statue of Saint Jude in Aachen, Germany is holding.",0
30,"""One more horse is depicted in the painting Gulliver Addressing the Houyhnhnms by Sawrey Gilpin than in the painting A White Horse Standing by a Sleeping Man by Peter Verbeeck.""","""Two more horses are depicted in the painting Gulliver Addressing the Houyhnhnms by Sawrey Gilpin than in the painting A White Horse Standing by a Sleeping Man by Peter Verbeeck.""",0
31,"""The Atrophaneura Alcinous butterfly has the same number of antennaes as the Araschnia Levana butterfly.""","""The Atrophaneura Alcinous butterfly has the same number of antennaes as the Araschnia Levana butterfly.""",1
32,"""Yes, both of these women in the paintings have very long hair.""","""Yes, both of these women in the paintings have very long hair.""",1
33,"""No, they do not all wear the same footwear.""","""Yes, they all wear the same footwear.""",0
34,"""No, the statues of Garibaldi and Holley in Washington Square Park are both not full bodied.""","No, the statue of Garibaldi in Washington Square Park is not full bodied.",0
35,"""Two Olympic officials waved the white Olympic flag at the 2014 Sochi Winter Olympics closing ceremony.""","""Two Olympic officials waved the colored Olympic flag at the 2014 Sochi Winter Olympics closing ceremony.""",0
36,"""The Sydney Olympic torch and the 1980 Moscow torch both have gold and white.""",The Sydney Olympic torch and the 1980 Moscow torch both have gold and silver.,0
37,"""Ivy is growing on both A La Ronde in Lympstone and the Unusual House in Shotteswell, Warwickshire.""","""Ivy is growing on both A La Ronde in Lympstone and the Unusual House in Shotteswell, Warwickshire.""",1
38,"""No, the chairs are different colors between the food courts.""","""No, the chairs are different colors between the food courts.""",1
39,"""The walls of both Grosvenor Crescent and Grosvenor Museum are not curved""",The walls of both Grosvenor Crescent and Grosvenor Museum are curved.,0
40,"""The goalies for both the 2010 Greece national football team and the 2018 Japan World Cup team wear number one.""",The goalies for both the 2010 Greece national football team and the 2018 Japan World Cup team wear number two.,0
41,"""No, there are not more windows in the front of the 1724 Chester Courthouse in Pennsylvania than in front of the Chester County, Pennsylvania Jail in 1958.""","""Yes, there are more windows in the front of the 1724 Chester Courthouse in Pennsylvania than in front of the Chester County, Pennsylvania Jail in 1958.""",0
42,"""A driver would sit higher off the road in a 1960 Beijing luxury car than in a Lotus Elise.""",A driver would sit lower off the road in a 1960 Beijing luxury car than in a Lotus Elise.,0
43,"""Christ Church Macclesfield has a more spacious second story than Christus church does.""","""Christ Church Macclesfield has a more spacious second story than Christus church does.""",1
44,"""No, the colors are not different.""","""Yes, the colors are not different.""",0
45,"""You access the 1996 Atlanta Olympic cauldron via the staircase scaffolding that surrounds it.""","""You access the 1996 Atlanta Olympic cauldron by jumping over the fence that surrounds it.""",0
46,"""Grass and trees grow near both the Garden of Cultivation and a stone pavilion.""","""Grass and trees grow near both the Garden of Cultivation and a stone pavilion.""",1
47,"""There were fireworks at both the 2016 Summer Paralympics opening ceremony and 2006 Asian Games opening ceremony.""","""There were fireworks at both the 2016 Summer Paralympics opening ceremony and 2006 Asian Games opening ceremony.""",1
48,"""Onion domes can be found on both the Assumption Cathedral in Vladimir and Saint Basil\'s Cathedral in Moscow.""","""Towers can be found on both the Assumption Cathedral in Vladimir and Saint Basil's Cathedral in Moscow.""",0
49,"""Ski athletes wear their numbers on their abdomen during competitions.""",Ski athletes wear their numbers on their arm during competitions.,0
50,"""Both have graffiti on the walls.""",Both do not have graffiti on the walls.,0
51,"""The tableau of ITBP depicts a snowmobile that seems to glide above the parade path.""",The tableau of Indian Armed Forces depicts a snowmobile that seems to glide above the parade path.,0
52,"""The white center line is not the same shape on Abby Road and on Avenue des Champs-Élysées.""","""The white center line is the same shape on Abby Road and on Avenue des Champs-Élysées.""",0
53,"""Athletes competing in the Biathlon Single Mixed Relay at the 2020 Winter Youth Olympics in Lausanne wore tight-fitted hats on their heads.""",Athletes competing in the Biathlon Single Mixed Relay at the 2020 Winter Youth Olympics in Lausanne wore loose-fitting hats on their heads.,0
54,"""Banners are sometimes hung from Credit Suisse Paradeplatz.""",Sausages are sometimes hung from Credit Suisse Paradeplatz.,0
55,"""The oval shapes above the columns by the statue at the entrance to Selfridges Department Store do appear on at least two sides of the building.""","""The oval shapes above the columns by the statue at the entrance to Selfridges Department Store do appear on at least two sides of the building.""",1
56,"""Cinerary Urn, Etruscan, mid-2nd century BC, terra cotta features someone reclining, and the Gorgon archaic sculpture from the mid 6th century BC, parian marble does not.""","""Cinerary Urn, Etruscan, mid-2nd century BC, terra cotta features someone reclining, and the Gorgon archaic sculpture from the mid 6th century BC, parian marble does not.""",1
57,"""The Old Pump Organ in Fayette Music Hall has wider pedals than the 1929 Broadwood Baby Grand Piano.""",The 1929 Broadwood Baby Grand Piano has wider pedals than the Old Pump Organ in Fayette Music Hall.,0
58,"""Yes, both the Empire State Building and the Hudson River can be seen from the One World Observatory.""","""Yes, both the Empire State Building and the Hudson River can be seen from the One World Observatory.""",1
59,"""A Maserati Quattroporte first generation has more doors than a Maserati Mistral 4000 Spyder.""",A Maserati Quattroporte first generation has fewer doors than a Maserati Mistral 4000 Spyder.,0
60,"""The roof of the Mid-Hudson Children\'s Museum is flatter.""","""The roof of the Mid-Hudson Children\'s Museum is flatter.""",1
61,"""Yes, the outsides of both buildings are largely made up of glass windows.""","""Yes, the outsides of both buildings are largely made up of glass windows.""",1
62,"""No, Magdalena Neuner did not have more sponsorship logos on the pants she wore at the 2008 Biathlon World Cup in Oslo than Ole Einar Bjorndalen did on the pants he wore at the 2014 Oberhof Biathlon World Cup.""","""No, Magdalena Neuner did not have more sponsorship logos on the pants she wore at the 2008 Biathlon World Cup in Oslo than Ole Einar Bjorndalen did on the pants he wore at the 2014 Oberhof Biathlon World Cup.""",1
63,"""The building with the blue dome in Sabadell does not have the same color shutters as the building with the blue awning in Davallades.""",The building with the blue dome in Sabadell does have the same color shutters as the building with the blue awning in Davallades.,0
64,"""You would be more likely to find an American flag at the Amunden-Scott Station than the Almirante Brown Station at the South Pole.""","""You would be more likely to find an American flag at the Almirante Brown Station than the Amundsen-Scott South Pole Station in Antarctica.""",0
65,"""The Canada Pavilion has more triangles visible on its exterior than the UK Pavilion of Expo 2010.""",The UK Pavilion has more triangles visible on its exterior than the Canada Pavilion of Expo 2010.,0
66,"""No, there are not ridges on the surface of both the 1917 McKinley dollar and the Louisiana Purchase Jefferson dollar.""","""Yes, there are ridges on the surface of both the 1917 McKinley dollar and the Louisiana Purchase Jefferson dollar.""",0
67,"""The Arboretum courtyard on the Christ Cathedral campus has water features on their grounds as opposed to the Christ Church, Galkissa which does not.""","""The Christ Church, Galkissa has water features on their grounds as opposed to the Arboretum courtyard on the Christ Cathedral campus which does not.""",0
68,"""No, the Graffito muro Caselette and Anti-communist graffiti in Syracuse, Italy are not written on the same material.""","""Yes, the Graffito muro Caselette and Anti-communist graffiti in Syracuse, Italy are written on the same material.""",0
69,"""An Amanita phalloides has a wider cap than a Pholiota.""",A Pholiota has a wider cap than an Amanita phalloides.,0
70,"""Yes, the exterior is red on both the China Pavilion and the Italian Pavilion at the Shanghai Expo 2010.""","No, the exterior is not red on both the China Pavilion and the Italian Pavilion at the Shanghai Expo 2010.",0
71,"""White is found on both.""","""Red is found on both.""",0
72,"""Brick is used on the exteriors of the upper levels of both Bubbleology and the Pastry Pilgrim in Soho.""","""Brick is used on the exteriors of the upper levels of both Bubbleology and the Pastry Pilgrim in Soho.""",1
73,"""There are trees near both the EPCOT Wonders of Life and the Entrance to Children\'s Fairyland.""","""There are trees near both the EPCOT Wonders of Life but not the Entrance to Children's Fairyland.""",0
74,"""No, the interior ceiling of the dining hall at Exeter College does not have the same curvature as the dining hall of Keble College.""","""Yes, the interior ceiling of the dining hall at Exeter College has the same curvature as the dining hall of Keble College.""",0
75,"""Someone is waving a French flag in Eugène Delacroix\'s painting, ""Liberty Leading the People"".""","""Someone is waving a French flag in Eugène Delacroix\'s painting, ""Liberty Leading the People"".""",1
76,"""The Cisco College sign and Stafford Technical Center sign do not both have only letters.""","""The Cisco College sign and Stafford Technical Center sign both have only letters.""",0
77,"""Yes, when Derrick Rose was on the Minnesota Timberwolves he shared at least one digit of his jersey number with Kevin Martin of the Sacramento Kings.""","""No, when Derrick Rose was on the Minnesota Timberwolves he did not share any digits of his jersey number with Kevin Martin of the Sacramento Kings.""",0
78,"""Yes, they have a bluish tint.""","No, they have a white tint.",0
79,"""The models of the paintings ""On the Balcony"" by Henri Lebasque and ""Portrait of a Young Man"" from the Samuel H. Kress collection are both in a sidewalk position.""","The models of the paintings ""On the Balcony"" by Henri Lebasque and ""Portrait of a Young Man"" from the Samuel H. Kress collection are both in a standing position.",0
80,"""Yes, both the Lunar Reconnaissance Orbiter and the Mars Reconnaissance Orbiter are solar powered.""","""No, the Lunar Reconnaissance Orbiter is not solar powered.""",0
81,"""No, Rysselberghe\'s Moon Night in Boulogne does no depict more people than Janos Thorma\'s Landscape in Autumn.""","""Yes, Rysselberghe's Moon Night in Boulogne does depict more people than Janos Thorma's Landscape in Autumn.""",0
82,"""Fischer and Slatner are two examples of ski brands used during the FIS Ski Jumping World Cup Ladies 2017.""","""Fischer and Slatner are two examples of ski brands used during the FIS Ski Jumping World Cup Ladies 2017.""",1
83,"""Yes, the International Space Station and the Space Station Freedom are composed of different modules.""","""Yes, the International Space Station and the Space Station Freedom are composed of different modules.""",1
84,"""The Astrophytum coahuilense has more petals on each flower but than the Saxifraga hirculus.""","""The Saxifraga hirculus has more petals on each flower bud than the Astrophytum coahuilense.""",0
85,"""The vase in the painting Flowers in a Crystal Vase is bigger.""","""The vase in the painting by Monet is bigger.""",0
86,"""Two Prudential Plaza has a greater percentage of its surface area covered in glass than the Hyatt Place hotel does.""","""Two Prudential Plaza has a greater percentage of its surface area covered in glass than the Hyatt Place hotel does.""",1
87,"""Yellow and white streetcars once traveled through Campus Martius.""","""Green streetcars once traveled through Campus Martius""",0
88,"""The Habitatge a la Rambla has a more rounded tower than the Mercat de la Independencia.""","""The Habitatge a la Rambla has a more rounded tower than the Mercat de la Independencia.""",1
89,"""No, the small windows on the Prague Astronomical Clock above the statue do not constantly show the same thing.""","No, the small windows on the Prague Astronomical Clock do not show the same thing all the time.",0
90,"""No, none of the medalists in the Men\'s 100m Freestyle swimming event has the same hairstyle as the medalists in the Girls\' Artistic Gymnastics Vault event.""","""Yes, all of the medalists in the Men's 100m Freestyle swimming event had the same hairstyle as the medalists in the Girls' Artistic Gymnastics Vault event.""",0
91,"""A large window can be seen behind the organs at St. Germain Auxerrois and St. Martin\'s Church.""","""A large window can be seen behind the organs at St. Germain Auxerrois and St. Martin\'s Church.""",1
92,"""Les halles de Melle is less reflective.""","""Les halles de Melle is more reflective.""",0
93,"""The Gaustadt pipe organ is adorned with more Christmas-like colors than the pipe organ in St. John\'s Church in Grund, Luxembourg City.""","The Gaustadt pipe organ is not as adorned with Christmas-like colors as the pipe organ in St. John\'s Church in Grund, Luxembourg City.",0
94,"""The books are shelved vertically at the Leighton Library and the Hendrik Conscience Heritage Library.""","""The books are shelved horizontally at the Leighton Library and the Hendrik Conscience Heritage Library.""",0
95,"""An Amanita phalloides has a wider cap than a Sromotnik bezwstydny.""","""An Amanita phalloides has a wider cap than a Sromotnik bezwstydny.""",1
96,"""Modern architecture in Beirut would be considered more complex than The Shard London Bridge.""","""Modern architecture in London would be considered more complex than The Shard London Bridge.""",0
97,"""Trees grow near both the Africa and Estonia Pavilion of Expo 2010.""","""The Africa and Estonia Pavilion are made of trees.""",0
98,"""Trees and grass grow near both Toby and Sweet Willy, Dog Bark Park Inn, Cottonwood, Idaho and Mindelburg Castle, Mindelheim, Germany.""","""Trees and grass grow near both Toby and Sweet Willy, Dog Bark Park Inn, Cottonwood, Idaho and Mindelburg Castle, Mindelheim, Germany.""",1
99,"""A 1916 Ford Model T has thinner tires than a Maserati Merak.""",A Maserati Merak has thinner tires than a 1916 Ford Model T.,0
100,"""Snow and ice does not cover every surface in Paradise Harbour, Antarctica.""","""Snow and ice covers every surface in Paradise Harbour, Antarctica.""",0
101,"""No, the tower has different color patterns at different times.""","""Yes, the tower has different color patterns at different times.""",0
102,"""The curbing in front of Akashvani Bhavan, Kolkata isn\'t the same color as the curbing at KS Rao Road, Mangalore.""","""The curbing in front of Akashvani Bhavan, Kolkata is the same color as the curbing at KS Rao Road, Mangalore.""",0
103,"""The Castro has more Pride flags than the corner of Market, Castro and 17th.""","The corner of Market, Castro and 17th has more Pride flags than the Castro.",0
104,"""Bahnhofstrasse Zürich - Uraniastrasse has trolleys.""","""Bahnhofstrasse Zürich - Uraniastrasse has trolleys.""",1
105,"""No, the roofs of the Washington Education Center and the former Brighton Municipal Technical College are not both flat.""","""No, the roofs of the Washington Education Center and the former Brighton Municipal Technical College are not both flat.""",1
106,"""The Christ Church Cathedral in Nashville, Tennessee has its multiple entrances more widely spaced apart.""","""The Christ Church Cathedral in Nashville, Tennessee has its multiple entrances more widely spaced apart.""",1
107,"""A book is the object depicted in the statues of Saint Anthony of Padua in both Prague and Saint Anthony Catholic Church in Temperance, Michigan.""","A rat is the object depicted in the statues of Saint Anthony of Padua in both Prague and Saint Anthony Catholic Church in Temperance, Michigan.",0
108,"""In 2005 and 2006, the Orchard Road ""Season\'s Greetings"" banner was red.""","""In 2005 and 2006, the Orchard Road ""Season's Greetings"" banner was white.""",0
109,"""Both the Tabacalera and Independence Monument in Mexico City illuminated at night by a color that is a combination of red and blue.""","""Both the Tabacalera and Independence Monument in Mexico City illuminated at night by a color that is a combination of red and blue.""",1
110,"""In both Couscous of Fes and Moroccan Couscous, the couscous is found under the vegetables.""","In both Couscous of Fes and Moroccan Couscous, the couscous is found on top of the vegetables.",0
111,"""Graffiti-art in Milan, Italy, on a squatted building in front of the ""Darsena"" city port spans more stories on a building than Graffiti de Nada Serio en el barrio de Adurza de Vitoria-Gasteiz does.""","""Graffiti-art in Milan, Italy, on a squatted building in front of the ""Darsena"" city port spans more stories on a building than Graffiti de Nada Serio en el barrio de Adurza de Vitoria-Gasteiz does.""",1
112,"""Yes, both the Chevrolet S10 and C10 trucks were on display at the 2018 DCHS auto show.""","""Yes, both the Chevrolet S10 and C10 trucks were on display at the 2018 DCHS auto show.""",1
113,"""Dormers windows are found at the top of both 13 Castle Street and 1 Yale Street in Liverpool.""","""Bay windows are found at the top of both 13 Castle Street and 1 Yale Street in Liverpool.""",0
114,"""Amanita phalloides has a thicker stalk.""","""Amanita phalloides has a thicker stalk.""",1
115,"""The Mercedes has two more round clear lights than the Maserati.""","""The Mercedes has two more round clear lights than the Maserati.""",1
116,"""Their stalks are both white.""","""Their stalks are both white.""",1
117,"""They received flowers.""",They received medals.,0
118,"""There are many high-rise buildings that overlook the water in Sochi.""","""There are no high-rise buildings that overlook the water in Sochi.""",0
119,"""The China Museum of Art is an inverted pyramid.""","""The China Museum of Art is a pyramid.""",0
120,"""Ab_plant has more very fine hair on its surface than Delosperma cooperi.""","""Delosperma cooperi has more very fine hair on its surface than Ab_plant.""",0
121,"""There is one more horse being ridden in Derby Epsom.""",There are two more horses being ridden in Derby Epsom.,0
122,"""A net is behind discus throwers while they compete.""",A wall is behind discus throwers while they compete.,0
123,"""Coreopsis floridana\'s center glistens in a way that it appears wet.""",Herbaceous peony's center glistens in a way that it appears wet.,0
124,"""Participants at the Honolulu Festival Parade wear outfits with more uniform pieces than that of the Purdue University All-American Marching Band at the 2013 St. Patrick\'s Day Parade in Dublin.""","""Participants at the Honolulu Festival Parade wear outfits with more uniform pieces than that of the Purdue University All-American Marching Band at the 2013 St. Patrick's Day Parade in Dublin.""",0
125,"""The Gulbransen Organ has lighter pedals.""","""The Gulbransen Organ has lighter pedals.""",1
126,"""The Solow Building at 57th St 5th Av td 06 has a smooth facade.""","""The 1918 Eighth Avenue tower has a smooth facade.""",0
127,"""Yes, the Spyder concept car have a shinier paint finish.""","""Yes, the Spyder concept car have a shinier paint finish.""",1
128,"""Geely Yuanjing X6 is taller than the 2018 Maserati Birdcage.""","""Geely Yuanjing X6 is taller than the 2018 Maserati Birdcage.""",1
129,"""The Christ the King Chapel tower and the Saint Michael Catholic Church tower both have crosses mounted to the top points of their structures.""",The Christ the King Chapel tower and the Saint Michael Catholic Church tower both have bells mounted to the top points of their structures.,0
130,"""The Exhibit hall - Circus Museum - John and Mable Ringling Museum of Art - Sarasota has columns in front.""","""The Sarasota FL Caples-Ringling HD Msm of Art has columns in front.""",0
131,"""No the doors on either the Bricklin SV-1 Car or the Kaiser Darrin don\'t open in the same way as modern car doors do.""",No the doors on either the Bricklin SV-1 Car or the Kaiser Darrin open in the same way as modern car doors do.,0
132,"""The Old Administration Building, Fresno City College has a brown brick facade.""","""The Old Administration Building, Fresno City College has a brown brick facade.""",1
133,"""No, the outsides of all of the buildings and transportation options on 1st Avenue in Seattle have not stayed the same since 1890.""","""Yes, the outsides of all of the buildings and transportation options on 1st Avenue in Seattle have stayed the same since 1890.""",0
134,"""The Graffiti-art in Milan, Italy, on a squatted building in front of the ""Darsena"" is more colorful than Islamic State graffiti in Sinjar.""","""The Islamic State graffiti in Sinjar is more colorful than Graffiti-art in Milan, Italy, on a squatted building in front of the ""Darsena"".""",0
135,"""Geastrum triplex appears to construct it\'s own sort of small hut.""","""Mycena olida appears to construct it's own sort of small hut.""",0
136,"""A 2015 Cadillac Escalade ESV sits up higher off the ground.""",A 2015 Cadillac Escalade ESV sits up lower off the ground.,0
137,"""Yes, the Polyporus squamosus has a flatter cap than the Lactarius volemus.""","""Yes, the Polyporus squamosus has a flatter cap than the Lactarius volemus.""",1
138,"""San Marcos High School has fewer floors than the UNMSM Facultad de Ciencias Contables building.""","""San Marcos High School has fewer floors than the UNMSM Facultad de Ciencias Contables building.""",1
139,"""Polyporus squamosus grows directly on trees more often.""","""Russula acrifolia grows directly on trees more often.""",0
140,"""There was a building constructed after 2007 that can now be seen in the distance behind the Empire State Building that mimics its shape.""","""There was a building constructed after 2007 that can now be seen in the distance behind the Empire State Building that mimics its shape.""",1
141,"""Yes, both of these Pavilions have curved roofs.""","""Yes, both of these Pavilions have curved roofs.""",1
142,"""There are two languages on the Wangjing Soho signage.""",There are three languages on the Wangjing Soho signage.,0
143,"""Red and black markers are used on the food signage at Pike Place Market.""","""Red and black markers are used on the food signage at Pike Place Market.""",1
144,"""No, the British nuclear bomb at the Imperial War Museum North and the planes at the National Air and Space Museum are not all displayed on the ground.""","""Yes, the British nuclear bomb at the Imperial War Museum North and the planes at the National Air and Space Museum are all displayed on the ground.""",0
145,"""The man on the stool in the sculpture ""Saint Bartholomew, Exquisite Pain"" and the man chained to the tree in the drawing ""Martyrdom of St. Bartholomew"" are both shirtless.""","""The man on the stool in the sculpture ""Saint Bartholomew, Exquisite Pain"" and the man tied to the tree in the drawing ""Martyrdom of St. Bartholomew"" are both wearing shirts.""",0
146,"""During the 2010 Winter Olympics, the outer circles on the curling field were green, but in 2002 they were red.""","""During the 2010 Winter Olympics, the outer circles on the curling field were red, but in 2002 they were green.""",0
147,"""Yes, the angels in Bernardo di Stefano Rosselli\'s ""Kneeling Angel"" and Leonardo Da Vinci\'s ""Annunciazione Angel"" are kneeling.""","""No, the angels in Bernardo di Stefano Rosselli's ""Kneeling Angel"" and Leonardo Da Vinci's ""Annunciazione Angel"" are not kneeling.""",0
148,"""Barabri and Grenadine goats both have spotted coats.""","""Barabri and Grenadine goats both have spotted coats.""",1
149,"""Trees grow near both Nicholas Grimshaw flats and the Spanish Pavilion of The International Exposition of Zaragoza 2008.""","""Trees grow near both Nicholas Grimshaw flats and the Spanish Pavilion of The International Exposition of Zaragoza 2008.""",1
150,"""No, the statue of Aristotle isn\'t holding anything.""","""No, the statue of Aristotle is holding an object in his right hand.""",0
151,"""The Dancing House in Prague is taller than its neighboring buildings to the right and left.""",The Dancing House in Prague is shorter than its neighboring buildings to the right and left.,0
152,"""Eleven arches are on the facade of the Cabildo in Buenos Aires, Argentina.""","""Five arches are on the facade of the Cabildo in Buenos Aires, Argentina.""",0
153,"""Both the La Fonda Hotel in Santa Fe, NM and the Museum of Contemporary Native Arts in Santa Fe, NM have logs protruding from the sides of the building.""","""Only the La Fonda Hotel in Santa Fe, NM has logs protruding from the sides of the building.""",0
154,"""The Oriental Pearl Harbor\'s light system at night is customizable.""","""The Oriental Pearl Harbor\'s light system at night is static.""",0
155,"""The belly amphora has more people displayed on it than the Part of a breakfast Service at the at the De Young Museum in San Francisco, which doesn\'t display any people.""","The Part of a breakfast Service at the at the De Young Museum in San Francisco has more people displayed on it than the belly amphora, which doesn\'t display any people.",0
156,"""The Sydney Olympic Park Cauldron has water spraying from it.""","""The Sydney Olympic Park Cauldron has water spraying from it.""",1
157,"""All the flames in the 2010 Olympic Cauldron of Vancouver aren\'t equidistant.""","""All the flames in the 2010 Olympic Cauldron of Vancouver are equidistant.""",0
158,"""There are multiple shades of blue paint in both the paintings Still Life with Flowers by Juan Gris and Windows by Robert Delaunay.""","""There are no shades of blue paint in either of the paintings Still Life with Flowers by Juan Gris and Windows by Robert Delaunay.""",0
159,"""Yes, both the 107th Street–Beverly Hills station and the 91st Street–Beverly Hills station are multistory stations.""","""Yes, both the 107th Street–Beverly Hills station and the 91st Street–Beverly Hills station are multistory stations.""",1
160,"""The Rainbow Bridge in Tokyo is lit up with different colours each night.""","""The Rainbow Bridge in Tokyo is lit up with different colours each night.""",1
161,"""Wells Fargo Center is taller than the Condominiums on Bryant Avenue South.""","""Condominiums on Bryant Avenue South are taller than the Wells Fargo Center.""",0
162,"""Yes, the horse depicted in the Riva Dei Schiavoni Statue has more feet raised off the ground than the horse in the Gordon statue.""","""Yes, the horse depicted in the Riva Dei Schiavoni Statue has more feet raised off the ground than the horse in the Gordon statue.""",1
163,"""Ferocactus glaucescens is more likely to cause an injury than Crassula cultrata.""","""Ferocactus glaucescens is more likely to cause an injury than Crassula cultrata.""",1
164,"""No, the infield portion of the Indianapolis Speedway was changed between 1909 and 2016.""","""Yes, the infield portion of the Indianapolis Speedway was changed between 1909 and 2016.""",0
165,"""Yes, both of these locations feature more than four large pillars around their entrance.""","""Yes, both of these locations feature more than four large pillars around their entrance.""",1
166,"""Saimiri boliviensis has a lighter colored mask near its eyes than Indri.""","""Saimiri boliviensis has a lighter colored mask near its eyes than Indri.""",1
167,"""Clouds appear in the sky in the Giovanni Paolo Panini paintings.""","""Clouds appear in the sky in the Giovanni Paolo Panini paintings.""",1
168,"""No, Paul Signac has not made only one painting that shows boats and buildings.""","""Yes, Paul Signac has made only one painting that shows boats and buildings.""",0
169,"""The women\'s bobsledding team wore uniforms that were red, white, and blue at the 2010 Winter Olympics.""","The women\'s bobsledding team wore uniforms that were green, white, and red at the 2010 Winter Olympics.",0
