index,qid,question,origanswer,generatedanswer,correctness
62,2028,Choose the correct order of steps I-IV  in order to make mango pickle the south indian way. Left image is denoted by [0] and right image is denoted by [1].,0,3,0
63,2029,Choose the correct order of steps I-IV  in order to make quesadilla. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
64,2030,Choose the correct order of steps I-IV  in order to make dutch baby. Left image is denoted by [0] and right image is denoted by [1].,2,3,0
65,2031,Choose the correct order of steps I-IV  in order to make matcha tea. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
66,2032,Choose the correct order of steps I-IV  in order to make easy apple cake. Left image is denoted by [0] and right image is denoted by [1].,1,3,0
67,2033,Choose the correct order of steps I-IV  in order to make diy almond butter chips. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
68,2034,Choose the correct order of steps I-IV  in order to make almonds milk. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
69,2035,Choose the correct order of steps I-IV  in order to make mousse. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
70,2036,Choose the correct order of steps I-IV  in order to make sarahs snack mix pizza. Left image is denoted by [0] and right image is denoted by [1].,0,2,0
71,2037,Choose the correct order of steps I-IV  in order to make cake bites. Left image is denoted by [0] and right image is denoted by [1].,0,2,0
72,2038,Choose the correct order of steps I-IV  in order to make shrimp dip. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
73,2039,Choose the correct order of steps I-IV  in order to make pickled thai chili hot sauce. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
74,2040,Choose the correct order of steps I-IV  in order to make peanut butter cookies. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
75,2041,Choose the correct order of steps I-IV  in order to make thai green chicken curry. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
76,2042,Choose the correct order of steps I-IV  in order to make kabobs with homemade dressing. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
77,2043,Choose the correct order of steps I-IV  in order to make making hard boiled eggs with fresh eggs. Left image is denoted by [0] and right image is denoted by [1].,1,2,0
78,2044,Choose the correct order of steps I-IV  in order to make very easy chocolate fondant. Left image is denoted by [0] and right image is denoted by [1].,0,3,0
79,2045,Choose the correct order of steps I-IV  in order to make cottage pudding cake. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
80,2046,Choose the correct order of steps I-IV  in order to make bushcraft bannock bread mix. Left image is denoted by [0] and right image is denoted by [1].,0,2,0
81,2047,Choose the correct order of steps I-IV  in order to make chocolate chip whoopie pies. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
82,2048,Choose the correct order of steps I-IV  in order to make ham and pineapple pinwheels. Left image is denoted by [0] and right image is denoted by [1].,0,3,0
83,2049,Choose the correct order of steps I-IV  in order to make how to can cabbage. Left image is denoted by [0] and right image is denoted by [1].,0,3,0
84,2050,Choose the correct order of steps I-IV  in order to make pie pops. Left image is denoted by [0] and right image is denoted by [1].,3,2,0
85,2051,Choose the correct order of steps I-IV  in order to make cranberry sauce. Left image is denoted by [0] and right image is denoted by [1].,1,3,0
86,2052,Choose the correct order of steps I-IV  in order to make vainilla mocktail float. Left image is denoted by [0] and right image is denoted by [1].,1,2,0
87,2053,Choose the correct order of steps I-IV  in order to make easy homemade ice cream in a baggie. Left image is denoted by [0] and right image is denoted by [1].,1,3,0
88,2054,Choose the correct order of steps I-IV  in order to make apple lattice pie. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
89,2055,Choose the correct order of steps I-IV  in order to make cranberry oatmeal cookies. Left image is denoted by [0] and right image is denoted by [1].,1,2,0
90,2056,Choose the correct order of steps I-IV  in order to make baked caramel apple doughnuts. Left image is denoted by [0] and right image is denoted by [1].,2,3,0
91,2057,Choose the correct order of steps I-IV  in order to make life hack 101 snack emergency kit. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
92,2058,Choose the correct order of steps I-IV  in order to make banana hanger a way to conserve more time. Left image is denoted by [0] and right image is denoted by [1].,1,2,0
93,2059,Choose the correct order of steps I-IV  in order to make green tea meringues with nutella. Left image is denoted by [0] and right image is denoted by [1].,0,3,0
94,2060,Choose the correct order of steps I-IV  in order to make circumferencediameter pi . Left image is denoted by [0] and right image is denoted by [1].,0,1,0
95,2061,Choose the correct order of steps I-IV  in order to make be a lunch hero. Left image is denoted by [0] and right image is denoted by [1].,2,3,0
96,2062,Choose the correct order of steps I-IV  in order to make skyrim boiled cream treat. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
97,2063,Choose the correct order of steps I-IV  in order to make how to cook bacon in the oven. Left image is denoted by [0] and right image is denoted by [1].,1,2,0
98,2064,Choose the correct order of steps I-IV  in order to make a cookie cutter. Left image is denoted by [0] and right image is denoted by [1].,2,3,0
99,2065,Choose the correct order of steps I-IV  in order to make chocolate chip whoopie pies. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
100,2066,Choose the correct order of steps I-IV  in order to make life changing egg trick. Left image is denoted by [0] and right image is denoted by [1].,1,2,0
101,2067,Choose the correct order of steps I-IV  in order to make carrot cake recipe. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
102,2068,Choose the correct order of steps I-IV  in order to make banana boat. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
103,2069,Choose the correct order of steps I-IV  in order to make halloween treat. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
104,2070,Choose the correct order of steps I-IV  in order to make orange peel lined chocolate cupcakes. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
105,2071,Choose the correct order of steps I-IV  in order to make tmnt camouflage cupcakes. Left image is denoted by [0] and right image is denoted by [1].,3,1,0
106,2072,Choose the correct order of steps I-IV  in order to make drunken chicken easy white wine chicken. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
107,2073,Choose the correct order of steps I-IV  in order to make potato and cabbage fry. Left image is denoted by [0] and right image is denoted by [1].,3,2,0
108,2074,Choose the correct order of steps I-IV  in order to make rendang the spicy food from indonesia. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
109,2075,Choose the correct order of steps I-IV  in order to make vegan french apple pie. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
110,2076,Choose the correct order of steps I-IV  in order to make hashbrown casserole. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
111,2077,Choose the correct order of steps I-IV  in order to make butterbeer from harry potter. Left image is denoted by [0] and right image is denoted by [1].,2,3,0
112,2078,Choose the correct order of steps I-IV  in order to make poteca bread. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
113,2079,Choose the correct order of steps I-IV  in order to make smores cookies. Left image is denoted by [0] and right image is denoted by [1].,2,3,0
114,2080,Choose the correct order of steps I-IV  in order to make pizza rolls. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
115,2081,Choose the correct order of steps I-IV  in order to make moroccan three bean and kale soup. Left image is denoted by [0] and right image is denoted by [1].,1,3,0
116,2082,Choose the correct order of steps I-IV  in order to make bite sized smores. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
117,2083,Choose the correct order of steps I-IV  in order to make faberge eggs. Left image is denoted by [0] and right image is denoted by [1].,3,3,1
118,2084,Choose the correct order of steps I-IV  in order to make sauteed apple shortcake. Left image is denoted by [0] and right image is denoted by [1].,0,3,0
119,2085,Choose the correct order of steps I-IV  in order to make greek yogurt berries smoothie. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
120,2086,Choose the correct order of steps I-IV  in order to make vodka penne. Left image is denoted by [0] and right image is denoted by [1].,2,3,0
121,2087,Choose the correct order of steps I-IV  in order to make better roman noodles. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
122,2088,Choose the correct order of steps I-IV  in order to make naughty chocolate. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
123,2089,Choose the correct order of steps I-IV  in order to make cherry plum tarts for a wannabe fancy pants. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
124,2090,Choose the correct order of steps I-IV  in order to make the cookie. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
125,2091,Choose the correct order of steps I-IV  in order to make vodka infusions soak technique coconut and mango. Left image is denoted by [0] and right image is denoted by [1].,3,1,0
126,2092,Choose the correct order of steps I-IV  in order to make coffee bean cookies. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
127,2093,Choose the correct order of steps I-IV  in order to make chocolate treasure. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
128,2094,Choose the correct order of steps I-IV  in order to make pickled red beets. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
129,2095,Choose the correct order of steps I-IV  in order to make garlic spaghetti. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
130,2096,Choose the correct order of steps I-IV  in order to make jello salad. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
131,2097,Choose the correct order of steps I-IV  in order to make super simple glutenfree rolls. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
132,2098,Choose the correct order of steps I-IV  in order to make grilled cheese and bacon sandwich. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
133,2099,Choose the correct order of steps I-IV  in order to make chicken in peanut mole sauce. Left image is denoted by [0] and right image is denoted by [1].,2,3,0
134,2100,Choose the correct order of steps I-IV  in order to make moroccan three bean and kale soup. Left image is denoted by [0] and right image is denoted by [1].,3,3,1
135,2101,Choose the correct order of steps I-IV  in order to make frozen pumpkin pie. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
136,2102,Choose the correct order of steps I-IV  in order to make maple candy. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
137,2103,Choose the correct order of steps I-IV  in order to make bushcraft bannock bread mix. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
138,2104,Choose the correct order of steps I-IV  in order to make cinnamon simple syrup. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
139,2105,Choose the correct order of steps I-IV  in order to make ghoul icious sausage and pumpkin soupits . Left image is denoted by [0] and right image is denoted by [1].,2,0,0
140,2106,Choose the correct order of steps I-IV  in order to make authentic irish creme cocktail. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
141,2107,Choose the correct order of steps I-IV  in order to make icecold bottles!. Left image is denoted by [0] and right image is denoted by [1].,2,3,0
142,2108,Choose the correct order of steps I-IV  in order to make homemade chili. Left image is denoted by [0] and right image is denoted by [1].,0,3,0
143,2109,Choose the correct order of steps I-IV  in order to make blueberry pi pie. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
144,2110,Choose the correct order of steps I-IV  in order to make mini maypole cakes. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
145,2111,Choose the correct order of steps I-IV  in order to make no bake cookies personalize them. Left image is denoted by [0] and right image is denoted by [1].,2,3,0
146,2112,Choose the correct order of steps I-IV  in order to make candy dispenser. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
147,2113,Choose the correct order of steps I-IV  in order to make orange chicken gluten free bonus condiment dyn. Left image is denoted by [0] and right image is denoted by [1].,1,3,0
148,2114,Choose the correct order of steps I-IV  in order to make 5 cheese ziti al forno. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
149,2115,Choose the correct order of steps I-IV  in order to make banana bites. Left image is denoted by [0] and right image is denoted by [1].,0,3,0
150,2116,Choose the correct order of steps I-IV  in order to make pepperoni pizza dip. Left image is denoted by [0] and right image is denoted by [1].,0,2,0
151,2117,Choose the correct order of steps I-IV  in order to make kite cake. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
152,2118,Choose the correct order of steps I-IV  in order to make a bowl of cereal. Left image is denoted by [0] and right image is denoted by [1].,3,1,0
153,2119,Choose the correct order of steps I-IV  in order to make clay bacon. Left image is denoted by [0] and right image is denoted by [1].,0,2,0
154,2120,Choose the correct order of steps I-IV  in order to make condensed milk iced coffee. Left image is denoted by [0] and right image is denoted by [1].,1,2,0
155,2121,Choose the correct order of steps I-IV  in order to make white trash. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
156,2122,Choose the correct order of steps I-IV  in order to make blackberry milk ice pops. Left image is denoted by [0] and right image is denoted by [1].,1,2,0
157,2123,Choose the correct order of steps I-IV  in order to make friday night negroni. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
158,2124,Choose the correct order of steps I-IV  in order to make halloween rice krispie treats. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
159,2125,Choose the correct order of steps I-IV  in order to make awesome mexican dip. Left image is denoted by [0] and right image is denoted by [1].,1,3,0
160,2126,Choose the correct order of steps I-IV  in order to make indian masala chai spiced tea. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
161,2127,Choose the correct order of steps I-IV  in order to make homemade butter. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
162,2128,Choose the correct order of steps I-IV  in order to make smores berries. Left image is denoted by [0] and right image is denoted by [1].,2,1,0
163,2129,Choose the correct order of steps I-IV  in order to make peach brown betty. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
164,2130,Choose the correct order of steps I-IV  in order to make chicken chile verde. Left image is denoted by [0] and right image is denoted by [1].,0,3,0
165,2131,Choose the correct order of steps I-IV  in order to make cereal tea. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
166,2132,Choose the correct order of steps I-IV  in order to make bleeding cupcakes. Left image is denoted by [0] and right image is denoted by [1].,3,3,1
167,2133,Choose the correct order of steps I-IV  in order to make mexican chicken alfredo. Left image is denoted by [0] and right image is denoted by [1].,2,3,0
168,2134,Choose the correct order of steps I-IV  in order to make hearty vegetable lasagna. Left image is denoted by [0] and right image is denoted by [1].,2,2,1
169,2135,Choose the correct order of steps I-IV  in order to make shrimpin aint easy. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
170,2136,Choose the correct order of steps I-IV  in order to make sweet delicious banana bread. Left image is denoted by [0] and right image is denoted by [1].,3,3,1
171,2137,Choose the correct order of steps I-IV  in order to make how to secure a growler using a seatbelt. Left image is denoted by [0] and right image is denoted by [1].,2,3,0
172,2138,Choose the correct order of steps I-IV  in order to make fenugreek leaves paratha flat bread. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
173,2139,Choose the correct order of steps I-IV  in order to make ancho coffee short ribs. Left image is denoted by [0] and right image is denoted by [1].,2,2,1
174,2140,Choose the correct order of steps I-IV  in order to make copy cat loft house cookies. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
175,2141,Choose the correct order of steps I-IV  in order to make candy dispenser. Left image is denoted by [0] and right image is denoted by [1].,0,3,0
176,2142,Choose the correct order of steps I-IV  in order to make making a homeade milkshake. Left image is denoted by [0] and right image is denoted by [1].,1,3,0
177,2143,Choose the correct order of steps I-IV  in order to make monkey tails. Left image is denoted by [0] and right image is denoted by [1].,0,2,0
178,2144,Choose the correct order of steps I-IV  in order to make chocolate chip french vanilla pudding cookies. Left image is denoted by [0] and right image is denoted by [1].,1,3,0
179,2145,Choose the correct order of steps I-IV  in order to make beet n bloody mary recipe. Left image is denoted by [0] and right image is denoted by [1].,1,3,0
180,2146,Choose the correct order of steps I-IV  in order to make vegan french apple pie. Left image is denoted by [0] and right image is denoted by [1].,2,3,0
181,2147,Choose the correct order of steps I-IV  in order to make how to cut an onion without crying. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
182,2148,Choose the correct order of steps I-IV  in order to make almond halwa. Left image is denoted by [0] and right image is denoted by [1].,0,3,0
183,2149,Choose the correct order of steps I-IV  in order to make fresh and healthy summer beverage. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
184,2150,Choose the correct order of steps I-IV  in order to make homemade ice cream. Left image is denoted by [0] and right image is denoted by [1].,3,3,1
185,2151,Choose the correct order of steps I-IV  in order to make corn cookies. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
186,2152,Choose the correct order of steps I-IV  in order to make easy coconut macaroons. Left image is denoted by [0] and right image is denoted by [1].,0,2,0
187,2153,Choose the correct order of steps I-IV  in order to make kimkraut souerchi sriracha slaw. Left image is denoted by [0] and right image is denoted by [1].,3,1,0
188,2154,Choose the correct order of steps I-IV  in order to make meringues. Left image is denoted by [0] and right image is denoted by [1].,3,1,0
189,2155,Choose the correct order of steps I-IV  in order to make cake balls. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
190,2156,Choose the correct order of steps I-IV  in order to make cheap faux energy drinks. Left image is denoted by [0] and right image is denoted by [1].,0,2,0
191,2157,Choose the correct order of steps I-IV  in order to make smoothies. Left image is denoted by [0] and right image is denoted by [1].,1,2,0
192,2158,Choose the correct order of steps I-IV  in order to make french vanilla iced coffee. Left image is denoted by [0] and right image is denoted by [1].,0,3,0
193,2159,Choose the correct order of steps I-IV  in order to make super fruit sushi. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
194,2160,Choose the correct order of steps I-IV  in order to make easy smoked salmon dip. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
195,2161,Choose the correct order of steps I-IV  in order to make bacon pancake poppers. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
196,2162,Choose the correct order of steps I-IV  in order to make hamburgerchicken slider cookies. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
197,2163,Choose the correct order of steps I-IV  in order to make raw rose petals in sugar. Left image is denoted by [0] and right image is denoted by [1].,1,2,0
198,2164,Choose the correct order of steps I-IV  in order to make potato skin mini quiches. Left image is denoted by [0] and right image is denoted by [1].,0,3,0
199,2165,Choose the correct order of steps I-IV  in order to make 314 pi cake. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
200,2166,Choose the correct order of steps I-IV  in order to make easy 2 ingredient white chocolate mous. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
201,2167,Choose the correct order of steps I-IV  in order to make quinoa jalapeno poppers. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
202,2168,Choose the correct order of steps I-IV  in order to make oreo meringue cookies. Left image is denoted by [0] and right image is denoted by [1].,3,2,0
203,2169,Choose the correct order of steps I-IV  in order to make easy and quick fruit smoothie no blender needed. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
204,2170,Choose the correct order of steps I-IV  in order to make apple accented chai tea. Left image is denoted by [0] and right image is denoted by [1].,2,2,1
205,2171,Choose the correct order of steps I-IV  in order to make buttermilk biscuits. Left image is denoted by [0] and right image is denoted by [1].,0,3,0
206,2172,Choose the correct order of steps I-IV  in order to make my banana bread. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
207,2173,Choose the correct order of steps I-IV  in order to make citrus mocktail. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
208,2174,Choose the correct order of steps I-IV  in order to make bread machine pizza dough. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
209,2175,Choose the correct order of steps I-IV  in order to make easy apple cake. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
210,2176,Choose the correct order of steps I-IV  in order to make green tomato sauce. Left image is denoted by [0] and right image is denoted by [1].,0,3,0
211,2177,Choose the correct order of steps I-IV  in order to make easy food dehydrator. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
212,2178,Choose the correct order of steps I-IV  in order to make hollyhock salad dressing. Left image is denoted by [0] and right image is denoted by [1].,0,3,0
213,2179,Choose the correct order of steps I-IV  in order to make raw vegan cupcakes. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
214,2180,Choose the correct order of steps I-IV  in order to make nom nom mashed potatoes. Left image is denoted by [0] and right image is denoted by [1].,0,3,0
215,2181,Choose the correct order of steps I-IV  in order to make the garlic oil. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
216,2182,Choose the correct order of steps I-IV  in order to make rice pudding premium. Left image is denoted by [0] and right image is denoted by [1].,1,2,0
217,2183,Choose the correct order of steps I-IV  in order to make optimize your turkey perfect white meat. Left image is denoted by [0] and right image is denoted by [1].,3,3,1
218,2184,Choose the correct order of steps I-IV  in order to make bacon sloppy joes. Left image is denoted by [0] and right image is denoted by [1].,0,3,0
219,2185,Choose the correct order of steps I-IV  in order to make green tea crepe cones. Left image is denoted by [0] and right image is denoted by [1].,3,0,0
220,2186,Choose the correct order of steps I-IV  in order to make sweet squash pancakes paleo friendly no flour. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
221,2187,Choose the correct order of steps I-IV  in order to make barbecue chicken cheese spicy mini burrito. Left image is denoted by [0] and right image is denoted by [1].,2,0,0
