qid,gt_ans,pred_ans_blip,correctness_blip
256,3,22,0
257,3,24,0
258,6,20,0
259,4,22,0
260,10,22,0
261,3,24,0
262,6,24,0
263,3,20,0
264,4,22,0
265,4,22,0
266,9,22,0
267,4,20,0
268,6,22,0
269,4,20,0
270,5,22,0
271,4,14,0
272,4,14,0
273,9,18,0
274,3,18,0
275,3,14,0
276,3,22,0
277,5,22,0
278,7,18,0
279,4,16,0
280,4,23,0
281,4,18,0
282,3,20,0
283,4,18,0
284,3,22,0
285,4,23,0
286,3,20,0
287,7,22,0
288,8,18,0
289,4,22,0
290,6,24,0
291,10,22,0
292,4,22,0
293,6,22,0
294,3,18,0
295,8,22,0
296,4,18,0
297,4,22,0
298,7,22,0
299,3,18,0
300,4,23,0
301,6,22,0
302,4,18,0
303,6,22,0
304,5,23,0
305,7,22,0
306,5,19,0
307,4,15,0
308,4,22,0
309,4,22,0
310,3,22,0
311,4,17,0
312,4,28,0
313,5,22,0
314,4,18,0
315,5,24,0
316,3,23,0
317,3,23,0
318,7,23,0
319,8,22,0
320,8,28,0
321,8,22,0
322,3,22,0
323,4,18,0
324,6,20,0
325,3,24,0
326,3,23,0
327,7,22,0
328,5,22,0
329,5,22,0
330,6,22,0
331,7,22,0
332,5,17,0
333,7,22,0
334,6,22,0
335,4,24,0
336,10,22,0
337,3,22,0
338,4,23,0
339,4,22,0
340,3,24,0
341,5,22,0
342,4,22,0
343,3,23,0
344,6,22,0
345,5,22,0
346,3,22,0
347,5,24,0
348,6,20,0
349,4,20,0
350,3,20,0
351,4,22,0
352,3,18,0
353,4,20,0
354,3,15,0
355,3,18,0
356,3,23,0
357,7,22,0
358,3,22,0
359,7,22,0
360,3,20,0
361,4,22,0
362,4,15,0
363,3,20,0
364,10,22,0
365,3,14,0
366,9,22,0
367,3,22,0
368,4,22,0
369,8,22,0
370,4,22,0
371,5,22,0
372,5,18,0
373,5,23,0
374,6,23,0
375,7,20,0
376,6,15,0
377,7,22,0
378,3,22,0
379,4,22,0
380,4,15,0
381,4,22,0
382,5,23,0
383,8,18,0
384,5,18,0
385,3,20,0
386,7,18,0
387,3,20,0
388,5,15,0
389,4,22,0
390,6,15,0
391,12,22,0
392,4,24,0
393,4,20,0
394,8,22,0
395,4,24,0
396,4,22,0
397,5,23,0
398,3,20,0
399,4,22,0
400,7,24,0
401,3,24,0
402,6,17,0
403,4,20,0
404,6,22,0
405,4,23,0
406,4,18,0
407,4,15,0
408,3,22,0
409,3,28,0
410,3,18,0
411,3,18,0
412,3,23,0
413,4,18,0
414,3,14,0
415,5,22,0
416,8,22,0
417,3,22,0
418,3,16,0
419,3,22,0
420,3,22,0
421,3,18,0
422,6,24,0
423,6,22,0
424,6,22,0
425,3,15,0
426,3,20,0
427,10,22,0
428,4,22,0
429,4,14,0
430,3,23,0
431,3,22,0
432,7,24,0
433,6,20,0
434,6,22,0
435,4,22,0
436,3,17,0
437,3,22,0
438,8,20,0
439,4,18,0
440,4,22,0
441,6,15,0
442,4,18,0
443,4,15,0
444,5,23,0
445,5,22,0
446,4,23,0
447,6,24,0
448,7,16,0
449,3,18,0
450,8,22,0
451,3,22,0
452,4,22,0
453,8,22,0
454,5,22,0
455,10,22,0
456,3,22,0
457,3,23,0
458,4,22,0
459,3,18,0
460,3,20,0
461,6,22,0
462,4,22,0
463,4,20,0
464,4,22,0
465,4,15,0
466,6,18,0
467,4,20,0
468,10,22,0
469,5,18,0
470,4,20,0
471,3,22,0
472,5,24,0
473,3,22,0
474,4,15,0
475,6,28,0
476,4,23,0
477,3,18,0
478,5,18,0
479,5,22,0
480,3,22,0
481,5,23,0
482,3,24,0
483,3,18,0
484,3,22,0
485,4,22,0
486,6,23,0
487,5,22,0
488,3,20,0
489,3,22,0
490,9,22,0
491,4,22,0
492,6,22,0
493,4,23,0
494,4,14,0
495,3,18,0
496,4,22,0
497,3,20,0
498,5,22,0
499,4,22,0
500,5,20,0
501,7,20,0
502,7,20,0
503,6,20,0
504,8,18,0
505,3,18,0
506,3,18,0
507,4,22,0
508,5,23,0
509,5,20,0
510,5,22,0
511,6,22,0
512,3,20,0
513,3,22,0
514,3,18,0
515,5,15,0
516,3,22,0
517,8,18,0
518,5,22,0
519,5,22,0
520,4,23,0
521,4,20,0
522,9,22,0
523,3,18,0
524,4,17,0
525,6,23,0
526,5,17,0
527,3,18,0
528,5,22,0
529,5,22,0
530,9,22,0
531,6,22,0
532,4,20,0
533,8,22,0
534,9,22,0
535,9,23,0
536,5,22,0
537,3,14,0
538,6,15,0
539,4,14,0
540,3,18,0
541,4,20,0
542,4,20,0
543,3,22,0
544,6,22,0
545,4,22,0
546,4,16,0
547,5,18,0
548,5,15,0
549,5,23,0
550,7,22,0
551,3,18,0
552,3,22,0
553,3,17,0
554,10,17,0
555,3,18,0
556,5,14,0
557,7,22,0
558,4,21,0
559,7,22,0
560,6,22,0
561,4,22,0
562,6,22,0
563,6,22,0
564,6,22,0
565,9,22,0
566,4,22,0
567,6,22,0
568,7,23,0
569,3,22,0
570,3,23,0
571,7,18,0
572,4,17,0
573,4,18,0
574,7,22,0
575,3,18,0
576,6,17,0
577,4,17,0
578,4,22,0
579,5,18,0
580,6,22,0
581,7,22,0
582,5,22,0
583,3,22,0
584,7,18,0
585,4,18,0
586,5,17,0
587,5,20,0
588,3,18,0
589,3,18,0
590,8,15,0
591,3,14,0
592,6,22,0
593,4,23,0
594,6,22,0
595,7,22,0
596,6,23,0
597,3,15,0
598,3,20,0
599,3,22,0
600,5,18,0
601,4,28,0
602,3,22,0
603,4,22,0
604,7,22,0
605,4,22,0
606,3,18,0
607,6,22,0
608,5,22,0
609,4,15,0
610,5,22,0
611,5,28,0
612,6,22,0
613,3,22,0
614,4,15,0
615,5,15,0
616,7,23,0
617,3,14,0
618,3,24,0
619,4,22,0
620,4,23,0
621,5,24,0
622,5,22,0
623,10,18,0
624,5,22,0
625,5,23,0
626,4,20,0
627,3,22,0
628,4,24,0
629,3,17,0
630,3,15,0
631,4,17,0
632,9,22,0
633,8,20,0
634,7,22,0
635,6,23,0
636,4,24,0
637,4,22,0
638,4,22,0
639,6,18,0
640,3,22,0
641,5,28,0
642,4,22,0
643,7,18,0
644,4,28,0
645,4,20,0
646,8,22,0
647,7,23,0
648,5,22,0
649,4,20,0
650,4,17,0
651,3,14,0
652,6,15,0
653,3,18,0
654,8,22,0
655,9,22,0
656,4,17,0
657,7,23,0
658,3,18,0
659,4,24,0
660,4,22,0
661,4,22,0
662,6,22,0
663,3,28,0
664,4,22,0
665,3,28,0
666,5,18,0
667,3,22,0
668,4,28,0
669,9,15,0
670,5,24,0
671,3,22,0
672,9,22,0
673,4,24,0
674,3,24,0
675,3,22,0
676,9,28,0
677,4,22,0
678,11,22,0
679,3,22,0
680,7,18,0
681,6,23,0
682,4,17,0
683,4,24,0
684,3,18,0
685,4,14,0
686,10,17,0
687,4,24,0
688,8,22,0
689,3,15,0
690,8,22,0
691,5,20,0
692,3,22,0
693,5,22,0
694,5,22,0
695,3,28,0
696,7,22,0
697,3,20,0
698,10,23,0
699,4,15,0
700,3,24,0
701,6,23,0
702,12,22,0
703,5,22,0
704,4,22,0
705,7,22,0
706,6,22,0
707,4,22,0
708,5,22,0
709,4,20,0
710,8,22,0
711,8,28,0
712,7,18,0
713,6,28,0
714,4,24,0
715,8,22,0
716,11,23,0
717,5,18,0
718,6,22,0
719,6,22,0
720,5,22,0
721,6,20,0
722,6,15,0
723,5,17,0
724,5,23,0
725,7,18,0
726,6,22,0
727,5,20,0
728,12,22,0
729,10,22,0
730,5,18,0
731,9,28,0
732,5,18,0
733,4,24,0
734,5,22,0
735,6,20,0
736,4,22,0
737,4,18,0
738,4,16,0
739,4,20,0
740,4,22,0
741,5,18,0
742,5,22,0
743,4,21,0
744,7,22,0
745,7,18,0
746,4,18,0
747,6,18,0
748,10,22,0
749,5,18,0
750,8,20,0
751,6,22,0
752,7,18,0
753,4,24,0
754,4,22,0
755,9,22,0
756,5,20,0
757,7,22,0
758,5,18,0
759,6,20,0
760,7,22,0
761,10,22,0
762,6,20,0
763,5,23,0
764,4,20,0
765,5,28,0
766,4,18,0
767,4,20,0
768,8,22,0
769,4,16,0
770,5,14,0
771,7,22,0
772,8,23,0
773,6,18,0
774,5,22,0
775,9,22,0
776,6,16,0
777,6,22,0
778,6,20,0
779,6,22,0
780,6,27,0
781,5,23,0
782,6,22,0
783,4,18,0
784,7,18,0
785,8,22,0
786,6,22,0
787,6,15,0
788,4,22,0
789,4,18,0
790,4,22,0
791,4,21,0
792,4,20,0
793,5,18,0
794,5,15,0
795,4,24,0
796,5,22,0
797,4,22,0
798,4,20,0
799,6,23,0
800,5,28,0
801,3,21,0
802,5,23,0
803,5,20,0
804,3,28,0
805,3,20,0
806,7,22,0
807,6,18,0
808,4,20,0
809,4,22,0
810,4,18,0
811,3,22,0
812,7,22,0
813,5,22,0
814,3,15,0
815,5,24,0
816,7,22,0
817,5,23,0
818,4,28,0
819,3,18,0
820,4,20,0
821,4,22,0
822,5,20,0
823,5,18,0
824,4,20,0
825,3,18,0
826,5,18,0
827,6,20,0
828,3,20,0
829,5,17,0
830,3,20,0
831,4,20,0
832,5,20,0
833,3,14,0
834,5,19,0
835,4,18,0
836,4,20,0
837,6,28,0
838,3,24,0
839,3,20,0
840,7,18,0
841,3,22,0
842,4,15,0
843,3,22,0
844,3,20,0
845,4,28,0
846,9,18,0
847,6,18,0
848,4,20,0
849,6,28,0
850,6,20,0
851,5,20,0
852,4,18,0
853,3,17,0
854,3,17,0
855,3,23,0
856,7,16,0
857,6,28,0
858,5,22,0
859,6,22,0
860,5,22,0
861,3,18,0
862,5,20,0
863,3,20,0
864,3,14,0
865,5,17,0
866,7,19,0
867,6,20,0
868,4,28,0
869,3,22,0
870,6,19,0
871,8,28,0
872,6,22,0
873,5,20,0
874,4,22,0
875,4,20,0
876,3,18,0
877,3,21,0
878,6,22,0
879,3,17,0
880,9,18,0
881,10,23,0
882,4,17,0
883,5,23,0
884,5,23,0
885,8,15,0
886,7,22,0
887,5,18,0
888,3,28,0
889,6,22,0
890,6,22,0
891,5,28,0
892,6,17,0
893,3,22,0
894,3,27,0
895,7,23,0
896,4,18,0
897,7,20,0
898,4,23,0
899,4,18,0
900,4,18,0
901,5,22,0
902,6,20,0
903,3,20,0
904,7,22,0
905,5,15,0
906,3,22,0
907,3,15,0
908,4,22,0
909,3,22,0
910,5,22,0
911,6,23,0
912,3,23,0
913,5,22,0
914,7,22,0
915,5,20,0
916,6,22,0
917,6,24,0
918,4,22,0
919,4,18,0
920,8,22,0
921,7,20,0
922,5,17,0
923,4,16,0
924,3,18,0
925,8,22,0
926,3,18,0
927,3,17,0
928,6,22,0
929,3,18,0
930,4,23,0
931,6,17,0
932,3,22,0
933,3,17,0
934,4,24,0
935,5,18,0
936,11,22,0
937,7,18,0
938,8,18,0
939,7,22,0
940,4,28,0
941,4,22,0
942,6,22,0
943,5,17,0
944,7,22,0
945,3,20,0
946,6,22,0
947,5,24,0
948,3,28,0
949,7,22,0
950,4,17,0
951,7,20,0
952,3,18,0
953,6,20,0
954,4,18,0
955,6,22,0
956,6,23,0
957,5,18,0
958,4,20,0
959,4,28,0
960,6,20,0
961,4,23,0
962,5,20,0
963,6,22,0
964,5,22,0
965,5,18,0
966,5,22,0
967,4,22,0
968,7,18,0
969,5,15,0
970,4,23,0
971,4,20,0
972,3,22,0
973,4,18,0
974,3,22,0
975,4,23,0
976,8,22,0
977,3,17,0
978,7,18,0
979,9,27,0
980,6,22,0
981,4,23,0
982,10,22,0
983,6,22,0
984,7,22,0
985,3,20,0
986,4,22,0
987,5,17,0
988,3,20,0
989,3,18,0
990,5,18,0
991,6,22,0
992,4,23,0
993,3,20,0
994,3,16,0
995,4,22,0
996,3,18,0
997,4,17,0
998,4,22,0
999,9,15,0
1000,4,17,0
1001,4,18,0
1002,3,24,0
1003,3,18,0
1004,6,23,0
1005,9,20,0
1006,4,23,0
1007,4,22,0
1008,4,20,0
1009,4,22,0
1010,5,17,0
1011,4,22,0
1012,9,22,0
1013,6,22,0
1014,7,22,0
1015,7,18,0
1016,5,18,0
1017,7,23,0
1018,6,23,0
1019,3,20,0
1020,3,17,0
1021,5,18,0
1022,4,22,0
1023,3,22,0
1024,5,17,0
1025,5,21,0
1026,5,22,0
1027,3,20,0
1028,5,18,0
1029,9,22,0
1030,9,22,0
1031,3,18,0
1032,3,20,0
1033,6,20,0
1034,8,23,0
1035,3,22,0
1036,9,22,0
1037,7,22,0
1038,5,22,0
1039,8,17,0
1040,8,18,0
1041,8,22,0
1042,3,17,0
1043,7,0,0
1044,6,17,0
1045,5,22,0
1046,4,18,0
1047,5,18,0
1048,5,22,0
1049,6,18,0
1050,4,22,0
1051,5,22,0
1052,5,22,0
1053,4,22,0
1054,3,18,0
1055,5,17,0
1056,3,22,0
1057,6,22,0
1058,9,22,0
1059,3,18,0
1060,8,22,0
1061,9,22,0
1062,3,21,0
1063,6,18,0
1064,8,22,0
1065,4,22,0
1066,5,22,0
1067,8,28,0
1068,3,17,0
1069,4,22,0
1070,3,22,0
1071,5,22,0
1072,8,22,0
1073,8,20,0
1074,4,15,0
1075,3,23,0
1076,7,22,0
1077,3,18,0
1078,3,22,0
1079,3,22,0
1080,4,22,0
1081,4,22,0
1082,6,24,0
1083,3,18,0
1084,5,22,0
1085,3,15,0
1086,4,22,0
1087,6,20,0
1088,7,20,0
1089,4,22,0
1090,4,18,0
1091,4,22,0
1092,4,24,0
1093,3,20,0
1094,5,18,0
1095,3,20,0
1096,5,22,0
1097,11,20,0
1098,5,22,0
1099,3,20,0
1100,6,22,0
1101,4,22,0
1102,4,22,0
1103,6,22,0
1104,3,22,0
1105,3,23,0
1106,7,18,0
1107,3,23,0
1108,7,23,0
1109,3,23,0
1110,9,27,0
1111,8,18,0
1112,3,24,0
1113,3,22,0
1114,7,23,0
1115,8,22,0
1116,3,28,0
1117,4,15,0
1118,6,22,0
1119,4,18,0
1120,3,22,0
1121,3,22,0
1122,3,18,0
1123,3,22,0
1124,3,20,0
1125,4,28,0
1126,3,22,0
1127,7,23,0
1128,3,23,0
1129,4,23,0
1130,5,18,0
1131,6,23,0
1132,4,20,0
1133,5,23,0
1134,4,18,0
1135,7,23,0
1136,3,22,0
1137,7,22,0
1138,5,23,0
1139,4,28,0
1140,5,23,0
1141,4,20,0
1142,4,22,0
1143,6,23,0
1144,5,23,0
1145,4,17,0
1146,6,22,0
1147,5,23,0
1148,3,24,0
1149,4,22,0
1150,3,23,0
1151,3,22,0
1152,7,18,0
1153,6,24,0
1154,6,22,0
1155,6,22,0
1156,5,23,0
1157,7,23,0
1158,3,22,0
1159,3,23,0
1160,3,20,0
1161,4,22,0
1162,4,22,0
1163,5,22,0
1164,4,18,0
1165,5,20,0
1166,3,22,0
1167,10,20,0
1168,4,22,0
1169,5,23,0
1170,5,22,0
1171,5,20,0
1172,4,22,0
1173,5,22,0
1174,6,16,0
1175,3,22,0
1176,7,22,0
1177,3,24,0
1178,3,20,0
1179,4,15,0
1180,3,18,0
1181,5,22,0
1182,3,18,0
1183,3,22,0
1184,3,22,0
1185,4,22,0
1186,3,14,0
1187,5,18,0
1188,5,22,0
1189,3,22,0
1190,6,22,0
1191,6,23,0
1192,4,22,0
1193,4,22,0
1194,4,18,0
1195,6,18,0
1196,3,15,0
1197,8,24,0
1198,5,18,0
1199,4,24,0
1200,4,20,0
1201,3,15,0
1202,8,23,0
1203,3,23,0
1204,5,22,0
1205,3,18,0
1206,4,15,0
1207,3,23,0
1208,3,23,0
1209,3,22,0
1210,3,22,0
1211,3,22,0
1212,8,22,0
1213,4,22,0
1214,4,22,0
1215,7,22,0
1216,3,28,0
1217,3,22,0
1218,3,15,0
1219,5,17,0
1220,6,15,0
1221,4,20,0
1222,3,28,0
1223,4,22,0
1224,7,23,0
1225,5,23,0
1226,3,22,0
1227,5,22,0
1228,3,22,0
1229,3,18,0
1230,4,23,0
1231,4,22,0
1232,8,18,0
1233,3,18,0
1234,3,22,0
1235,4,15,0
1236,4,18,0
1237,3,20,0
1238,8,22,0
1239,3,18,0
1240,5,18,0
1241,8,18,0
1242,3,22,0
1243,4,17,0
1244,3,23,0
1245,4,22,0
1246,6,28,0
1247,6,22,0
1248,3,20,0
1249,10,23,0
1250,3,20,0
1251,3,22,0
1252,4,17,0
1253,10,20,0
1254,3,22,0
1255,3,15,0
1256,5,20,0
1257,3,20,0
1258,4,22,0
1259,3,22,0
1260,3,15,0
1261,6,20,0
1262,4,15,0
1263,7,22,0
1264,3,22,0
1265,3,22,0
1266,6,18,0
1267,8,18,0
1268,6,22,0
1269,4,22,0
1270,6,20,0
1271,5,18,0
1272,5,17,0
1273,4,18,0
1274,4,17,0
1275,5,22,0
1276,7,18,0
1277,3,20,0
1278,6,15,0
1279,3,20,0
1280,3,15,0
1281,9,20,0
1282,4,18,0
1283,7,22,0
1284,8,18,0
1285,5,22,0
1286,5,15,0
1287,3,22,0
1288,4,22,0
1289,3,22,0
1290,7,17,0
1291,7,18,0
1292,3,15,0
1293,4,15,0
1294,5,21,0
1295,3,20,0
1296,3,15,0
1297,7,22,0
1298,5,22,0
1299,6,18,0
1300,4,20,0
1301,3,18,0
1302,3,22,0
1303,4,18,0
1304,6,17,0
1305,4,20,0
1306,4,20,0
1307,3,17,0
1308,5,20,0
1309,6,18,0
1310,5,20,0
1311,3,15,0
1312,4,28,0
1313,3,18,0
1314,4,14,0
1315,3,18,0
1316,4,22,0
1317,4,15,0
1318,4,27,0
1319,5,18,0
1320,8,22,0
1321,3,14,0
1322,3,18,0
1323,4,18,0
1324,4,22,0
1325,3,22,0
1326,3,24,0
1327,6,22,0
1328,3,22,0
1329,9,18,0
1330,5,22,0
1331,5,20,0
1332,4,18,0
1333,4,22,0
1334,6,20,0
1335,4,22,0
1336,4,20,0
1337,8,22,0
1338,4,17,0
1339,4,24,0
1340,5,18,0
1341,5,24,0
1342,4,20,0
1343,4,17,0
1344,4,18,0
1345,10,14,0
1346,5,22,0
1347,5,20,0
1348,6,23,0
1349,4,18,0
1350,3,20,0
1351,8,18,0
1352,6,18,0
1353,3,17,0
1354,7,20,0
1355,3,20,0
1356,3,18,0
1357,3,18,0
1358,3,24,0
1359,4,17,0
1360,8,28,0
1361,4,18,0
1362,5,20,0
1363,4,20,0
1364,4,22,0
1365,6,18,0
1366,3,22,0
1367,5,22,0
1368,5,21,0
1369,5,23,0
1370,4,24,0
1371,4,18,0
1372,4,22,0
1373,8,22,0
1374,4,18,0
1375,9,23,0
1376,4,20,0
1377,7,18,0
1378,4,22,0
1379,4,15,0
1380,3,22,0
1381,6,22,0
1382,3,23,0
1383,4,22,0
1384,7,28,0
1385,6,18,0
1386,6,19,0
1387,3,22,0
1388,6,22,0
1389,5,22,0
1390,4,17,0
1391,6,23,0
1392,5,18,0
1393,4,20,0
1394,6,22,0
1395,7,15,0
1396,6,22,0
1397,4,22,0
1398,4,20,0
1399,6,22,0
1400,4,22,0
1401,5,23,0
1402,6,22,0
1403,3,18,0
1404,6,22,0
1405,8,23,0
1406,6,20,0
1407,8,18,0
1408,7,22,0
1409,5,20,0
1410,3,15,0
1411,4,18,0
1412,4,15,0
1413,6,18,0
1414,9,22,0
1415,6,22,0
1416,4,20,0
1417,5,20,0
1418,4,22,0
1419,6,18,0
1420,4,17,0
1421,6,18,0
1422,3,28,0
1423,4,21,0
1424,6,24,0
1425,3,18,0
1426,3,24,0
1427,5,17,0
1428,5,22,0
1429,3,20,0
1430,3,21,0
1431,3,20,0
1432,3,22,0
1433,9,23,0
1434,4,20,0
1435,6,22,0
1436,5,18,0
1437,3,20,0
1438,5,20,0
1439,5,24,0
1440,5,2,0
1441,5,20,0
1442,4,22,0
1443,4,18,0
1444,3,14,0
1445,5,17,0
1446,7,20,0
1447,4,22,0
1448,6,22,0
1449,4,18,0
1450,4,22,0
1451,3,22,0
1452,3,17,0
1453,6,20,0
1454,3,18,0
1455,3,22,0
1456,4,20,0
1457,4,22,0
1458,6,20,0
1459,6,22,0
1460,4,22,0
1461,4,24,0
1462,4,20,0
1463,4,22,0
1464,3,22,0
1465,4,21,0
1466,5,22,0
1467,4,18,0
1468,6,22,0
1469,4,22,0
1470,6,22,0
1471,6,22,0
1472,3,20,0
1473,6,18,0
1474,3,16,0
1475,4,23,0
1476,4,22,0
1477,3,23,0
1478,5,18,0
1479,8,18,0
1480,8,22,0
1481,4,17,0
1482,7,20,0
1483,5,18,0
1484,6,22,0
1485,3,22,0
1486,6,23,0
1487,3,20,0
1488,6,23,0
1489,4,20,0
1490,3,20,0
1491,5,22,0
1492,3,23,0
1493,3,22,0
1494,8,22,0
1495,7,22,0
1496,3,22,0
1497,3,22,0
1498,5,20,0
1499,3,18,0
1500,4,23,0
1501,8,18,0
1502,3,22,0
1503,8,22,0
1504,3,24,0
1505,12,18,0
1506,7,20,0
1507,5,16,0
1508,3,15,0
1509,5,20,0
1510,4,23,0
1511,3,23,0
1512,5,18,0
1513,3,20,0
1514,4,23,0
1515,4,18,0
1516,6,18,0
1517,3,22,0
1518,4,22,0
1519,3,18,0
1520,4,18,0
1521,3,22,0
1522,6,22,0
1523,9,20,0
1524,4,22,0
1525,3,22,0
1526,3,22,0
1527,3,17,0
1528,5,24,0
1529,5,14,0
1530,9,22,0
1531,5,22,0
1532,4,17,0
1533,3,22,0
1534,3,23,0
1535,3,20,0
1536,4,22,0
1537,7,15,0
1538,5,22,0
1539,7,23,0
1540,6,24,0
1541,3,22,0
1542,9,22,0
1543,6,24,0
1544,4,18,0
1545,7,18,0
1546,5,22,0
1547,4,22,0
1548,5,15,0
1549,5,20,0
1550,4,15,0
1551,4,17,0
1552,5,20,0
1553,4,22,0
1554,4,17,0
1555,6,17,0
1556,4,18,0
1557,5,17,0
1558,9,22,0
1559,7,15,0
1560,3,18,0
1561,6,20,0
1562,4,23,0
1563,5,17,0
1564,4,20,0
1565,3,22,0
1566,3,24,0
1567,3,22,0
1568,3,21,0
1569,4,20,0
1570,3,17,0
1571,3,22,0
1572,3,20,0
1573,7,18,0
1574,7,23,0
1575,3,22,0
1576,3,18,0
1577,3,15,0
1578,5,14,0
1579,4,22,0
1580,3,22,0
1581,3,18,0
1582,9,20,0
1583,6,28,0
1584,7,20,0
1585,5,17,0
1586,4,23,0
1587,3,16,0
1588,3,20,0
1589,6,14,0
1590,5,22,0
1591,7,20,0
1592,3,20,0
1593,4,18,0
1594,3,20,0
1595,10,20,0
1596,7,20,0
1597,8,18,0
1598,3,14,0
1599,4,22,0
1600,5,20,0
1601,3,18,0
1602,5,22,0
1603,3,19,0
1604,4,20,0
1605,6,15,0
1606,4,20,0
1607,5,22,0
1608,4,23,0
1609,3,20,0
1610,5,20,0
1611,6,22,0
1612,5,17,0
1613,5,22,0
1614,3,22,0
1615,3,18,0
1616,3,20,0
1617,4,22,0
1618,3,18,0
1619,5,22,0
1620,7,18,0
1621,3,22,0
1622,4,24,0
1623,4,21,0
1624,8,18,0
1625,5,22,0
1626,3,20,0
1627,9,20,0
1628,8,23,0
1629,6,22,0
1630,6,21,0
1631,6,22,0
1632,7,18,0
1633,3,22,0
1634,7,17,0
1635,3,15,0
1636,4,18,0
1637,6,23,0
1638,4,17,0
1639,4,18,0
1640,4,20,0
1641,9,20,0
1642,5,14,0
1643,9,20,0
1644,6,14,0
1645,3,22,0
1646,7,20,0
1647,3,18,0
1648,7,22,0
1649,3,22,0
1650,3,22,0
1651,7,18,0
1652,7,18,0
1653,6,20,0
1654,6,18,0
1655,7,28,0
1656,3,20,0
1657,3,23,0
1658,3,21,0
1659,9,17,0
1660,6,23,0
