index,qid,question,origanswer,generatedanswer,correctness
36,36,what does woman in the image say about the state of the united states,0,0,1
37,37,what is the story behind person in the left of the image in uganda,2,0,0
38,38,where is the man who had a vasectomy and person in the left of the image had a baby,0,2,0
39,39,who is person in the top of the image of the country of ivory coast,3,0,0
40,40,who is the leader of the senate and is woman in the right of the image on the fiscal cliff,2,0,0
41,41,who is man in the image of the united states running against,0,0,1
42,42,who is running against person in the image in the 2012 presidential election,3,1,0
43,43,who is running against person in the image for president in ohio,1,1,1
44,44,who is running for president against person in the image in 2012,1,1,1
45,45,who did george man with the sunglasses in the image with in the 80's,0,3,0
46,46,who was the gay guy that worked with man with the sunglasses in the image,3,3,1
47,47,who person with the red dress in the image play in to rome with love,2,1,0
48,48,who is person with the black suit in the image on the senate armed forces committee,0,0,1
49,49,when did man in the image get pulled out of the water,2,2,1
50,50,how many kilometers did maria man in the image in the florida straits,1,2,0
51,51,when did the war crimes charges against woman with the black jacket in the image come out,3,1,0
52,52,when did zimbabwe sign a credit line with man in the image,1,0,0
53,53,who is person in the right of the image of rwanda in the congo,1,1,1
54,54,who agreed to send peacekeepers to person in the right of the image,3,2,0
55,55,what is the role of man in the right of the image and kabila in eastern congo,1,0,0
56,56,who is the president of rwanda when person in the right of the image is in kampala,2,2,1
57,57,who is man in the right of the image of rwanda in the congo,3,3,1
58,58,who agreed to send peacekeepers to africa to support man in the right of the image,2,3,0
59,59,who agreed to send peacekeepers to eastern congo when person in the right of the image met in kenya on Wednesday,3,3,1
60,60,who did person in the right of the image write about in her state of the union address,0,0,1
61,61,where did clint person in the right of the image speak at the general assembly,1,1,1
62,62,when did person in the left of the image get cancer,2,3,0
63,63,who is running for president of venezuela against person with the glasses in the image,0,0,1
64,64,who is running for president of venezuela against man in the left of the image,0,0,1
65,65,who is blamed for the civil war between person with the glasses in the image and alawites,3,1,0
66,66,what is the location of the latest clash between woman in the left of the image and alawite,0,0,1
67,67,who is fighting between person in the left of the image and alawite in jerusalem,1,1,1
68,68,what was the goal of the unification church when person in the image became the leader,3,3,1
69,69,when is the election campaign for man in the image of the republic of ghana,1,0,0
70,70,who is man in the image of the republic of ghana,1,0,0
71,71,what movie was the movie that woman in the center of the image shot up in colorado,0,1,0
72,72,where did george man in the left of the image and his wife go last year,3,3,1
73,73,what does person in the center of the image have nominated for the people's choice awards,1,1,1
74,74,who was the leader of iran when man in the image was there,0,2,0
75,75,when is person in the image speaking at the un,3,3,1
76,76,what language will president france speak to man with the black suit in the image in kinshasa,1,1,1
77,77,what does person in the right of the image do after he gets out of jail,2,2,1
78,78,where did man in the right of the image take control of in the civil war,1,1,1
79,79,where did person with the black jacket in the image take control of in the civil war,3,3,1
80,80,who is the author of the new research by person in the right of the image and george stein,3,3,1
81,81,who wrote the book expect the unexpected by person with the glasses in the image and stein,0,0,1
82,82,when did woman in the right of the image warn about the tsunami in japan,0,3,0
83,83,why did man in the image come to australia to meet with australian officials,1,1,1
84,84,where did british prime minister benjamin man in the image in 2012,2,1,0
85,85,where did man in the image of venezuela have cancer,1,2,0
86,86,why are man in the center of the image in kinshasa pulling back,0,0,1
87,87,who did person with the black suit in the image choose as the leader of the free world,1,1,1
88,88,how many medals does person in the left of the image have in the olympics,1,0,0
89,89,who has the most olympic medals for man with the glasses in the image,1,1,1
90,90,who is going to beat man in the left of the image in the olympics,3,3,1
91,91,when did shannon hope write believe by man in the image,2,2,1
92,92,when did man in the image write the song believe,0,0,1
93,93,what does person in the image mean by why i bother,1,2,0
94,94,who is the student of person in the image in khatra kabar,0,2,0
95,95,who supports man in the image in his boycott of riyadh,0,0,1
96,96,where is man in the image of the salafist mosque located,2,2,1
97,97,where is the sheikh of man in the left of the image located,3,3,1
98,98,who was martyred in bomb blast in baluchistan including woman in the left of the image,2,2,1
99,99,where are most of the somalis refugees coming from according to person in the left of the image,3,3,1
100,100,where are most of the somalis refugees going according to person in the left of the image,3,3,1
101,101,where are most of the somali refugees going according to person with the red jacket in the image,1,1,1
102,102,what treaty does person in the center of the image want us to join,0,3,0
103,103,who did person in the right of the image for the chemical attack in syria,0,3,0
104,104,when did person in the image die in real life,1,1,1
105,105,when did person in the image died in real life,3,3,1
106,106,when did person in the image die in real life,2,2,1
107,107,when did woman in the image die in real life,3,3,1
108,108,who is person in the image of pakistan at present,1,1,1
109,109,who did man in the image choose as us president for africa,0,0,1
110,110,who is man in the image of state talking about in africa,2,2,1
111,111,who is traveling with person with the black jacket in the image to the united nations general assembly,0,1,0
112,112,who is talking to man in the right of the image about the war in afghanistan,0,0,1
113,113,when do they nominate mitt ryan to run against man in the image,0,0,1
114,114,who won the election in man with the white dress in the image last week,1,0,0
115,115,who won the election in man with the white dress in the image last week,1,3,0
116,116,when does person in the left of the image call for a deficit reduction deal,0,0,1
117,117,where did person in the left of the image and rahma go in the viva world cup,1,1,1
118,118,who replaced woman in the image as party leader in burma,0,3,0
119,119,what is the priority for france under person in the image,1,1,1
120,120,what is the priority for france under person in the image,3,3,1
121,121,when did person in the bottom of the image go on strike in south africa,1,1,1
122,122,who did woman in the center of the image write hold on for,0,0,1
123,123,who elected person in the image as the new prime minister of ethiopia,1,1,1
124,124,who is the current ambassador to ethiopia after woman in the image became the leader of the ePRDF,1,3,0
125,125,what is the percentage of tigrayans in person in the image,3,3,1
126,126,when does woman in the image visit israel if he is elected,0,0,1
127,127,what did person in the image do to strengthen ties with israel,3,3,1
128,128,what did person in the image do to strengthen ties with israel,1,1,1
129,129,what did person in the image do to strengthen ties with israel,0,0,1
130,130,who is running against woman in the image for president in 2012,1,1,1
131,131,who did person in the bottom of the image and tom jones write for,1,3,0
132,132,who is the leader of man in the right of the image,1,1,1
133,133,who did woman in the right of the image meet in egypt,3,0,0
134,134,who was talking to person in the right of the image about the ceasefire in jerusalem,2,2,1
135,135,where did the first protest against person in the bottom of the image take place,1,1,1
136,136,what is the name of the group that is opposing person in the bottom of the image,1,1,1
137,137,person in the left of the image are there in the lucy river,3,0,0
138,138,who is the leader of person with the black suit in the image in syria,3,1,0
139,139,who is running for president in egypt as woman with the black suit in the image,1,1,1
140,140,who are woman with the black suit in the image running for president in egypt,3,3,1
141,141,what is the significance of the victory of man with the sunglasses in the image in gujarat,3,3,1
142,142,what is the significance of man in the center of the image in gujarat,2,2,1
143,143,what is the significance of the victory of man in the center of the image in gujarat,0,0,1
144,144,who is person in the image of the national nra,0,0,1
145,145,what is the issue that person in the right of the image is talking about in his speech tonight,2,1,0
146,146,who is to blame for the european debt crisis according to person in the left of the image,0,0,1
147,147,who is woman in the image of the french socialist party,1,2,0
148,148,who was person with the purple shirt in the image of mombasa republic council released from prison,0,0,1
149,149,who wrote the music for person in the center of the image and vococo,2,1,0
150,150,who is the music director and man in the center of the image for voco,2,2,1
151,151,who wrote the music for voco when i was man in the center of the image,1,3,0
152,152,where is the next presidential debate between person with the white shirt in the image and president,2,0,0
153,153,who's running for president in 2012 with person with the white shirt in the image,3,2,0
154,154,who was arrested during a freedom march organized by person in the left of the image,0,1,0
155,155,where does the majority of american support for person in the left of the image come from,1,1,1
156,156,when did mitt mccain release his tax returns to person in the left of the image,1,2,0
157,157,what is the charge against woman in the image in sweden,0,0,1
158,158,who is involved in the peace talks with man with the black suit in the image,0,0,1
159,159,who is involved in the peace talks with person with the black suit in the image,2,2,1
160,160,who was person in the center of the image of vietnam before trong,2,1,0
161,161,who was man in the right of the image to call for a special congressional committee to investigate the british attack in bghazi,1,2,0
162,162,when did person in the right of the image say the video was a spontaneous demonstration,1,1,1
163,163,when did man in the center of the image become the us ambassador to the un,1,2,0
164,164,who is the new president of russia after man in the center of the image resigned,3,1,0
165,165,who is the new president of russia after person with the black suit in the image stepped down,1,0,0
166,166,who is the head of the united states military under person in the left of the image of defense,1,1,1
167,167,person in the left of the image who said god does n 't exist,2,3,0
168,168,who won the country music award for woman in the center of the image,1,1,1
169,169,where is person with the black suit in the image of the united states speaking tonight,2,0,0
170,170,what is the speech between person in the right of the image and mccain,3,0,0
171,171,what kind of speech does oregon give to man with the black suit in the image tonight,0,0,1
172,172,when do oregon and person with the black suit in the image meet for the first time,1,0,0
173,173,when did france change its name from madame to man in the right of the image,0,0,1
174,174,how many ministers are there in the french government for man in the right of the image,2,2,1
175,175,who is the us ambassador to afghanistan when person in the image is there,0,0,1
176,176,who was person with the black suit in the image of the democratic republic of africa at the time of the summit,3,0,0
177,177,who is the leader of person in the left of the image,2,2,1
178,178,who is the leader of person with the purple shirt in the image,2,2,1
179,179,who was the us ambassador to bangladesh during the reign of man in the image,2,3,0
180,180,who has the power to remove man in the image in iraq,2,1,0
181,181,who did person in the left of the image meet with in afghanistan,0,1,0
182,182,who was person with the black coat in the image that tried to overthrow the government of turkey,0,2,0
183,183,who is running for president in 2012 with woman with the white shirt in the image and mitt Romney,0,0,1
184,184,what is the role of person in the image in pakistan,2,0,0
185,185,who is the new prime minister of man in the image ashraf,2,2,1
186,186,who was the president when man in the right of the image was released,0,0,1
187,187,who is the leader of burma now that man in the right of the image is free,2,0,0
188,188,how many delegates did mccain get in texas primary for man in the left of the image,0,0,1
189,189,where did mitt mccain go as man with the black suit in the image,0,1,0
190,190,how many delegates did man in the left of the image need to win the texas primary,3,0,0
191,191,how many delegates did man in the left of the image need to win the texas primary,2,2,1
192,192,how many delegates did mitt person in the left of the image need to win the texas primary,1,1,1
193,193,how many delegates did man with the black suit in the image get in the texas primary,1,0,0
194,194,how many delegates did man with the black suit in the image need to win texas,3,1,0
195,195,who is man in the left of the image of the nobel prize,1,1,1
196,196,who is running for man with the black suit in the image in japan,2,2,1
197,197,what is the charge against person in the left of the image,3,1,0
198,198,what is the charge against person in the left of the image,2,0,0
199,199,who is involved in the conflict between man with the white dress in the image and turkey,0,0,1
200,200,who ran against person in the image in the recall election,3,3,1
201,201,where are person in the left of the image for president,2,2,1
202,202,where is person in the left of the image campaigning in the final days of the campaign,0,0,1
203,203,where are person in the left of the image and mccain campaigning in virginia,2,1,0
204,204,who is person in the left of the image for president of china,0,3,0
205,205,who does the president run as person in the left of the image for,2,2,1
206,206,person in the left of the image in michigan in 2012,1,1,1
207,207,when did the taliban plan to kill man in the center of the image,2,2,1
208,208,when does maria palfrey and person with the glasses in the image set sail for cuba,0,1,0
209,209,what does man in the right of the image want to do to help small businesses,1,1,1
210,210,what are the problems facing the us economy right now according to man in the right of the image,1,2,0
211,211,what is on the to-do list of man in the right of the image,3,3,1
212,212,who is the new prime minister of ethiopia after person with the black suit in the image died,3,2,0
213,213,who is the foreign minister of ethiopia who is mourning the death of person with the black suit in the image,0,1,0
214,214,who is going to be the guest of honor at the funeral of person with the black suit in the image,1,2,0
215,215,what is the next step for person in the left of the image and ocollo,3,3,1
216,216,where did person with the black shirt in the image of state clinton give her speech on china,3,3,1
217,217,who did person with the black suit in the image of state visit in mongolia,3,3,1
218,218,who did person with the black jacket in the image of state visit in mongolia,0,0,1
219,219,why is person with the black jacket in the image of state traveling to asia,3,2,0
220,220,who did person with the black suit in the image of state visit in mongolia,0,0,1
221,221,who did secretary of man with the black jacket in the image meet with in mongolia,3,3,1
222,222,who did secretary of person in the center of the image meet in mongolia,3,3,1
223,223,who is person in the left of the image of jordan confirming today,0,1,0
224,224,who was the man who blew up the plane in woman in the left of the image,0,0,1
225,225,what is woman with the red shirt in the image doing in vietnam,2,0,0
226,226,what is woman in the left of the image doing in vietnam,2,2,1
227,227,who is person in the center of the image of ethiopia,0,0,1
228,228,who is person in the center of the image of ethiopia,1,1,1
229,229,what is the main demand of man in the right of the image during his hunger strike,3,3,1
230,230,what is the main demand of person in the right of the image on hunger strike,2,2,1
231,231,who is man in the left of the image at the time of the 2012 election,2,1,0
232,232,who is talking to person with the black suit in the image about the fiscal cliff,3,3,1
233,233,when does person in the left of the image start in china,2,2,1
234,234,where did person in the left of the image die in china,2,2,1
235,235,when does person in the left of the image go on trial in china,1,3,0
236,236,who is accused of killing bo man in the left of the image,1,0,0
237,237,where did woman in the left of the image march in vietnam last week,0,0,1
238,238,who does person in the center of the image meet in india during her visit,1,2,0
239,239,who does person in the center of the image meet in india during her visit,1,0,0
240,240,who is elected president of egypt after person in the left of the image took oath of office,3,1,0
241,241,who is the man who is giving hope to woman in the top of the image in south africa,2,2,1
242,242,who is person in the right of the image of cutting social welfare programs,3,3,1
243,243,where does person in the right of the image come from in the 2012 presidential campaign,1,1,1
244,244,where does mike ryan live at person in the right of the image,3,2,0
245,245,who is person in the right of the image running for us president in 2012,0,0,1
246,246,how old is chuck person in the center of the image in the olympics,3,3,1
247,247,what does person in the center of the image say is the difference between the olympic and para olympics,2,2,1
248,248,who was person in the right of the image of facebook when it went public,1,2,0
249,249,what does person in the image call the biggest problem in the world today,0,0,1
250,250,what does person in the image link the united states and britain,2,2,1
251,251,what did person in the image say to the victims of human trafficking,0,0,1
252,252,who was involved in the talks with person in the image,1,1,1
253,253,when did person in the image mitt regan condemn the attack on the us consulate in egypt,0,1,0
254,254,where is person in the center of the image going on his foreign policy trip,1,3,0
255,255,where is mitt mitt going as person in the center of the image in chief of the armed forces,0,3,0
256,256,who said he is person in the center of the image in american power,1,3,0
257,257,who is the pollster who is running for person in the left of the image in ohio,1,3,0
258,258,who is running for man in the left of the image in the united states in 2012,0,3,0
259,259,when did mitt person in the left of the image start campaigning for president,2,2,1
260,260,who is the pollster who says person in the left of the image won ohio,3,2,0
261,261,who was man in the image to defect from syrian government,3,0,0
262,262,who was man in the image to defect,0,0,1
263,263,what happened to the bbc's editor in man in the image,0,0,1
264,264,what happened to man in the image of the bbc,3,2,0
265,265,where did president oberlin speak to man in the left of the image in joplin,1,1,1
266,266,where did president oberlin speak to person in the left of the image in joplin,3,3,1
267,267,where did president obama speak to person in the left of the image in joplin,2,2,1
268,268,where did president oberlin speak to person in the left of the image of high school graduates,0,0,1
269,269,what kind of weapons did man in the image have in his house,0,2,0
270,270,what kind of weapons did the shooter have as person in the image,1,0,0
271,271,who did person in the left of the image of the united states meet with in thailand,1,3,0
272,272,who did person in the left of the image meet in thailand last year,3,0,0
273,273,who did woman with the black coat in the image meet in thailand last year,0,2,0
274,274,person in the left of the image who is committed to democracy and rule of law,2,2,1
275,275,why is mitt russell running for person in the image in ohio,0,2,0
276,276,who has been most opposed to man in the image. ober administration's jobs plan,0,0,1
277,277,who is running against man in the image in 2012,3,2,0
278,278,who is running for president against person in the image,2,2,1
279,279,where does man in the image lead in the presidential race,2,0,0
280,280,man in the left of the image accused of corruption in sports project,2,3,0
281,281,what is the expected growth in asia next year according to woman in the image,0,0,1
282,282,name the name of person in the left of the image of pakistan,0,3,0
283,283,who is invited to visit pakistan by person in the left of the image,1,3,0
284,284,who is the foreign minister of india when person in the left of the image met pakistan,2,1,0
285,285,who is invited to visit pakistan by person in the left of the image of india,0,2,0
286,286,who is going to visit pakistan this year according to person in the left of the image,2,0,0
287,287,who was the foreign minister of india when pakistan signed woman in the left of the image,0,0,1
288,288,who was person in the left of the image of india when pakistan and india signed visa agreement,0,0,1
289,289,what is the charge against woman in the left of the image,2,3,0
290,290,when do they vote to impeach person in the image in rome,3,3,1
291,291,what is woman in the image for the middle east,1,1,1
292,292,when did woman in the image speak to the middle class,1,1,1
293,293,who is meeting with person in the image on the debt ceiling,3,2,0
294,294,who did person in the image at the white house on Wednesday,1,1,1
295,295,when did person in the image address the middle class in washington dc,3,1,0
296,296,where did woman in the right of the image to iraq go after he left syria,3,3,1
297,297,what is the difference between person in the right of the image and reid,0,3,0
298,298,who is visiting china with secretary of man in the center of the image,0,1,0
299,299,man with the red dress in the image won the gold medal in the 2012 olympics,1,2,0
300,300,who was appointed a cardinal by person in the left of the image in the roman catholic church,3,3,1
301,301,where are the six new cardinals appointed by woman with the red suit in the image benedict,3,1,0
302,302,where are the six new cardinals appointed by person with the red suit in the image benedict,2,3,0
303,303,who is the current patriarch of person in the left of the image,3,3,1
304,304,who is going to meet with woman in the left of the image on thursday,0,0,1
305,305,what was the plunder of man in the left of the image in the philippines,0,0,1
306,306,what is wrong with man in the left of the image in the philippines,2,2,1
307,307,what is the meaning of free gloria in man in the left of the image,2,2,1
308,308,where did man in the left of the image hold a press conference,2,2,1
309,309,where did woman in the center of the image visit the bodies of the american ambassador killed in libya,3,3,1
310,310,where did person in the center of the image of state clinton visit the bodies of the american ambassador in libya,1,1,1
311,311,where did secretary of person in the center of the image visit the bodies of the american ambassador killed in libya,0,3,0
312,312,where did secretary of person in the center of the image visit the bodies of the four american diplomats killed in libya,2,0,0
313,313,where did person in the center of the image receive the bodies of the american ambassador killed in libya,0,0,1
314,314,when does mitt person in the right of the image become president of the united states,3,3,1
315,315,who said man in the image was weak on egypt,3,3,1
316,316,what is the most recent poll showing between person in the image and mitt,2,2,1
317,317,who is running against man in the image for president in 2012,2,2,1
318,318,where was the rally in support of person in the bottom of the image held,2,2,1
319,319,where did thousands of man in the bottom of the image rally in support of him,3,3,1
320,320,when does man in the center of the image go to russia,0,0,1
321,321,when does germany send a message to russia about its treatment of man with the black suit in the image,3,3,1
322,322,when does person in the center of the image go to russia next year,3,0,0
323,323,when does germany go to russia to meet with man with the black suit in the image,0,0,1
324,324,when does german chancellor meet with person with the black suit in the image of russia,1,1,1
325,325,when does germany go to russia to meet with person with the black suit in the image,0,1,0
326,326,when does germany go to russia to meet with man in the center of the image,3,3,1
327,327,where did person with the black suit in the image come from in germany,1,0,0
328,328,who has condemned person in the left of the image of a girl in india,0,2,0
329,329,who beat up person in the left of the image on a bus in delhi,0,2,0
330,330,who was the president of afghanistan when person in the top of the image won the election,0,3,0
331,331,who was the president of afghanistan when man in the top of the image won the election,1,2,0
332,332,why is person in the left of the image in hospital,3,3,1
333,333,what weapons did iraq buy from russia as person in the right of the image,1,1,1
334,334,who is visiting australia with man in the image,2,3,0
335,335,who says syama suu kiri is person in the image to the us,1,1,1
336,336,person in the image tells un that japan stole the islands,1,1,1
337,337,when did person in the image quit as us ambassador to kenya,3,0,0
338,338,who is the leader of the house of representatives person in the image,3,3,1
339,339,who did man in the image talk to on the fiscal cliff,0,0,1
340,340,who did man in the image talk to on the fiscal cliff,3,3,1
341,341,who is the leader of the house of representatives who is working with man in the image on a deficit reduction plan,1,2,0
342,342,who is running for president against man with the black suit in the image in france,2,2,1
343,343,who is involved in the self-immolations in person in the image,1,2,0
344,344,who is involved in the recent protests in man in the image,3,2,0
345,345,who is involved in the recent protests in person in the image,0,3,0
346,346,who is involved in the recent protests in person in the image,1,2,0
347,347,why are there so many self-immolations in person in the image,2,2,1
348,348,what is the cause of the recent self-immolations in person in the image,1,1,1
349,349,who presented a transitional plan to ecowas person in the image in malaysia,1,1,1
350,350,who is traveling with man in the left of the image of the joint chiefs of staff,1,2,0
351,351,who is the us defense person in the left of the image under person in the left of the image of state,0,0,1
352,352,what does man in the left of the image say about the neptune convention,3,3,1
353,353,when is person with the glasses in the image of venezuela going to be sworn in,3,3,1
354,354,when is the next election for venezuela president after person with the glasses in the image dies,3,3,1
355,355,when is the next election for venezuela after man with the sunglasses in the image dies,2,2,1
356,356,when is the next election for venezuela after man with the sunglasses in the image dies,3,3,1
357,357,how many times did person in the bottom of the image serve as speaker of the house,0,0,1
358,358,how many years did man in the image play in movies,3,1,0
359,359,how many years did man in the image play in movies,2,3,0
360,360,who was in the room with person in the center of the image on eid al-adha,1,2,0
361,361,when did person in the image appear before the legislative council,2,2,1
362,362,where is woman in the left of the image being held,1,3,0
363,363,where is the presidential debate between person in the left of the image. mitt Romney and president,3,3,1
364,364,who has the advantage in the presidential debate between person in the left of the image. obama and mccain,0,0,1
365,365,where is the second debate between woman in the left of the image and b.s. president,2,2,1
366,366,who is running for us senate in arizona with person in the left of the image,0,2,0
367,367,who is running for person in the left of the image in arizona,1,1,1
368,368,who is running to replace person in the left of the image in arizona,3,2,0
369,369,who is running for congress in arizona after man in the left of the image was shot,1,3,0
370,370,why did woman in the left of the image and lauberman form a new political party,1,2,0
371,371,what is the main reason for supporting person in the right of the image in 2012,1,1,1
372,372,who is running for vice president with woman with the black coat in the image,1,0,0
373,373,what is the priority for person in the image at the un,1,1,1
374,374,who is the president of pakistan when woman in the image speaks,0,3,0
375,375,how many medals did person with the black suit in the image give to shimon peres,3,3,1
376,376,who is known as man with the black coat in the image,2,1,0
377,377,who won the nobel peace prize with man in the center of the image,1,3,0
378,378,who is person in the left of the image,0,0,1
379,379,who is accusing man in the right of the image of rape,2,2,1
380,380,when is woman with the white coat in the image coming to india,2,3,0
381,381,what is the priority when person with the white jacket in the image is visiting india,1,1,1
382,382,when did the president of person in the right of the image get shot,0,3,0
383,383,"who offered a bounty of 100,000 rupees for man in the right of the image",3,3,1
384,384,who is the current leader of ukraine after man in the image resigned,3,3,1
385,385,when did the first lady of north korea appear with man with the green dress in the image,2,2,1
386,386,when was person in the right of the image of north korea introduced,0,0,1
387,387,where is man in the center of the image being treated in britain,1,1,1
388,388,where is person in the center of the image being treated in the uk,2,2,1
389,389,where is person in the center of the image being treated in the uk,0,0,1
390,390,who is the main opponent of person in the center of the image in ukraine,2,1,0
391,391,who is person in the center of the image of ukraine,0,0,1
392,392,who is person in the center of the image in ukraine right now,2,2,1
393,393,who is man in the center of the image of the former ukraine prime minister,1,1,1
394,394,who is person in the center of the image of the opposition leader in ukraine,1,3,0
395,395,who is responsible for passing a deficit reduction bill according to person in the image,3,2,0
396,396,when did malala yousafzai get shot by man in the center of the image,2,2,1
397,397,who is the pakistan interior minister who supported person in the center of the image in her struggle for education,0,0,1
398,398,what does person in the image of state clinton say about human rights,2,0,0
399,399,countries where did chris man in the image in 2011,2,3,0
400,400,who is the prime minister of india when woman in the left of the image is in india,0,2,0
401,401,who is person in the left of the image of india in afghanistan,3,0,0
402,402,what does secretary of man in the image want to do in the pacific,0,3,0
403,403,how much does the greek government have to cut to appease person in the bottom of the image in the country,1,1,1
404,404,what is the condition of woman in the left of the image in pakistan who is accused of blasphemy,2,1,0
405,405,who was the man who set himself on fire in man in the left of the image,1,1,1
406,406,where did man in the left of the image set himself on fire,3,0,0
407,407,what is the main goal of the new tax plan proposed by person in the right of the image,2,1,0
408,408,who plays person in the image in washington revels the winter solstice,1,1,1
409,409,what is the unemployment rate for person with the white shirt in the image,0,1,0
410,410,what do you think is a barrier for woman with the white dress in the image in the labor market,2,2,1
411,411,who would be president if person in the image dies,3,3,1
412,412,where does person in the image of venezuela have cancer,2,2,1
413,413,who was the leader of africa when woman in the bottom of the image wailed,0,2,0
414,414,where was the body of person in the bottom of the image zenawi laid to rest,1,1,1
415,415,where was the body of person in the bottom of the image zenawi laid to rest,2,0,0
416,416,person in the left of the image say about turkey in an interview published Wednesday,2,3,0
417,417,where are the refugees from person in the image going,2,0,0
418,418,what is the significance of man with the black jacket in the image in syria,3,3,1
419,419,who is person in the left of the image of the united states when the philippines visit,0,1,0
420,420,who plays with person in the image on 24/7,1,1,1
421,421,where did the song 24 / 7 by person in the image come from,1,1,1
422,422,who was the us secretary of state when person in the right of the image died,2,3,0
423,423,who was man in the right of the image of ghana when he died,0,1,0
424,424,who did haley clinton visit as man in the right of the image of state in 2012,2,2,1
425,425,who is running for president against person with the yellow suit in the image in 2012,0,2,0
426,426,why is person with the yellow suit in the image running for reelection in 2012,1,2,0
427,427,who is running for president against person in the center of the image,1,2,0
428,428,who said the economy is not doing well under person in the center of the image,0,3,0
429,429,who is running against man with the yellow suit in the image for president in 2012,1,1,1
430,430,who is running for president against person with the yellow suit in the image in 2012,0,2,0
431,431,who is running for president in 2012 against man in the center of the image,1,2,0
432,432,who is running for president in 2012 with mitt mccain as person in the center of the image,0,0,1
433,433,who is running for president in 2012 as man in the center of the image of government,3,3,1
434,434,who is running for president in 2012 with oregon vs. man with the yellow suit in the image,1,2,0
435,435,who is man with the yellow suit in the image who is running for president in 2012,3,2,0
436,436,when does woman in the right of the image go to south korea,3,3,1
437,437,what is the name of person in the right of the image going to korea,1,1,1
438,438,when does mitt person in the image say the united states will be energy independent,2,2,1
439,439,who was man in the image to defect from syria,1,1,1
440,440,what crime did man in the center of the image in the soviet union stand for,0,3,0
441,441,what crime did man with the blue dress in the image in russia get punished for,2,2,1
442,442,what did man in the left of the image collect in his time of great need,0,0,1
443,443,what is person in the center of the image on syria,0,3,0
444,444,what does person in the center of the image mean by intervention in syria,3,1,0
445,445,when did person in the center of the image become president of the united states,2,0,0
446,446,who is running for president in 2012 with person in the center of the image,1,1,1
447,447,when do the farc talks with man in the image end,1,1,1
448,448,when does man in the image of colombia start peace talks with farc,0,0,1
449,449,where did the prime minister of syria flee to after he was fired by person with the black suit in the image,1,0,0
450,450,what is the religion of president person with the black suit in the image in syria,0,0,1
451,451,what is the religion of the man in person with the black suit in the image in syria,0,2,0
452,452,why did china kill woman in the right of the image who wanted to protest the government of china,3,2,0
453,453,why was the meeting between man with the black coat in the image of state and china president cancelled,2,2,1
454,454,who did person in the right of the image meet in china during her visit to the country,0,0,1
455,455,who played lincoln in the new movie by person with the black dress in the image,3,3,1
456,456,when does the movie lincoln by man with the black dress in the image take place,3,0,0
457,457,who was the president in person with the black dress in the image,2,1,0
458,458,who was man in the bottom of the image to libya killed,2,1,0
459,459,who is the new prime minister of ethiopia after person in the bottom of the image dies,2,1,0
460,460,what job did paula broadwell have as man in the left of the image at harvard,0,0,1
461,461,who does mitt Romney say man in the image for president,0,3,0
462,462,when does mitt person in the image go to britain for the first time,2,2,1
463,463,what is the name of the debate between man in the left of the image and mitt Romney,2,2,1
464,464,who is person in the center of the image that gu kailai is accused of killing,1,1,1
465,465,who man in the center of the image kill in china,0,3,0
466,466,what movie does person with the glasses in the image and meryl streep play in,1,1,1
467,467,who does person with the glasses in the image play in the movie arnold,2,2,1
