qid,gt_ans,pred_ans_blip,correctness_blip
66,"[4, 0, 3, 1, 2]","[1, 2, 3, 0, 4]",0
67,"[2, 0, 4, 1, 3, 5]","[0, 3, 5, 1, 4, 2]",0
68,"[9, 6, 0, 1, 8, 4, 11, 5, 3, 12, 2, 7, 10]","[3, 2, 1, 0, 10, 8, 9, 6, 7, 4, 11, 5, 12]",0
69,"[0, 1, 2, 3]","[0, 1, 2, 3]",1
70,"[0, 2, 4, 6, 1, 3, 5]","[0, 2, 4, 6, 1, 3, 5]",1
71,"[0, 3, 1, 2]","[0, 3, 1, 2]",1
72,"[0, 2, 3, 1]","[2, 1, 3, 0]",0
73,"[6, 0, 4, 8, 5, 9, 3, 7, 1, 2]","[4, 6, 5, 7, 0, 9, 8, 1, 2, 3]",0
74,"[2, 1, 0, 4, 3]","[3, 4, 1, 2, 0]",0
75,"[3, 4, 2, 0, 1, 6, 5]","[4, 5, 6, 3, 1, 0, 2]",0
76,"[1, 4, 2, 3, 0]","[0, 4, 2, 3, 1]",0
77,"[1, 0, 3, 4, 2]","[1, 0, 3, 4, 2]",1
78,"[2, 3, 1, 0]","[2, 3, 1, 0]",1
79,"[1, 0]","[1, 0]",1
80,"[4, 2, 3, 0, 6, 5, 10, 12, 11, 17, 9, 8, 15, 7, 16, 1, 14, 13]","[0, 5, 15, 1, 4, 10, 6, 3, 7, 16, 2, 17, 14, 12, 8, 13, 9, 11]",0
81,"[2, 3, 1, 0]","[2, 1, 3, 0]",0
82,"[1, 8, 10, 5, 0, 11, 9, 12, 6, 7, 3, 4, 2, 13]","[7, 13, 10, 1, 6, 2, 3, 4, 11, 8, 5, 0, 9, 12]",0
83,"[4, 0, 1, 2, 3]","[1, 0, 3, 4, 2]",0
84,"[1, 2, 0]","[0, 2, 1]",0
85,"[1, 3, 2, 0]","[0, 1, 2, 3]",0
86,"[4, 8, 6, 2, 1, 7, 3, 0, 9, 5]","[7, 1, 3, 4, 6, 5, 8, 9, 2, 0]",0
87,"[2, 3, 0, 1]","[0, 1, 2, 3]",0
88,"[2, 3, 1, 4, 0, 5]","[1, 3, 4, 2, 5, 0]",0
89,"[1, 4, 6, 5, 0, 2, 3]","[1, 4, 6, 5, 0, 2, 3]",1
90,"[2, 4, 1, 0, 3]","[0, 1, 3, 2, 4]",0
91,"[0, 2, 1]","[0, 1, 2]",0
92,"[3, 1, 0, 2]","[1, 2, 3, 0]",0
93,"[2, 5, 3, 4, 1, 0]","[0, 5, 3, 4, 1, 2]",0
94,"[0, 3, 1, 2]","[0, 1, 2, 3]",0
95,"[3, 0, 2, 1]","[3, 0, 2, 1]",1
96,"[1, 4, 5, 6, 3, 2, 0]","[1, 4, 5, 6, 3, 2, 0]",1
97,"[0, 3, 2, 1]","[0, 3, 2, 1]",1
98,"[5, 4, 1, 2, 3, 0]","[5, 4, 1, 2, 3, 0]",1
99,"[1, 0, 2]","[0, 1, 2]",0
100,"[1, 0, 2, 3]","[1, 0, 2, 3]",1
101,"[2, 0, 1]","[0, 2, 1]",0
102,"[4, 3, 1, 0, 2]","[1, 0, 2, 3, 4]",0
103,"[2, 9, 6, 5, 0, 7, 3, 1, 8, 4]","[8, 1, 7, 0, 4, 5, 3, 2, 6, 9]",0
104,"[7, 0, 6, 3, 1, 4, 2, 5]","[7, 0, 6, 3, 1, 4, 2, 5]",1
105,"[6, 5, 0, 1, 4, 2, 3]","[6, 5, 0, 1, 4, 2, 3]",1
106,"[3, 0, 4, 2, 5, 6, 7, 1]","[7, 1, 5, 2, 6, 3, 4, 0]",0
107,"[0, 1, 3, 2]","[1, 0, 3, 2]",0
108,"[0, 4, 0, 2, 0]","[0, 2, 0, 4, 0]",0
109,"[1, 0, 3, 2]","[1, 0, 3, 2]",1
110,"[0, 3, 7, 1, 4, 6, 5, 9, 2, 8]","[0, 3, 7, 1, 4, 6, 5, 9, 2, 8]",1
111,"[2, 0, 2, 9, 2, 1, 2, 5, 2, 4]","[2, 0, 2, 1, 2, 2, 2, 4, 5, 9]",0
112,"[1, 4, 0, 2, 3]","[1, 4, 0, 2, 3]",1
113,"[3, 2, 0, 1, 5, 4]","[2, 1, 4, 0, 3, 5]",0
114,"[0, 2, 3, 1]","[0, 2, 3, 1]",1
115,"[4, 0, 1, 3, 2]","[4, 0, 1, 3, 2]",1
116,"[2, 1, 0, 3]","[2, 1, 3, 0]",0
117,"[4, 3, 6, 0, 2, 5, 1]","[3, 2, 1, 4, 0, 5, 6]",0
118,"[2, 4, 1, 0, 3]","[1, 0, 2, 3, 4]",0
119,"[1, 2, 4, 5, 3, 0, 6, 7]","[1, 2, 4, 5, 3, 0, 6, 7]",1
120,"[2, 0, 1, 3]","[2, 1, 0, 3]",0
121,"[0, 2, 1]","[0, 2, 1]",1
122,"[1, 3, 0, 2]","[2, 3, 0, 1]",0
123,"[4, 2, 1, 0, 5, 3]","[3, 0, 2, 4, 5, 1]",0
124,"[2, 4, 1, 0, 3]","[1, 0, 2, 3, 4]",0
125,"[0, 1, 2]","[0, 1, 2]",1
126,"[6, 2, 4, 5, 3, 1, 0]","[1, 0, 2, 6, 3, 4, 5]",0
127,"[2, 1, 3, 0]","[0, 1, 2, 3]",0
128,"[6, 0, 4, 3, 2, 1, 5]","[3, 1, 2, 4, 0, 5, 6]",0
129,"[2, 0, 4, 3, 6, 1, 5]","[0, 1, 2, 4, 5, 3, 6]",0
130,"[4, 3, 1, 0, 5, 2]","[0, 2, 5, 3, 1, 4]",0
131,"[3, 4, 2, 0, 1, 5]","[3, 4, 2, 0, 1, 5]",1
132,"[0, 2, 3, 1]","[3, 1, 2, 0]",0
133,"[0, 3, 1, 2]","[2, 1, 0, 3]",0
134,"[2, 1, 0]","[0, 1, 2]",0
135,"[3, 0, 2, 1]","[0, 1, 2, 3]",0
136,"[0, 4, 5, 2, 1, 3]","[2, 3, 4, 0, 5, 1]",0
137,"[6, 5, 0, 2, 3, 1, 4]","[1, 2, 4, 3, 0, 5, 6]",0
138,"[1, 5, 7, 3, 2, 0, 8, 6, 4]","[1, 5, 0, 8, 6, 2, 4, 3, 7]",0
139,"[3, 0, 4, 2, 1]","[4, 1, 2, 0, 3]",0
140,"[2, 1, 3, 0]","[2, 1, 3, 0]",1
141,"[3, 0, 2, 1, 4]","[3, 0, 2, 1, 4]",1
142,"[5, 0, 4, 2, 3, 1]","[1, 2, 3, 5, 0, 4]",0
143,"[3, 1, 0, 2]","[1, 0, 2, 3]",0
144,"[2, 5, 6, 4, 8, 1, 3, 7, 0]","[2, 5, 6, 4, 8, 1, 3, 7, 0]",1
145,"[0, 3, 2, 1]","[1, 2, 3, 0]",0
146,"[2, 0, 1, 3]","[2, 1, 3, 0]",0
147,"[0, 3, 2, 1]","[2, 1, 3, 0]",0
148,"[2, 0, 1, 3, 4]","[1, 4, 0, 2, 3]",0
149,"[3, 2, 4, 5, 1, 0]","[4, 5, 2, 3, 1, 0]",0
150,"[3, 5, 1, 4, 2, 0]","[2, 3, 1, 4, 5, 0]",0
151,"[4, 1, 2, 0, 3, 5, 6]","[0, 5, 2, 1, 3, 4, 6]",0
152,"[5, 2, 6, 1, 0, 4, 7, 3]","[0, 2, 4, 3, 6, 1, 5, 7]",0
153,"[2, 1, 0, 3]","[3, 1, 2, 0]",0
154,"[2, 5, 4, 0, 1, 3]","[5, 4, 0, 2, 1, 3]",0
155,"[2, 3, 4, 1, 0]","[1, 2, 3, 4, 0]",0
156,"[3, 0, 1, 2]","[2, 1, 3, 0]",0
157,"[3, 0, 2, 4, 1]","[4, 3, 2, 1, 0]",0
158,"[0, 1, 2]","[0, 1, 2]",1
159,"[0, 2, 1]","[0, 2, 1]",1
160,"[2, 3, 1, 0]","[1, 2, 3, 0]",0
161,"[1, 2, 4, 0, 3]","[0, 4, 3, 2, 1]",0
162,"[0, 5, 4, 3, 1, 2]","[0, 5, 4, 3, 1, 2]",1
163,"[2, 4, 0, 5, 3, 1]","[0, 5, 2, 1, 4, 3]",0
164,"[2, 3, 6, 5, 1, 4, 0]","[0, 1, 2, 5, 6, 4, 3]",0
165,"[3, 1, 0, 2]","[0, 3, 1, 2]",0
166,"[5, 1, 0, 3, 2, 4]","[1, 3, 0, 4, 2, 5]",0
167,"[2, 1, 3, 5, 4, 0]","[2, 1, 3, 5, 4, 0]",1
168,"[3, 0, 2, 1, 4]","[1, 0, 2, 3, 4]",0
169,"[0, 1, 3, 2]","[0, 1, 2, 3]",0
170,"[1, 0, 2]","[0, 1, 2]",0
171,"[1, 2, 0, 3]","[1, 2, 0, 3]",1
172,"[1, 0, 6, 3, 2, 5, 4]","[1, 0, 6, 3, 2, 5, 4]",1
173,"[0, 3, 1, 2]","[0, 2, 3, 1]",0
174,"[2, 6, 3, 0, 1, 4, 5, 7]","[5, 7, 4, 3, 1, 2, 6, 0]",0
175,"[0, 1, 2]","[0, 1, 2]",1
176,"[0, 1, 2]","[0, 1, 2]",1
177,"[0, 1, 2]","[0, 1, 2]",1
178,"[2, 0, 4, 3, 1, 5]","[2, 0, 4, 3, 1, 5]",1
179,"[1, 2, 0]","[0, 2, 1]",0
180,"[1, 0, 2]","[0, 2, 1]",0
181,"[4, 3, 1, 2, 0]","[4, 3, 0, 2, 1]",0
182,"[1, 2, 4, 3, 0]","[1, 0, 3, 4, 2]",0
183,"[0, 2, 1, 3]","[0, 2, 1, 3]",1
184,"[3, 0, 1, 2]","[0, 3, 2, 1]",0
185,"[5, 0, 1, 2, 3, 4]","[5, 0, 1, 2, 3, 4]",1
186,"[4, 2, 3, 1, 0]","[3, 1, 2, 0, 4]",0
187,"[0, 4, 1, 2, 3]","[0, 4, 1, 2, 3]",1
188,"[2, 3, 4, 0, 1]","[2, 3, 4, 0, 1]",1
189,"[6, 0, 4, 5, 1, 2, 3]","[1, 0, 5, 4, 6, 2, 3]",0
190,"[0, 4, 1, 3, 2, 5]","[0, 2, 1, 3, 4, 5]",0
191,"[3, 0, 1, 2]","[0, 1, 2, 3]",0
192,"[1, 5, 0, 3, 4, 2]","[2, 5, 3, 1, 4, 0]",0
193,"[3, 0, 2, 1]","[0, 3, 2, 1]",0
194,"[1, 2, 0]","[0, 2, 1]",0
195,"[4, 2, 3, 1, 0]","[3, 4, 0, 1, 2]",0
196,"[4, 3, 2, 1, 0]","[1, 3, 0, 2, 4]",0
197,"[2, 3, 1, 0]","[0, 2, 3, 1]",0
198,"[2, 1, 3, 0]","[1, 2, 3, 0]",0
199,"[1, 0, 4, 5, 3, 2]","[2, 3, 5, 0, 4, 1]",0
200,"[0, 6, 5, 7, 2, 1, 4, 3]","[0, 6, 5, 7, 2, 1, 4, 3]",1
201,"[2, 0, 1, 3]","[3, 1, 2, 0]",0
202,"[0, 4, 1, 3, 6, 2, 5]","[0, 4, 1, 3, 6, 2, 5]",1
203,"[1, 4, 2, 0, 3]","[2, 0, 3, 4, 1]",0
204,"[1, 2, 0]","[1, 2, 0]",1
205,"[0, 2, 1, 3]","[1, 2, 3, 0]",0
206,"[4, 1, 3, 0, 2]","[4, 1, 2, 3, 0]",0
207,"[3, 0, 1, 2]","[0, 2, 3, 1]",0
208,"[3, 1, 0, 4, 2, 5]","[0, 5, 2, 4, 1, 3]",0
209,"[3, 1, 2, 4, 5, 0, 7, 6]","[3, 1, 2, 4, 5, 0, 7, 6]",1
210,"[5, 3, 4, 2, 0, 1]","[1, 0, 3, 4, 2, 5]",0
211,"[4, 3, 0, 1, 2]","[4, 1, 2, 3, 0]",0
212,"[1, 3, 0, 2]","[3, 1, 2, 0]",0
213,"[3, 0, 1, 2]","[0, 1, 2, 3]",0
214,"[4, 5, 0, 1, 2, 3]","[4, 5, 0, 1, 2, 3]",1
215,"[2, 0, 1]","[0, 2, 1]",0
216,"[2, 1, 3, 0]","[2, 1, 3, 0]",1
217,"[5, 7, 0, 3, 6, 2, 1, 4]","[5, 7, 0, 3, 6, 2, 1, 4]",1
218,"[3, 4, 5, 0, 1, 7, 2, 6]","[1, 4, 0, 5, 3, 6, 2, 7]",0
219,"[2, 3, 1, 0]","[3, 1, 2, 0]",0
220,"[3, 2, 4, 5, 1, 0]","[0, 1, 5, 2, 4, 3]",0
221,"[1, 4, 2, 3, 0]","[0, 2, 3, 4, 1]",0
222,"[4, 1, 3, 0, 2]","[1, 0, 2, 3, 4]",0
223,"[3, 1, 2, 0]","[3, 0, 2, 1]",0
224,"[0, 1, 3, 2]","[0, 1, 2, 3]",0
225,"[1, 0, 2]","[2, 1, 0]",0
226,"[1, 0, 2]","[0, 1, 2]",0
227,"[1, 0, 2, 3]","[1, 0, 2, 3]",1
228,"[2, 0, 1, 4, 3, 5]","[2, 0, 1, 4, 3, 5]",1
229,"[2, 1, 0, 3]","[2, 1, 3, 0]",0
230,"[2, 3, 4, 1, 0]","[2, 3, 4, 1, 0]",1
231,"[1, 0, 2]","[0, 1, 2]",0
232,"[0, 4, 3, 6, 5, 2, 1]","[6, 0, 3, 2, 1, 4, 5]",0
233,"[2, 0, 1]","[0, 1, 2]",0
234,"[0, 2, 4, 1, 3]","[3, 4, 2, 1, 0]",0
235,"[1, 4, 3, 5, 0, 2]","[5, 0, 2, 3, 4, 1]",0
236,"[1, 0, 2, 3]","[0, 2, 3, 1]",0
237,"[3, 1, 0, 4, 2]","[1, 2, 3, 0, 4]",0
238,"[5, 2, 1, 4, 3, 0]","[5, 2, 1, 4, 3, 0]",1
239,"[0, 3, 4, 2, 1]","[0, 1, 2, 4, 3]",0
240,"[3, 1, 0, 2]","[0, 2, 3, 1]",0
241,"[2, 1, 0]","[2, 1, 0]",1
242,"[3, 0, 2, 1]","[3, 0, 2, 1]",1
243,"[6, 5, 4, 3, 0, 2, 7, 1]","[7, 0, 2, 3, 5, 1, 4, 6]",0
244,"[2, 4, 3, 1, 0]","[3, 1, 2, 4, 0]",0
245,"[2, 1, 3, 0]","[2, 1, 3, 0]",1
246,"[1, 0, 2]","[0, 2, 1]",0
247,"[0, 4, 3, 1, 2]","[0, 4, 1, 2, 3]",0
248,"[2, 0, 1]","[1, 2, 0]",0
249,"[4, 0, 3, 1, 2]","[0, 3, 1, 4, 2]",0
250,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",1
251,"[3, 0, 2, 1, 4]","[3, 0, 2, 1, 4]",1
252,"[3, 0, 1, 4, 2, 5]","[0, 4, 2, 5, 3, 1]",0
253,"[3, 2, 1, 0]","[1, 2, 0, 3]",0
254,"[1, 4, 3, 5, 0, 2]","[1, 4, 3, 5, 0, 2]",1
255,"[3, 2, 4, 1, 0]","[4, 0, 3, 2, 1]",0
256,"[0, 1, 2]","[0, 1, 2]",1
257,"[5, 3, 4, 1, 0, 6, 2]","[1, 5, 0, 4, 3, 6, 2]",0
258,"[5, 3, 6, 4, 1, 2, 0]","[2, 3, 5, 6, 4, 1, 0]",0
259,"[2, 0, 3, 1]","[0, 3, 2, 1]",0
260,"[1, 2, 3, 0, 4]","[1, 2, 3, 0, 4]",1
261,"[1, 3, 2, 4, 0]","[1, 0, 2, 3, 4]",0
262,"[0, 1, 2, 3]","[0, 1, 2, 3]",1
263,"[2, 0, 1]","[0, 2, 1]",0
264,"[2, 1, 3, 4, 0]","[2, 1, 3, 4, 0]",1
265,"[5, 4, 1, 3, 2, 0]","[1, 3, 4, 5, 0, 2]",0
266,"[3, 0, 2, 1]","[0, 1, 2, 3]",0
267,"[2, 1, 0]","[0, 2, 1]",0
268,"[1, 2, 0]","[0, 1, 2]",0
269,"[3, 5, 4, 2, 1, 0]","[3, 5, 4, 2, 1, 0]",1
270,"[3, 1, 2, 0]","[2, 1, 3, 0]",0
271,"[3, 5, 1, 2, 4, 0, 6]","[2, 5, 4, 0, 6, 1, 3]",0
272,"[1, 2, 0, 3]","[0, 3, 2, 1]",0
273,"[1, 2, 3, 0]","[1, 2, 3, 0]",1
274,"[0, 1, 2, 3]","[0, 1, 2, 3]",1
275,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",1
276,"[1, 2, 3, 0]","[1, 2, 3, 0]",1
277,"[0, 5, 1, 2, 4, 3]","[0, 1, 2, 5, 3, 4]",0
278,"[2, 1, 0]","[0, 1, 2]",0
279,"[1, 3, 0, 2]","[0, 2, 3, 1]",0
280,"[1, 3, 0, 2, 4, 5]","[1, 3, 0, 2, 4, 5]",1
281,"[4, 5, 1, 3, 2, 0]","[0, 2, 3, 4, 5, 1]",0
282,"[0, 3, 1, 2]","[0, 3, 2, 1]",0
283,"[2, 0, 1, 3]","[1, 2, 3, 0]",0
284,"[4, 5, 0, 2, 1, 3]","[0, 1, 3, 2, 4, 5]",0
285,"[2, 5, 4, 0, 1, 3]","[1, 0, 3, 2, 5, 4]",0
286,"[2, 0, 3, 1]","[2, 1, 3, 0]",0
287,"[1, 3, 2, 4, 0]","[1, 3, 2, 4, 0]",1
288,"[2, 0, 1]","[0, 1, 2]",0
289,"[1, 2, 3, 0]","[1, 2, 3, 0]",1
290,"[3, 0, 2, 1]","[0, 3, 1, 2]",0
291,"[1, 4, 2, 3, 0]","[1, 3, 2, 4, 0]",0
292,"[3, 1, 4, 0, 2]","[3, 1, 4, 0, 2]",1
293,"[2, 0, 1]","[0, 1, 2]",0
294,"[2, 0, 1]","[0, 1, 2]",0
295,"[0, 1, 2]","[0, 1, 2]",1
296,"[0, 2, 1, 3]","[0, 1, 2, 3]",0
297,"[1, 2, 5, 3, 0, 4]","[1, 2, 5, 3, 0, 4]",1
298,"[3, 2, 0, 1]","[0, 1, 3, 2]",0
299,"[5, 3, 6, 0, 2, 7, 4, 1]","[2, 1, 3, 5, 0, 7, 4, 6]",0
300,"[5, 3, 2, 4, 1, 0]","[0, 1, 2, 4, 5, 3]",0
301,"[1, 0, 2]","[0, 2, 1]",0
302,"[3, 4, 1, 2, 0]","[1, 2, 0, 4, 3]",0
303,"[0, 2, 3, 1, 4]","[0, 2, 3, 1, 4]",1
304,"[2, 4, 1, 0, 3]","[2, 0, 3, 4, 1]",0
305,"[1, 0, 3, 2]","[2, 1, 3, 0]",0
306,"[1, 0, 3, 2, 4, 5]","[1, 0, 3, 2, 4, 5]",1
307,"[2, 1, 3, 0]","[0, 1, 3, 2]",0
308,"[2, 1, 0, 3]","[0, 2, 1, 3]",0
309,"[1, 0, 3, 2, 4]","[4, 0, 3, 2, 1]",0
310,"[2, 4, 0, 1, 3]","[4, 1, 3, 2, 0]",0
311,"[0, 2, 1, 3]","[1, 2, 3, 0]",0
312,"[0, 5, 0, 2, 0, 4]","[0, 5, 0, 2, 0, 4]",1
313,"[2, 3, 1, 0]","[1, 2, 3, 0]",0
314,"[2, 17, 5, 10, 15, 14, 11, 18, 19, 0, 3, 12, 9, 7, 6, 8, 16, 1, 13, 4]","[15, 18, 11, 7, 4, 12, 5, 6, 16, 10, 3, 14, 19, 1, 2, 8, 13, 9, 0, 17]",0
315,"[0, 4, 1, 2, 3]","[0, 2, 3, 1, 4]",0
316,"[2, 0, 1, 3]","[0, 1, 2, 3]",0
317,"[3, 4, 0, 2, 1, 6, 5]","[5, 6, 2, 3, 4, 0, 1]",0
318,"[2, 0, 1, 3]","[3, 0, 2, 1]",0
319,"[3, 2, 1, 0]","[3, 0, 2, 1]",0
320,"[4, 3, 6, 2, 1, 0, 5]","[0, 3, 1, 6, 4, 2, 5]",0
321,"[2, 3, 0, 1, 4]","[0, 3, 1, 2, 4]",0
322,"[2, 1, 0]","[0, 1, 2]",0
323,"[1, 0, 3, 2]","[1, 0, 3, 2]",1
324,"[1, 0, 3, 2]","[1, 0, 2, 3]",0
325,"[2, 0, 4, 1, 5, 3]","[2, 0, 4, 1, 5, 3]",1
326,"[1, 3, 2, 0, 4]","[1, 4, 3, 2, 0]",0
327,"[2, 3, 0, 1]","[2, 3, 0, 1]",1
328,"[0, 2, 3, 1]","[2, 0, 3, 1]",0
329,"[1, 0, 2, 4, 3]","[1, 0, 2, 4, 3]",1
330,"[1, 5, 4, 3, 0, 2, 6]","[5, 6, 3, 1, 2, 4, 0]",0
331,"[2, 3, 1, 0]","[2, 0, 3, 1]",0
332,"[2, 0, 1, 3]","[3, 1, 2, 0]",0
333,"[3, 0, 1, 2]","[0, 1, 3, 2]",0
334,"[5, 3, 0, 4, 1, 2]","[1, 4, 0, 2, 3, 5]",0
335,"[0, 2, 1, 3]","[1, 0, 2, 3]",0
336,"[2, 1, 0]","[0, 1, 2]",0
337,"[4, 0, 2, 1, 3, 5]","[1, 0, 2, 4, 5, 3]",0
338,"[1, 2, 0]","[1, 2, 0]",1
339,"[5, 0, 3, 1, 4, 2]","[1, 2, 0, 4, 3, 5]",0
340,"[2, 0, 1]","[0, 1, 2]",0
341,"[1, 0, 3, 2, 5, 4]","[1, 0, 3, 2, 5, 4]",1
342,"[0, 2, 4, 1, 5, 3]","[0, 1, 3, 5, 2, 4]",0
343,"[1, 3, 0, 4, 2]","[0, 2, 4, 1, 3]",0
344,"[1, 3, 4, 0, 2]","[1, 2, 3, 0, 4]",0
345,"[4, 2, 0, 1, 3]","[0, 2, 1, 3, 4]",0
346,"[1, 0, 2, 4, 3]","[1, 0, 2, 4, 3]",1
347,"[0, 3, 2, 1, 4]","[0, 3, 1, 2, 4]",0
348,"[0, 2, 4, 3, 1]","[0, 4, 2, 1, 3]",0
349,"[4, 3, 1, 0, 2]","[1, 2, 3, 4, 0]",0
350,"[2, 0, 1, 3, 4]","[4, 1, 2, 3, 0]",0
351,"[6, 2, 4, 1, 3, 0, 5]","[2, 6, 0, 1, 4, 3, 5]",0
352,"[4, 6, 0, 3, 5, 1, 2]","[1, 2, 3, 6, 0, 4, 5]",0
353,"[0, 4, 3, 2, 1]","[0, 4, 3, 2, 1]",1
354,"[4, 0, 1, 5, 2, 3, 6]","[0, 6, 2, 1, 4, 3, 5]",0
355,"[3, 4, 0, 2, 1]","[0, 2, 1, 4, 3]",0
356,"[2, 0, 1]","[2, 1, 0]",0
357,"[1, 3, 2, 0]","[1, 2, 3, 0]",0
358,"[2, 0, 1]","[0, 2, 1]",0
359,"[3, 0, 7, 1, 5, 2, 6, 4]","[7, 5, 3, 4, 0, 2, 6, 1]",0
360,"[3, 2, 1, 5, 4, 0, 6]","[2, 4, 1, 3, 0, 5, 6]",0
361,"[2, 3, 1, 0]","[1, 2, 3, 0]",0
362,"[3, 0, 1, 2]","[3, 0, 2, 1]",0
363,"[3, 1, 7, 2, 6, 0, 5, 4]","[0, 5, 7, 4, 6, 3, 2, 1]",0
364,"[1, 0, 2, 4, 3]","[1, 0, 2, 4, 3]",1
365,"[0, 2, 4, 3, 1]","[1, 3, 2, 4, 0]",0
366,"[0, 2, 1]","[0, 2, 1]",1
367,"[0, 1, 2]","[0, 1, 2]",1
368,"[3, 0, 1, 4, 2, 5]","[0, 3, 4, 2, 1, 5]",0
369,"[0, 3, 5, 7, 6, 2, 1, 4]","[2, 3, 0, 7, 4, 1, 6, 5]",0
370,"[1, 5, 4, 0, 2, 3]","[2, 1, 0, 4, 5, 3]",0
