index,sub_index,filenumber,qid,question,origanswer,generatedanswer,correctness
54,53,1,10021060,Choose the correct order of the events?,2,0,0
55,54,1,10021329,Choose the correct order of the events?,2,0,0
56,55,1,10021368,Choose the correct order of the events?,3,0,0
57,56,1,10021476,Choose the correct order of the events?,0,0,1
58,57,1,10022772,Choose the correct order of the events?,2,0,0
59,58,1,10022816,Choose the correct order of the events?,2,0,0
60,59,1,10022835,Choose the correct order of the events?,3,0,0
61,60,1,10023848,Choose the correct order of the events?,1,0,0
62,61,1,10023941,Choose the correct order of the events?,3,0,0
63,62,1,10024314,Choose the correct order of the events?,1,0,0
64,63,1,10024547,Choose the correct order of the events?,1,0,0
65,64,1,100245,Choose the correct order of the events?,3,0,0
66,65,1,10024772,Choose the correct order of the events?,3,0,0
67,66,1,10025040,Choose the correct order of the events?,0,0,1
68,67,1,10025057,Choose the correct order of the events?,0,0,1
69,68,1,100250,Choose the correct order of the events?,1,0,0
70,69,1,10025431,Choose the correct order of the events?,3,0,0
71,70,1,10025950,Choose the correct order of the events?,3,0,0
72,71,1,100263,Choose the correct order of the events?,3,0,0
73,72,1,10029102,Choose the correct order of the events?,3,0,0
74,73,1,10029103,Choose the correct order of the events?,2,0,0
75,74,1,10030066,Choose the correct order of the events?,1,0,0
76,75,1,10030078,Choose the correct order of the events?,3,0,0
77,76,1,10030143,Choose the correct order of the events?,2,0,0
78,77,1,1003021,Choose the correct order of the events?,0,0,1
79,78,1,10030332,Choose the correct order of the events?,3,0,0
80,79,1,1003043,Choose the correct order of the events?,3,0,0
81,80,1,100306,Choose the correct order of the events?,1,0,0
82,81,1,10030790,Choose the correct order of the events?,0,0,1
83,82,1,100307,Choose the correct order of the events?,1,0,0
84,83,1,10030802,Choose the correct order of the events?,3,0,0
85,84,1,10030966,Choose the correct order of the events?,0,0,1
86,85,1,1003157,Choose the correct order of the events?,3,0,0
87,86,1,1003185,Choose the correct order of the events?,1,0,0
88,87,1,1003195,Choose the correct order of the events?,3,0,0
89,88,1,1003301,Choose the correct order of the events?,1,0,0
90,89,1,1003309,Choose the correct order of the events?,2,0,0
91,90,1,1003329,Choose the correct order of the events?,0,0,1
92,91,1,1003358,Choose the correct order of the events?,3,0,0
93,92,1,1003383,Choose the correct order of the events?,2,0,0
94,93,1,100340,Choose the correct order of the events?,0,0,1
95,94,1,1003552,Choose the correct order of the events?,3,0,0
96,95,1,1003596,Choose the correct order of the events?,1,0,0
97,96,1,1003723,Choose the correct order of the events?,0,0,1
98,97,1,1003798,Choose the correct order of the events?,3,0,0
99,98,1,1003817,Choose the correct order of the events?,3,0,0
100,99,1,1003883,Choose the correct order of the events?,2,0,0
101,100,1,10038,Choose the correct order of the events?,3,0,0
102,101,1,100392,Choose the correct order of the events?,3,0,0
103,102,1,10039884,Choose the correct order of the events?,0,0,1
104,103,1,1004056,Choose the correct order of the events?,3,0,0
105,104,1,10041412,Choose the correct order of the events?,2,0,0
106,105,1,1004141,Choose the correct order of the events?,2,0,0
107,106,1,100420,Choose the correct order of the events?,2,0,0
108,107,1,10042362,Choose the correct order of the events?,0,0,1
109,108,1,1004244,Choose the correct order of the events?,0,0,1
110,109,1,10042662,Choose the correct order of the events?,3,0,0
111,110,1,10042751,Choose the correct order of the events?,1,0,0
112,111,1,1004286,Choose the correct order of the events?,2,0,0
113,112,1,10042911,Choose the correct order of the events?,0,0,1
114,113,1,10042957,Choose the correct order of the events?,0,0,1
115,114,1,10042985,Choose the correct order of the events?,2,0,0
116,115,1,10043273,Choose the correct order of the events?,0,0,1
117,116,1,10043834,Choose the correct order of the events?,1,0,0
118,117,1,1004418,Choose the correct order of the events?,0,0,1
119,118,1,100447,Choose the correct order of the events?,2,0,0
120,119,1,10044817,Choose the correct order of the events?,0,0,1
121,120,1,10044827,Choose the correct order of the events?,2,0,0
122,121,1,10045887,Choose the correct order of the events?,3,0,0
123,122,1,10045,Choose the correct order of the events?,2,0,0
124,123,1,10046013,Choose the correct order of the events?,2,0,0
125,124,1,1004679,Choose the correct order of the events?,1,0,0
126,125,1,10047594,Choose the correct order of the events?,3,0,0
127,126,1,100482,Choose the correct order of the events?,1,0,0
128,127,1,1004833,Choose the correct order of the events?,1,0,0
129,128,1,10048370,Choose the correct order of the events?,1,0,0
130,129,1,10048518,Choose the correct order of the events?,1,0,0
131,130,1,10048584,Choose the correct order of the events?,3,0,0
132,131,1,10048717,Choose the correct order of the events?,0,0,1
133,132,1,10048820,Choose the correct order of the events?,1,0,0
134,133,1,10048889,Choose the correct order of the events?,1,0,0
135,134,1,10048897,Choose the correct order of the events?,3,0,0
136,135,1,10049132,Choose the correct order of the events?,2,0,0
137,136,1,10049166,Choose the correct order of the events?,3,0,0
138,137,1,10049169,Choose the correct order of the events?,3,0,0
139,138,1,10049247,Choose the correct order of the events?,0,0,1
140,139,1,100497,Choose the correct order of the events?,0,0,1
141,140,1,10049804,Choose the correct order of the events?,3,0,0
142,141,1,10051494,Choose the correct order of the events?,0,0,1
143,142,1,10051931,Choose the correct order of the events?,3,0,0
144,143,1,1005217,Choose the correct order of the events?,1,0,0
145,144,1,1005225,Choose the correct order of the events?,1,0,0
146,145,1,10052375,Choose the correct order of the events?,3,0,0
147,146,1,10052545,Choose the correct order of the events?,1,0,0
148,147,1,10052561,Choose the correct order of the events?,0,0,1
149,148,1,10052682,Choose the correct order of the events?,3,0,0
150,149,1,10052746,Choose the correct order of the events?,0,0,1
151,150,1,1005358,Choose the correct order of the events?,1,0,0
152,151,1,1005362,Choose the correct order of the events?,2,0,0
153,152,1,10053,Choose the correct order of the events?,0,0,1
154,153,1,1005466,Choose the correct order of the events?,3,0,0
155,154,1,100546,Choose the correct order of the events?,0,0,1
156,155,1,10054999,Choose the correct order of the events?,2,0,0
157,156,1,10055334,Choose the correct order of the events?,1,0,0
158,157,1,1005560,Choose the correct order of the events?,2,0,0
159,158,1,10055902,Choose the correct order of the events?,3,0,0
160,159,1,10056554,Choose the correct order of the events?,1,0,0
161,160,1,10056571,Choose the correct order of the events?,0,0,1
162,161,1,10057109,Choose the correct order of the events?,3,0,0
163,162,1,1005715,Choose the correct order of the events?,2,0,0
164,163,1,10057174,Choose the correct order of the events?,2,0,0
165,164,1,10057376,Choose the correct order of the events?,0,0,1
166,165,1,10057412,Choose the correct order of the events?,2,0,0
167,166,1,10057781,Choose the correct order of the events?,3,0,0
168,167,1,10057946,Choose the correct order of the events?,1,0,0
169,168,1,10057997,Choose the correct order of the events?,0,0,1
170,169,1,10058065,Choose the correct order of the events?,2,0,0
171,170,1,10058376,Choose the correct order of the events?,2,0,0
172,171,1,10058493,Choose the correct order of the events?,1,0,0
173,172,1,10059823,Choose the correct order of the events?,3,0,0
174,173,1,10060620,Choose the correct order of the events?,3,0,0
175,174,1,10060754,Choose the correct order of the events?,0,0,1
176,175,1,10060824,Choose the correct order of the events?,2,0,0
177,176,1,10060850,Choose the correct order of the events?,1,0,0
178,177,1,10060855,Choose the correct order of the events?,2,0,0
179,178,1,10060859,Choose the correct order of the events?,1,0,0
180,179,1,10060863,Choose the correct order of the events?,0,0,1
181,180,1,10061070,Choose the correct order of the events?,1,0,0
182,181,1,10061195,Choose the correct order of the events?,0,0,1
183,182,1,10061254,Choose the correct order of the events?,1,0,0
184,183,1,10061381,Choose the correct order of the events?,0,0,1
185,184,1,10061425,Choose the correct order of the events?,1,0,0
186,185,1,10061645,Choose the correct order of the events?,0,0,1
187,186,1,10062128,Choose the correct order of the events?,3,0,0
188,187,1,1006278,Choose the correct order of the events?,3,0,0
189,188,1,10064010,Choose the correct order of the events?,1,0,0
190,189,1,10064063,Choose the correct order of the events?,2,0,0
191,190,1,10064126,Choose the correct order of the events?,0,0,1
192,191,1,10064188,Choose the correct order of the events?,2,0,0
193,192,1,10064287,Choose the correct order of the events?,2,0,0
194,193,1,10064303,Choose the correct order of the events?,2,0,0
195,194,1,10064345,Choose the correct order of the events?,3,0,0
196,195,1,10064393,Choose the correct order of the events?,3,0,0
197,196,1,100648,Choose the correct order of the events?,1,0,0
198,197,1,10065074,Choose the correct order of the events?,2,0,0
199,198,1,10065256,Choose the correct order of the events?,3,0,0
200,199,1,10066783,Choose the correct order of the events?,0,0,1
201,200,1,10066824,Choose the correct order of the events?,3,0,0
202,201,1,10066866,Choose the correct order of the events?,3,0,0
203,202,1,10067084,Choose the correct order of the events?,2,0,0
204,203,1,10067130,Choose the correct order of the events?,2,0,0
205,204,1,10067203,Choose the correct order of the events?,1,0,0
206,205,1,10067357,Choose the correct order of the events?,3,0,0
207,206,1,10067369,Choose the correct order of the events?,1,0,0
208,207,1,10067433,Choose the correct order of the events?,1,0,0
209,208,1,10067492,Choose the correct order of the events?,0,0,1
210,209,1,10067736,Choose the correct order of the events?,2,0,0
211,210,1,10067784,Choose the correct order of the events?,2,0,0
212,211,1,100677,Choose the correct order of the events?,2,0,0
213,212,1,100682,Choose the correct order of the events?,0,0,1
214,213,1,10068301,Choose the correct order of the events?,2,0,0
215,214,1,10068431,Choose the correct order of the events?,3,0,0
216,215,1,10068486,Choose the correct order of the events?,1,0,0
217,216,1,10068752,Choose the correct order of the events?,0,0,1
218,217,1,1006883,Choose the correct order of the events?,3,0,0
219,218,1,1006888,Choose the correct order of the events?,2,0,0
220,219,1,10068967,Choose the correct order of the events?,0,0,1
221,220,1,10069100,Choose the correct order of the events?,0,0,1
222,221,1,10069205,Choose the correct order of the events?,3,0,0
223,222,1,10069214,Choose the correct order of the events?,3,0,0
224,223,1,10069270,Choose the correct order of the events?,2,0,0
225,224,1,10069279,Choose the correct order of the events?,1,0,0
226,225,1,100692,Choose the correct order of the events?,1,0,0
227,226,1,10069317,Choose the correct order of the events?,1,0,0
228,227,1,10069506,Choose the correct order of the events?,2,0,0
229,228,1,10069574,Choose the correct order of the events?,0,0,1
230,229,1,10069814,Choose the correct order of the events?,2,0,0
231,230,1,10070040,Choose the correct order of the events?,2,0,0
232,231,1,10070169,Choose the correct order of the events?,1,0,0
233,232,1,10070196,Choose the correct order of the events?,2,0,0
234,233,1,10070302,Choose the correct order of the events?,2,0,0
235,234,1,10070310,Choose the correct order of the events?,0,0,1
236,235,1,10070395,Choose the correct order of the events?,1,0,0
237,236,1,10070912,Choose the correct order of the events?,3,0,0
238,237,1,1007095,Choose the correct order of the events?,0,0,1
239,238,1,10071271,Choose the correct order of the events?,2,0,0
240,239,1,10071298,Choose the correct order of the events?,0,0,1
241,240,1,1007156,Choose the correct order of the events?,2,0,0
242,241,1,10071840,Choose the correct order of the events?,3,0,0
243,242,1,10072020,Choose the correct order of the events?,2,0,0
244,243,1,10073212,Choose the correct order of the events?,3,0,0
245,244,1,1007334,Choose the correct order of the events?,0,0,1
246,245,1,10073436,Choose the correct order of the events?,2,0,0
247,246,1,1007348,Choose the correct order of the events?,1,0,0
248,247,1,10073509,Choose the correct order of the events?,0,0,1
249,248,1,10073540,Choose the correct order of the events?,3,0,0
250,249,1,10073559,Choose the correct order of the events?,1,0,0
251,250,1,10073583,Choose the correct order of the events?,3,0,0
252,251,1,1007358,Choose the correct order of the events?,3,0,0
253,252,1,10073648,Choose the correct order of the events?,1,0,0
254,253,1,10073698,Choose the correct order of the events?,3,0,0
255,254,1,10074326,Choose the correct order of the events?,1,0,0
256,255,1,1007453,Choose the correct order of the events?,0,0,1
257,256,1,1007473,Choose the correct order of the events?,3,0,0
258,257,1,1007483,Choose the correct order of the events?,2,0,0
259,258,1,1007493,Choose the correct order of the events?,2,0,0
260,259,1,10075110,Choose the correct order of the events?,1,0,0
261,260,1,100752,Choose the correct order of the events?,1,0,0
262,261,1,1007546,Choose the correct order of the events?,2,0,0
263,262,1,100754,Choose the correct order of the events?,3,0,0
264,263,1,10075610,Choose the correct order of the events?,2,0,0
265,264,1,1007589,Choose the correct order of the events?,1,0,0
266,265,1,10076699,Choose the correct order of the events?,0,0,1
267,266,1,10076731,Choose the correct order of the events?,2,0,0
268,267,1,10076782,Choose the correct order of the events?,1,0,0
269,268,1,1007680,Choose the correct order of the events?,1,0,0
270,269,1,1007715,Choose the correct order of the events?,0,0,1
271,270,1,10077219,Choose the correct order of the events?,2,0,0
272,271,1,10077648,Choose the correct order of the events?,2,0,0
273,272,1,10077672,Choose the correct order of the events?,3,0,0
274,273,1,10077772,Choose the correct order of the events?,2,0,0
275,274,1,10077826,Choose the correct order of the events?,0,0,1
276,275,1,10077888,Choose the correct order of the events?,0,0,1
277,276,1,10078062,Choose the correct order of the events?,2,0,0
278,277,1,10078196,Choose the correct order of the events?,1,0,0
279,278,1,10078304,Choose the correct order of the events?,2,0,0
280,279,1,10078373,Choose the correct order of the events?,3,0,0
281,280,1,10078383,Choose the correct order of the events?,0,0,1
282,281,1,10078422,Choose the correct order of the events?,2,0,0
283,282,1,10078427,Choose the correct order of the events?,2,0,0
284,283,1,10078738,Choose the correct order of the events?,1,0,0
285,284,1,100791,Choose the correct order of the events?,0,0,1
286,285,1,10079,Choose the correct order of the events?,3,0,0
287,286,1,10080311,Choose the correct order of the events?,3,0,0
288,287,1,10080722,Choose the correct order of the events?,2,0,0
289,288,1,10081652,Choose the correct order of the events?,0,0,1
290,289,1,10081658,Choose the correct order of the events?,1,0,0
291,290,1,10081800,Choose the correct order of the events?,2,0,0
292,291,1,1008225,Choose the correct order of the events?,2,0,0
293,292,1,100830,Choose the correct order of the events?,3,0,0
294,293,1,10083519,Choose the correct order of the events?,0,0,1
295,294,1,10083580,Choose the correct order of the events?,3,0,0
296,295,1,10083800,Choose the correct order of the events?,1,0,0
297,296,1,10083997,Choose the correct order of the events?,0,0,1
298,297,1,10084000,Choose the correct order of the events?,2,0,0
299,298,1,10084156,Choose the correct order of the events?,2,0,0
300,299,1,10084311,Choose the correct order of the events?,1,0,0
301,300,1,10084327,Choose the correct order of the events?,0,0,1
302,301,1,10084342,Choose the correct order of the events?,3,0,0
303,302,1,10084344,Choose the correct order of the events?,0,0,1
304,303,1,10084503,Choose the correct order of the events?,3,0,0
305,304,1,10084564,Choose the correct order of the events?,2,0,0
306,305,1,10084596,Choose the correct order of the events?,1,0,0
307,306,1,1008464,Choose the correct order of the events?,0,0,1
308,307,1,100847,Choose the correct order of the events?,2,0,0
309,308,1,10084827,Choose the correct order of the events?,2,0,0
310,309,1,10084910,Choose the correct order of the events?,2,0,0
311,310,1,10084922,Choose the correct order of the events?,3,0,0
312,311,1,10085027,Choose the correct order of the events?,1,0,0
313,312,1,100850,Choose the correct order of the events?,1,0,0
314,313,1,1008521,Choose the correct order of the events?,0,0,1
315,314,1,10085473,Choose the correct order of the events?,2,0,0
316,315,1,10085590,Choose the correct order of the events?,3,0,0
317,316,1,10085615,Choose the correct order of the events?,3,0,0
318,317,1,10086516,Choose the correct order of the events?,3,0,0
319,318,1,10086545,Choose the correct order of the events?,1,0,0
320,319,1,10086621,Choose the correct order of the events?,1,0,0
321,320,1,10086833,Choose the correct order of the events?,0,0,1
322,321,1,10086956,Choose the correct order of the events?,3,0,0
323,322,1,10087011,Choose the correct order of the events?,1,0,0
324,323,1,10087104,Choose the correct order of the events?,3,0,0
325,324,1,10087141,Choose the correct order of the events?,3,0,0
326,325,1,10087408,Choose the correct order of the events?,3,0,0
327,326,1,10087751,Choose the correct order of the events?,3,0,0
328,327,1,10087763,Choose the correct order of the events?,1,0,0
329,328,1,10087776,Choose the correct order of the events?,3,0,0
330,329,1,10088355,Choose the correct order of the events?,1,0,0
331,330,1,10088776,Choose the correct order of the events?,1,0,0
332,331,1,1008882,Choose the correct order of the events?,2,0,0
333,332,1,100893,Choose the correct order of the events?,3,0,0
334,333,1,10089755,Choose the correct order of the events?,2,0,0
335,334,1,10089940,Choose the correct order of the events?,3,0,0
336,335,1,10090095,Choose the correct order of the events?,0,0,1
337,336,1,10090379,Choose the correct order of the events?,0,0,1
338,337,1,10090395,Choose the correct order of the events?,3,0,0
339,338,1,10090539,Choose the correct order of the events?,3,0,0
340,339,1,10090587,Choose the correct order of the events?,0,0,1
341,340,1,10090660,Choose the correct order of the events?,3,0,0
342,341,1,10090672,Choose the correct order of the events?,2,0,0
343,342,1,10090680,Choose the correct order of the events?,0,0,1
344,343,1,10090705,Choose the correct order of the events?,1,0,0
345,344,1,10090787,Choose the correct order of the events?,0,0,1
346,345,1,10090961,Choose the correct order of the events?,1,0,0
347,346,1,10091027,Choose the correct order of the events?,1,0,0
348,347,1,10091105,Choose the correct order of the events?,1,0,0
349,348,1,10091159,Choose the correct order of the events?,2,0,0
350,349,1,10091320,Choose the correct order of the events?,0,0,1
351,350,1,10091689,Choose the correct order of the events?,3,0,0
352,351,1,10091924,Choose the correct order of the events?,2,0,0
353,352,1,10091968,Choose the correct order of the events?,1,0,0
354,353,1,1009259,Choose the correct order of the events?,3,0,0
355,354,1,1009261,Choose the correct order of the events?,0,0,1
356,355,1,1009283,Choose the correct order of the events?,3,0,0
357,356,1,10092920,Choose the correct order of the events?,3,0,0
358,357,1,1009363,Choose the correct order of the events?,2,0,0
359,358,1,1009378,Choose the correct order of the events?,0,0,1
360,359,1,1009384,Choose the correct order of the events?,3,0,0
361,360,1,1009391,Choose the correct order of the events?,3,0,0
362,361,1,10094281,Choose the correct order of the events?,2,0,0
363,362,1,10094902,Choose the correct order of the events?,2,0,0
364,363,1,10094924,Choose the correct order of the events?,2,0,0
365,364,1,10094934,Choose the correct order of the events?,0,0,1
366,365,1,10094964,Choose the correct order of the events?,3,0,0
367,366,1,10095258,Choose the correct order of the events?,3,0,0
368,367,1,10095313,Choose the correct order of the events?,1,0,0
369,368,1,10095359,Choose the correct order of the events?,0,0,1
370,369,1,10095392,Choose the correct order of the events?,1,0,0
371,370,1,10095579,Choose the correct order of the events?,1,0,0
372,371,1,10095609,Choose the correct order of the events?,1,0,0
373,372,1,10095990,Choose the correct order of the events?,3,0,0
374,373,1,10096054,Choose the correct order of the events?,2,0,0
375,374,1,10096287,Choose the correct order of the events?,2,0,0
376,375,1,10097153,Choose the correct order of the events?,3,0,0
377,376,1,10097225,Choose the correct order of the events?,2,0,0
378,377,1,10097314,Choose the correct order of the events?,1,0,0
379,378,1,10097372,Choose the correct order of the events?,3,0,0
380,379,1,10097384,Choose the correct order of the events?,3,0,0
381,380,1,10097735,Choose the correct order of the events?,0,0,1
382,381,1,10098952,Choose the correct order of the events?,3,0,0
383,382,1,10098973,Choose the correct order of the events?,0,0,1
384,383,1,1009901,Choose the correct order of the events?,2,0,0
385,384,1,10099400,Choose the correct order of the events?,2,0,0
386,385,1,100998,Choose the correct order of the events?,2,0,0
387,386,1,10099943,Choose the correct order of the events?,3,0,0
388,387,1,10099,Choose the correct order of the events?,2,0,0
389,388,1,10100095,Choose the correct order of the events?,3,0,0
390,389,1,10101022,Choose the correct order of the events?,2,0,0
391,390,1,10101076,Choose the correct order of the events?,3,0,0
392,391,1,10101209,Choose the correct order of the events?,3,0,0
393,392,1,1010128,Choose the correct order of the events?,0,0,1
394,393,1,1010132,Choose the correct order of the events?,3,0,0
395,394,1,1010191,Choose the correct order of the events?,3,0,0
396,395,1,10102156,Choose the correct order of the events?,2,0,0
397,396,1,10102277,Choose the correct order of the events?,2,0,0
398,397,1,10102,Choose the correct order of the events?,3,0,0
399,398,1,101036,Choose the correct order of the events?,1,0,0
400,399,1,101042,Choose the correct order of the events?,2,0,0
401,400,1,101047,Choose the correct order of the events?,0,0,1
402,401,1,10104825,Choose the correct order of the events?,1,0,0
403,402,1,1010512,Choose the correct order of the events?,3,0,0
404,403,1,1010540,Choose the correct order of the events?,2,0,0
405,404,1,10105426,Choose the correct order of the events?,3,0,0
406,405,1,1010576,Choose the correct order of the events?,1,0,0
407,406,1,10105785,Choose the correct order of the events?,1,0,0
408,407,1,10106054,Choose the correct order of the events?,2,0,0
409,408,1,10106066,Choose the correct order of the events?,2,0,0
410,409,1,10106067,Choose the correct order of the events?,3,0,0
411,410,1,10106068,Choose the correct order of the events?,3,0,0
412,411,1,10106072,Choose the correct order of the events?,3,0,0
413,412,1,10106073,Choose the correct order of the events?,3,0,0
414,413,1,10106075,Choose the correct order of the events?,2,0,0
415,414,1,10106246,Choose the correct order of the events?,1,0,0
416,415,1,10106329,Choose the correct order of the events?,1,0,0
417,416,1,10106348,Choose the correct order of the events?,3,0,0
418,417,1,101070,Choose the correct order of the events?,1,0,0
419,418,1,10107707,Choose the correct order of the events?,2,0,0
420,419,1,10107907,Choose the correct order of the events?,2,0,0
421,420,1,10107957,Choose the correct order of the events?,1,0,0
422,421,1,10107980,Choose the correct order of the events?,0,0,1
423,422,1,1010804,Choose the correct order of the events?,2,0,0
424,423,1,10108165,Choose the correct order of the events?,1,0,0
425,424,1,10108320,Choose the correct order of the events?,0,0,1
426,425,1,10108403,Choose the correct order of the events?,3,0,0
427,426,1,10108420,Choose the correct order of the events?,2,0,0
428,427,1,10108489,Choose the correct order of the events?,3,0,0
429,428,1,10108491,Choose the correct order of the events?,0,0,1
430,429,1,10108712,Choose the correct order of the events?,2,0,0
431,430,1,10108752,Choose the correct order of the events?,2,0,0
432,431,1,1010938,Choose the correct order of the events?,3,0,0
433,432,1,1010986,Choose the correct order of the events?,1,0,0
434,433,1,1011031,Choose the correct order of the events?,3,0,0
435,434,1,1011036,Choose the correct order of the events?,1,0,0
436,435,1,10110515,Choose the correct order of the events?,3,0,0
437,436,1,10110534,Choose the correct order of the events?,0,0,1
438,437,1,10110567,Choose the correct order of the events?,2,0,0
439,438,1,10110667,Choose the correct order of the events?,0,0,1
440,439,1,10110668,Choose the correct order of the events?,2,0,0
441,440,1,10110669,Choose the correct order of the events?,3,0,0
442,441,1,10110670,Choose the correct order of the events?,1,0,0
443,442,1,10110672,Choose the correct order of the events?,0,0,1
444,443,1,10110674,Choose the correct order of the events?,0,0,1
445,444,1,10110770,Choose the correct order of the events?,0,0,1
446,445,1,10110845,Choose the correct order of the events?,1,0,0
447,446,1,10110878,Choose the correct order of the events?,2,0,0
448,447,1,10110928,Choose the correct order of the events?,2,0,0
449,448,1,10110951,Choose the correct order of the events?,1,0,0
450,449,1,10110960,Choose the correct order of the events?,3,0,0
451,450,1,10111001,Choose the correct order of the events?,1,0,0
452,451,1,10111067,Choose the correct order of the events?,2,0,0
453,452,1,1011199,Choose the correct order of the events?,1,0,0
454,453,1,10112819,Choose the correct order of the events?,2,0,0
455,454,1,10113069,Choose the correct order of the events?,1,0,0
456,455,1,10113415,Choose the correct order of the events?,2,0,0
457,456,1,1011349,Choose the correct order of the events?,3,0,0
458,457,1,10113627,Choose the correct order of the events?,3,0,0
459,458,1,10113765,Choose the correct order of the events?,2,0,0
460,459,1,10113793,Choose the correct order of the events?,3,0,0
461,460,1,10113802,Choose the correct order of the events?,0,0,1
462,461,1,10113804,Choose the correct order of the events?,0,0,1
463,462,1,10113805,Choose the correct order of the events?,1,0,0
464,463,1,10113806,Choose the correct order of the events?,0,0,1
465,464,1,10113943,Choose the correct order of the events?,0,0,1
466,465,1,10114151,Choose the correct order of the events?,3,0,0
467,466,1,10114166,Choose the correct order of the events?,1,0,0
468,467,1,10114207,Choose the correct order of the events?,0,0,1
469,468,1,10114227,Choose the correct order of the events?,1,0,0
470,469,1,10114358,Choose the correct order of the events?,3,0,0
471,470,1,1011472,Choose the correct order of the events?,3,0,0
472,471,1,1011491,Choose the correct order of the events?,1,0,0
473,472,1,10115370,Choose the correct order of the events?,3,0,0
474,473,1,10115903,Choose the correct order of the events?,0,0,1
475,474,1,1011662,Choose the correct order of the events?,1,0,0
476,475,1,10116809,Choose the correct order of the events?,3,0,0
477,476,1,10117213,Choose the correct order of the events?,3,0,0
478,477,1,10117518,Choose the correct order of the events?,3,0,0
479,478,1,10117679,Choose the correct order of the events?,2,0,0
480,479,1,10117786,Choose the correct order of the events?,3,0,0
481,480,1,10117850,Choose the correct order of the events?,3,0,0
482,481,1,10118009,Choose the correct order of the events?,2,0,0
483,482,1,10118031,Choose the correct order of the events?,3,0,0
484,483,1,10118257,Choose the correct order of the events?,0,0,1
485,484,1,10120496,Choose the correct order of the events?,1,0,0
486,485,1,10120741,Choose the correct order of the events?,3,0,0
487,486,1,10120781,Choose the correct order of the events?,3,0,0
488,487,1,10121409,Choose the correct order of the events?,2,0,0
489,488,1,1012143,Choose the correct order of the events?,3,0,0
490,489,1,1012144,Choose the correct order of the events?,3,0,0
491,490,1,10121,Choose the correct order of the events?,2,0,0
492,491,1,10122095,Choose the correct order of the events?,0,0,1
493,492,1,1012218,Choose the correct order of the events?,0,0,1
494,493,1,101223,Choose the correct order of the events?,0,0,1
495,494,1,10123158,Choose the correct order of the events?,1,0,0
496,495,1,10123562,Choose the correct order of the events?,1,0,0
497,496,1,10123908,Choose the correct order of the events?,2,0,0
498,497,1,10124216,Choose the correct order of the events?,0,0,1
499,498,1,1012528,Choose the correct order of the events?,1,0,0
