index,filenumber,qid,question,origanswer,generatedanswer,correctness
10043,6,1341974,"Question: 
Answer Choices are: 
a. [2, 5, 3, 6, 4, 1, 0]
b. [1, 3, 6, 0, 5, 4, 2]
c. [6, 3, 4, 0, 1, 5, 2]
d. [4, 5, 3, 2, 0, 1, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
10044,6,1342022,"Question: 
Answer Choices are: 
a. [3, 2, 1, 0, 4]
b. [4, 3, 1, 0, 2]
c. [1, 3, 2, 4, 0]
d. [1, 0, 2, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [1, 0, 2, 3, 4]",0
10045,6,1342024,"Question: 
Answer Choices are: 
a. [3, 0, 2, 1]
b. [3, 1, 0, 2]
c. [3, 0, 2, 1]
d. [0, 3, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct order of events is c.,1
10046,6,1342093,"Question: 
Answer Choices are: 
a. [3, 5, 2, 4, 1, 7, 6, 0]
b. [0, 7, 5, 6, 3, 1, 4, 2]
c. [1, 2, 7, 6, 3, 5, 4, 0]
d. [6, 1, 4, 7, 2, 3, 0, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is a. [3, 5, 2, 4, 1, 7, 6, 0]",0
10047,6,1342094,"Question: 
Answer Choices are: 
a. [7, 3, 4, 1, 6, 9, 10, 8, 0, 5, 2]
b. [4, 2, 5, 6, 8, 0, 1, 7, 9, 3, 10]
c. [2, 1, 7, 6, 8, 9, 3, 0, 10, 4, 5]
d. [6, 0, 2, 8, 10, 5, 9, 1, 3, 7, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"c. [2, 1, 7, 6, 8, 9, 3, 0, 10, 4, 5]",0
10048,6,1342117,"Question: 
Answer Choices are: 
a. [0, 3, 1, 2]
b. [1, 3, 0, 2]
c. [0, 1, 2, 3]
d. [3, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"c. [0, 1, 2, 3]",0
10049,6,1342122,"Question: 
Answer Choices are: 
a. [0, 3, 1, 2]
b. [1, 2, 3, 0]
c. [3, 0, 2, 1]
d. [3, 1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [3, 1, 0, 2]",0
10050,6,1342124,"Question: 
Answer Choices are: 
a. [4, 3, 2, 1, 0]
b. [4, 0, 1, 2, 3]
c. [2, 1, 0, 4, 3]
d. [4, 3, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [4, 3, 2, 1, 0]",0
10051,6,1342147,"Question: 
Answer Choices are: 
a. [4, 0, 5, 2, 3, 1]
b. [3, 1, 2, 0, 5, 4]
c. [1, 2, 5, 4, 0, 3]
d. [4, 5, 1, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [4, 5, 1, 2, 0, 3]",1
10052,6,1342180,"Question: 
Answer Choices are: 
a. [1, 4, 3, 0, 5, 6, 2]
b. [2, 3, 5, 0, 1, 4, 6]
c. [2, 6, 0, 1, 3, 4, 5]
d. [3, 0, 5, 2, 1, 6, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [2, 6, 0, 1, 3, 4, 5]",0
10053,6,1342181,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [1, 2, 3, 0]
c. [3, 0, 2, 1]
d. [3, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [3, 2, 1, 0]",1
10054,6,1342187,"Question: 
Answer Choices are: 
a. [4, 7, 8, 1, 9, 5, 6, 2, 3, 0]
b. [8, 9, 3, 2, 7, 6, 1, 0, 4, 5]
c. [8, 9, 7, 2, 5, 1, 3, 6, 0, 4]
d. [8, 4, 3, 5, 2, 0, 6, 1, 9, 7]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The order of events in the passage is: 4, 7, 8, 1, 9, 5, 6, 2, 3, 0.",0
10055,6,134218,"Question: 
Answer Choices are: 
a. [0, 2, 4, 1, 3]
b. [3, 1, 2, 4, 0]
c. [2, 1, 0, 3, 4]
d. [0, 4, 2, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 4, 2, 1, 3]",0
10056,6,1342212,"Question: 
Answer Choices are: 
a. [0, 1, 2, 3]
b. [3, 0, 1, 2]
c. [3, 0, 1, 2]
d. [2, 3, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 3, 0, 1]",0
10057,6,1342255,"Question: 
Answer Choices are: 
a. [1, 2, 0]
b. [2, 1, 0]
c. [2, 0, 1]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 0, 2]",0
10058,6,1342326,"Question: 
Answer Choices are: 
a. [1, 2, 3, 0]
b. [2, 0, 3, 1]
c. [2, 3, 0, 1]
d. [3, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [3, 2, 1, 0]",0
10059,6,1342327,"Question: 
Answer Choices are: 
a. [3, 5, 6, 0, 4, 1, 2]
b. [1, 6, 2, 3, 5, 0, 4]
c. [4, 6, 1, 2, 0, 5, 3]
d. [0, 2, 5, 6, 3, 4, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 2, 5, 6, 3, 4, 1]",0
10060,6,1342334,"Question: 
Answer Choices are: 
a. [4, 1, 3, 2, 7, 0, 5, 6]
b. [7, 5, 6, 2, 0, 3, 4, 1]
c. [4, 1, 0, 3, 2, 7, 5, 6]
d. [7, 3, 5, 4, 0, 2, 1, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
10061,6,1342420,"Question: 
Answer Choices are: 
a. [3, 2, 1, 0]
b. [1, 2, 3, 0]
c. [3, 0, 2, 1]
d. [2, 3, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 3, 1, 0]",0
10062,6,1342440,"Question: 
Answer Choices are: 
a. [5, 3, 2, 6, 4, 0, 1]
b. [2, 1, 0, 3, 5, 4, 6]
c. [4, 2, 0, 3, 1, 5, 6]
d. [6, 5, 3, 0, 1, 4, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,d,0
10063,6,1342441,"Question: 
Answer Choices are: 
a. [0, 1, 2, 3]
b. [1, 0, 3, 2]
c. [2, 3, 1, 0]
d. [1, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [2, 3, 1, 0]",0
10064,6,1342442,"Question: 
Answer Choices are: 
a. [1, 3, 0, 2]
b. [2, 1, 0, 3]
c. [0, 3, 2, 1]
d. [0, 1, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 1, 2, 3]",0
10065,6,1342443,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [1, 2, 0]
c. [0, 1, 2]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [0, 2, 1]",0
10066,6,134244,"Question: 
Answer Choices are: 
a. [2, 3, 1, 0]
b. [3, 0, 2, 1]
c. [3, 1, 0, 2]
d. [2, 1, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 1, 0, 3]",0
10067,6,134248,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [2, 0, 1]
c. [0, 1, 2]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The answer is c. [0, 1, 2]",1
10068,6,1342494,"Question: 
Answer Choices are: 
a. [4, 6, 1, 3, 5, 0, 2]
b. [0, 5, 2, 3, 1, 4, 6]
c. [2, 1, 4, 3, 5, 0, 6]
d. [1, 3, 2, 5, 6, 0, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is: 4, 6, 1, 3, 5, 0, 2.",0
10069,6,1342596,"Question: 
Answer Choices are: 
a. [3, 0, 2, 4, 1]
b. [4, 0, 3, 1, 2]
c. [4, 2, 1, 0, 3]
d. [1, 2, 0, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is c.,0
10070,6,1342624,"Question: 
Answer Choices are: 
a. [1, 3, 0, 2]
b. [0, 2, 3, 1]
c. [3, 1, 2, 0]
d. [3, 1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The correct order of events is b. [0, 2, 3, 1]",1
10071,6,1342626,"Question: 
Answer Choices are: 
a. [2, 0, 1, 4, 3]
b. [3, 2, 4, 0, 1]
c. [2, 3, 0, 4, 1]
d. [1, 0, 2, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
10072,6,1342678,"Question: 
Answer Choices are: 
a. [4, 0, 1, 2, 5, 3]
b. [2, 1, 5, 0, 3, 4]
c. [3, 2, 1, 0, 4, 5]
d. [0, 4, 2, 3, 5, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 4, 2, 3, 5, 1]",0
10073,6,1342724,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [1, 2, 0]
c. [2, 1, 0]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The correct order of events is c. [2, 1, 0]",0
10074,6,1342749,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [2, 3, 0, 1]
c. [0, 3, 1, 2]
d. [2, 3, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is d.,1
10075,6,1342759,"Question: 
Answer Choices are: 
a. [1, 0, 4, 2, 3]
b. [4, 2, 0, 1, 3]
c. [0, 3, 2, 1, 4]
d. [4, 1, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The correct order of events is a. [1, 0, 4, 2, 3].",0
10076,6,1342774,"Question: 
Answer Choices are: 
a. [5, 2, 4, 6, 0, 3, 1]
b. [5, 6, 4, 3, 0, 1, 2]
c. [1, 0, 6, 2, 3, 5, 4]
d. [0, 4, 2, 6, 5, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [0, 4, 2, 6, 5, 1, 3]",0
10077,6,1342850,"Question: 
Answer Choices are: 
a. [1, 3, 2, 0]
b. [1, 2, 0, 3]
c. [1, 0, 3, 2]
d. [1, 0, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [1, 0, 2, 3]",0
10078,6,134297,"Question: 
Answer Choices are: 
a. [3, 2, 0, 4, 5, 1]
b. [4, 2, 5, 0, 1, 3]
c. [1, 3, 2, 5, 4, 0]
d. [4, 1, 0, 2, 5, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is a. [3, 2, 0, 4, 5, 1].",0
10079,6,1342993,"Question: 
Answer Choices are: 
a. [3, 0, 4, 2, 1]
b. [0, 1, 2, 4, 3]
c. [4, 2, 3, 1, 0]
d. [0, 3, 2, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is b. [0, 1, 2, 4, 3]",0
10080,6,1342998,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [2, 1, 0]
c. [2, 1, 0]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is c.,1
10081,6,1343055,"Question: 
Answer Choices are: 
a. [3, 2, 0, 1]
b. [3, 1, 2, 0]
c. [3, 2, 0, 1]
d. [0, 1, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is d. [0, 1, 2, 3]",0
10082,6,1343115,"Question: 
Answer Choices are: 
a. [4, 3, 1, 0, 2]
b. [4, 2, 0, 3, 1]
c. [3, 1, 4, 0, 2]
d. [1, 3, 0, 2, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 3, 0, 2, 4]",0
10083,6,1343164,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [2, 0, 1]
c. [1, 2, 0]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is b. [2, 0, 1]",0
10084,6,1343195,"Question: 
Answer Choices are: 
a. [1, 2, 0]
b. [2, 0, 1]
c. [1, 0, 2]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
10085,6,1343277,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [1, 2, 3, 0]
c. [3, 1, 0, 2]
d. [3, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct order of events is b.,0
10086,6,1343279,"Question: 
Answer Choices are: 
a. [3, 2, 0, 1]
b. [0, 1, 3, 2]
c. [1, 0, 2, 3]
d. [3, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [1, 0, 2, 3]",0
10087,6,1343338,"Question: 
Answer Choices are: 
a. [2, 4, 3, 0, 1]
b. [0, 4, 3, 1, 2]
c. [2, 4, 0, 3, 1]
d. [4, 1, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The correct order of events is c.,0
10088,6,1343407,"Question: 
Answer Choices are: 
a. [0, 7, 9, 2, 4, 1, 8, 5, 6, 10, 3]
b. [1, 6, 3, 4, 0, 10, 8, 5, 9, 7, 2]
c. [0, 5, 9, 4, 8, 2, 6, 1, 3, 10, 7]
d. [5, 0, 1, 8, 6, 10, 4, 9, 3, 7, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [5, 0, 1, 8, 6, 10, 4, 9, 3, 7, 2]",0
10089,6,134348,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [2, 1, 0]
c. [1, 0, 2]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [1, 0, 2]",1
