qid,question,origanswer,generatedanswer,correctness
152,Specify the correct matching by choosing one of the 0 or 1,1,1,1
153,Specify the correct matching by choosing one of the 0 or 1,1,1,1
154,Specify the correct matching by choosing one of the 0 or 1,0,0,1
155,Specify the correct matching by choosing one of the 0 or 1,1,0,0
156,Specify the correct matching by choosing one of the 0 or 1,0,0,1
157,Specify the correct matching by choosing one of the 0 or 1,1,0,0
158,Specify the correct matching by choosing one of the 0 or 1,0,0,1
159,Specify the correct matching by choosing one of the 0 or 1,0,0,1
160,Specify the correct matching by choosing one of the 0 or 1,1,0,0
161,Specify the correct matching by choosing one of the 0 or 1,0,0,1
162,Specify the correct matching by choosing one of the 0 or 1,1,1,1
163,Specify the correct matching by choosing one of the 0 or 1,0,0,1
164,Specify the correct matching by choosing one of the 0 or 1,1,1,1
165,Specify the correct matching by choosing one of the 0 or 1,0,0,1
166,Specify the correct matching by choosing one of the 0 or 1,0,0,1
167,Specify the correct matching by choosing one of the 0 or 1,1,0,0
168,Specify the correct matching by choosing one of the 0 or 1,1,0,0
169,Specify the correct matching by choosing one of the 0 or 1,1,1,1
170,Specify the correct matching by choosing one of the 0 or 1,0,1,0
171,Specify the correct matching by choosing one of the 0 or 1,1,1,1
172,Specify the correct matching by choosing one of the 0 or 1,1,0,0
173,Specify the correct matching by choosing one of the 0 or 1,0,0,1
174,Specify the correct matching by choosing one of the 0 or 1,1,0,0
175,Specify the correct matching by choosing one of the 0 or 1,0,1,0
176,Specify the correct matching by choosing one of the 0 or 1,1,0,0
177,Specify the correct matching by choosing one of the 0 or 1,0,0,1
178,Specify the correct matching by choosing one of the 0 or 1,0,0,1
179,Specify the correct matching by choosing one of the 0 or 1,1,0,0
180,Specify the correct matching by choosing one of the 0 or 1,1,1,1
181,Specify the correct matching by choosing one of the 0 or 1,0,0,1
182,Specify the correct matching by choosing one of the 0 or 1,1,1,1
183,Specify the correct matching by choosing one of the 0 or 1,0,1,0
184,Specify the correct matching by choosing one of the 0 or 1,0,0,1
185,Specify the correct matching by choosing one of the 0 or 1,1,0,0
186,Specify the correct matching by choosing one of the 0 or 1,1,0,0
187,Specify the correct matching by choosing one of the 0 or 1,0,0,1
188,Specify the correct matching by choosing one of the 0 or 1,0,0,1
189,Specify the correct matching by choosing one of the 0 or 1,1,0,0
190,Specify the correct matching by choosing one of the 0 or 1,1,0,0
191,Specify the correct matching by choosing one of the 0 or 1,0,0,1
192,Specify the correct matching by choosing one of the 0 or 1,0,0,1
193,Specify the correct matching by choosing one of the 0 or 1,0,0,1
194,Specify the correct matching by choosing one of the 0 or 1,0,0,1
195,Specify the correct matching by choosing one of the 0 or 1,0,0,1
196,Specify the correct matching by choosing one of the 0 or 1,0,0,1
197,Specify the correct matching by choosing one of the 0 or 1,1,0,0
198,Specify the correct matching by choosing one of the 0 or 1,1,1,1
199,Specify the correct matching by choosing one of the 0 or 1,0,1,0
200,Specify the correct matching by choosing one of the 0 or 1,0,0,1
201,Specify the correct matching by choosing one of the 0 or 1,0,1,0
202,Specify the correct matching by choosing one of the 0 or 1,1,0,0
203,Specify the correct matching by choosing one of the 0 or 1,1,0,0
204,Specify the correct matching by choosing one of the 0 or 1,1,0,0
205,Specify the correct matching by choosing one of the 0 or 1,1,0,0
206,Specify the correct matching by choosing one of the 0 or 1,0,1,0
207,Specify the correct matching by choosing one of the 0 or 1,1,1,1
208,Specify the correct matching by choosing one of the 0 or 1,1,0,0
209,Specify the correct matching by choosing one of the 0 or 1,0,0,1
210,Specify the correct matching by choosing one of the 0 or 1,0,0,1
211,Specify the correct matching by choosing one of the 0 or 1,1,0,0
212,Specify the correct matching by choosing one of the 0 or 1,0,1,0
213,Specify the correct matching by choosing one of the 0 or 1,0,0,1
214,Specify the correct matching by choosing one of the 0 or 1,1,0,0
215,Specify the correct matching by choosing one of the 0 or 1,1,0,0
216,Specify the correct matching by choosing one of the 0 or 1,0,0,1
217,Specify the correct matching by choosing one of the 0 or 1,1,1,1
218,Specify the correct matching by choosing one of the 0 or 1,1,0,0
219,Specify the correct matching by choosing one of the 0 or 1,1,0,0
220,Specify the correct matching by choosing one of the 0 or 1,1,1,1
221,Specify the correct matching by choosing one of the 0 or 1,0,1,0
222,Specify the correct matching by choosing one of the 0 or 1,0,1,0
223,Specify the correct matching by choosing one of the 0 or 1,0,0,1
224,Specify the correct matching by choosing one of the 0 or 1,0,0,1
225,Specify the correct matching by choosing one of the 0 or 1,0,0,1
226,Specify the correct matching by choosing one of the 0 or 1,1,1,1
227,Specify the correct matching by choosing one of the 0 or 1,1,0,0
228,Specify the correct matching by choosing one of the 0 or 1,0,1,0
229,Specify the correct matching by choosing one of the 0 or 1,1,0,0
230,Specify the correct matching by choosing one of the 0 or 1,1,1,1
231,Specify the correct matching by choosing one of the 0 or 1,1,1,1
232,Specify the correct matching by choosing one of the 0 or 1,1,0,0
233,Specify the correct matching by choosing one of the 0 or 1,1,0,0
234,Specify the correct matching by choosing one of the 0 or 1,0,1,0
235,Specify the correct matching by choosing one of the 0 or 1,0,0,1
236,Specify the correct matching by choosing one of the 0 or 1,1,1,1
237,Specify the correct matching by choosing one of the 0 or 1,1,0,0
238,Specify the correct matching by choosing one of the 0 or 1,1,1,1
239,Specify the correct matching by choosing one of the 0 or 1,0,0,1
240,Specify the correct matching by choosing one of the 0 or 1,1,0,0
241,Specify the correct matching by choosing one of the 0 or 1,0,0,1
242,Specify the correct matching by choosing one of the 0 or 1,1,1,1
243,Specify the correct matching by choosing one of the 0 or 1,1,0,0
244,Specify the correct matching by choosing one of the 0 or 1,0,0,1
245,Specify the correct matching by choosing one of the 0 or 1,1,1,1
246,Specify the correct matching by choosing one of the 0 or 1,0,1,0
247,Specify the correct matching by choosing one of the 0 or 1,0,0,1
248,Specify the correct matching by choosing one of the 0 or 1,1,0,0
249,Specify the correct matching by choosing one of the 0 or 1,0,0,1
250,Specify the correct matching by choosing one of the 0 or 1,0,1,0
251,Specify the correct matching by choosing one of the 0 or 1,0,1,0
252,Specify the correct matching by choosing one of the 0 or 1,0,0,1
253,Specify the correct matching by choosing one of the 0 or 1,0,1,0
254,Specify the correct matching by choosing one of the 0 or 1,0,0,1
255,Specify the correct matching by choosing one of the 0 or 1,0,0,1
256,Specify the correct matching by choosing one of the 0 or 1,0,0,1
257,Specify the correct matching by choosing one of the 0 or 1,1,1,1
258,Specify the correct matching by choosing one of the 0 or 1,1,0,0
259,Specify the correct matching by choosing one of the 0 or 1,0,0,1
260,Specify the correct matching by choosing one of the 0 or 1,1,1,1
261,Specify the correct matching by choosing one of the 0 or 1,1,0,0
262,Specify the correct matching by choosing one of the 0 or 1,1,1,1
263,Specify the correct matching by choosing one of the 0 or 1,0,1,0
264,Specify the correct matching by choosing one of the 0 or 1,0,0,1
265,Specify the correct matching by choosing one of the 0 or 1,0,1,0
266,Specify the correct matching by choosing one of the 0 or 1,0,0,1
267,Specify the correct matching by choosing one of the 0 or 1,0,1,0
268,Specify the correct matching by choosing one of the 0 or 1,0,1,0
269,Specify the correct matching by choosing one of the 0 or 1,0,0,1
270,Specify the correct matching by choosing one of the 0 or 1,1,0,0
271,Specify the correct matching by choosing one of the 0 or 1,0,0,1
272,Specify the correct matching by choosing one of the 0 or 1,1,0,0
273,Specify the correct matching by choosing one of the 0 or 1,1,1,1
274,Specify the correct matching by choosing one of the 0 or 1,1,1,1
275,Specify the correct matching by choosing one of the 0 or 1,1,1,1
276,Specify the correct matching by choosing one of the 0 or 1,0,1,0
277,Specify the correct matching by choosing one of the 0 or 1,0,1,0
278,Specify the correct matching by choosing one of the 0 or 1,1,0,0
279,Specify the correct matching by choosing one of the 0 or 1,1,0,0
280,Specify the correct matching by choosing one of the 0 or 1,0,0,1
281,Specify the correct matching by choosing one of the 0 or 1,0,1,0
282,Specify the correct matching by choosing one of the 0 or 1,0,0,1
283,Specify the correct matching by choosing one of the 0 or 1,1,1,1
284,Specify the correct matching by choosing one of the 0 or 1,0,0,1
285,Specify the correct matching by choosing one of the 0 or 1,1,1,1
286,Specify the correct matching by choosing one of the 0 or 1,1,0,0
287,Specify the correct matching by choosing one of the 0 or 1,0,0,1
288,Specify the correct matching by choosing one of the 0 or 1,0,1,0
289,Specify the correct matching by choosing one of the 0 or 1,0,0,1
290,Specify the correct matching by choosing one of the 0 or 1,0,1,0
291,Specify the correct matching by choosing one of the 0 or 1,1,1,1
292,Specify the correct matching by choosing one of the 0 or 1,0,0,1
293,Specify the correct matching by choosing one of the 0 or 1,0,0,1
294,Specify the correct matching by choosing one of the 0 or 1,0,0,1
295,Specify the correct matching by choosing one of the 0 or 1,0,0,1
296,Specify the correct matching by choosing one of the 0 or 1,0,1,0
297,Specify the correct matching by choosing one of the 0 or 1,0,0,1
298,Specify the correct matching by choosing one of the 0 or 1,1,1,1
299,Specify the correct matching by choosing one of the 0 or 1,1,0,0
300,Specify the correct matching by choosing one of the 0 or 1,0,0,1
301,Specify the correct matching by choosing one of the 0 or 1,0,0,1
302,Specify the correct matching by choosing one of the 0 or 1,1,0,0
303,Specify the correct matching by choosing one of the 0 or 1,1,1,1
304,Specify the correct matching by choosing one of the 0 or 1,1,0,0
305,Specify the correct matching by choosing one of the 0 or 1,0,0,1
306,Specify the correct matching by choosing one of the 0 or 1,0,0,1
307,Specify the correct matching by choosing one of the 0 or 1,0,0,1
308,Specify the correct matching by choosing one of the 0 or 1,0,1,0
309,Specify the correct matching by choosing one of the 0 or 1,0,1,0
310,Specify the correct matching by choosing one of the 0 or 1,1,1,1
311,Specify the correct matching by choosing one of the 0 or 1,1,1,1
312,Specify the correct matching by choosing one of the 0 or 1,1,1,1
313,Specify the correct matching by choosing one of the 0 or 1,0,0,1
314,Specify the correct matching by choosing one of the 0 or 1,0,0,1
315,Specify the correct matching by choosing one of the 0 or 1,1,0,0
316,Specify the correct matching by choosing one of the 0 or 1,1,0,0
317,Specify the correct matching by choosing one of the 0 or 1,0,0,1
318,Specify the correct matching by choosing one of the 0 or 1,0,1,0
319,Specify the correct matching by choosing one of the 0 or 1,1,1,1
320,Specify the correct matching by choosing one of the 0 or 1,1,0,0
321,Specify the correct matching by choosing one of the 0 or 1,0,1,0
322,Specify the correct matching by choosing one of the 0 or 1,1,1,1
323,Specify the correct matching by choosing one of the 0 or 1,0,1,0
324,Specify the correct matching by choosing one of the 0 or 1,1,1,1
325,Specify the correct matching by choosing one of the 0 or 1,0,0,1
326,Specify the correct matching by choosing one of the 0 or 1,0,0,1
327,Specify the correct matching by choosing one of the 0 or 1,1,0,0
328,Specify the correct matching by choosing one of the 0 or 1,1,0,0
329,Specify the correct matching by choosing one of the 0 or 1,0,0,1
330,Specify the correct matching by choosing one of the 0 or 1,0,0,1
331,Specify the correct matching by choosing one of the 0 or 1,1,1,1
332,Specify the correct matching by choosing one of the 0 or 1,0,1,0
333,Specify the correct matching by choosing one of the 0 or 1,1,0,0
334,Specify the correct matching by choosing one of the 0 or 1,0,1,0
335,Specify the correct matching by choosing one of the 0 or 1,0,1,0
336,Specify the correct matching by choosing one of the 0 or 1,1,0,0
337,Specify the correct matching by choosing one of the 0 or 1,0,1,0
338,Specify the correct matching by choosing one of the 0 or 1,0,0,1
339,Specify the correct matching by choosing one of the 0 or 1,0,0,1
340,Specify the correct matching by choosing one of the 0 or 1,1,0,0
341,Specify the correct matching by choosing one of the 0 or 1,0,0,1
342,Specify the correct matching by choosing one of the 0 or 1,0,1,0
343,Specify the correct matching by choosing one of the 0 or 1,1,1,1
344,Specify the correct matching by choosing one of the 0 or 1,0,0,1
345,Specify the correct matching by choosing one of the 0 or 1,0,1,0
346,Specify the correct matching by choosing one of the 0 or 1,0,0,1
347,Specify the correct matching by choosing one of the 0 or 1,0,0,1
348,Specify the correct matching by choosing one of the 0 or 1,1,0,0
349,Specify the correct matching by choosing one of the 0 or 1,1,0,0
350,Specify the correct matching by choosing one of the 0 or 1,0,1,0
351,Specify the correct matching by choosing one of the 0 or 1,1,0,0
352,Specify the correct matching by choosing one of the 0 or 1,1,0,0
353,Specify the correct matching by choosing one of the 0 or 1,1,0,0
354,Specify the correct matching by choosing one of the 0 or 1,0,0,1
355,Specify the correct matching by choosing one of the 0 or 1,0,0,1
356,Specify the correct matching by choosing one of the 0 or 1,1,1,1
357,Specify the correct matching by choosing one of the 0 or 1,0,1,0
358,Specify the correct matching by choosing one of the 0 or 1,1,0,0
359,Specify the correct matching by choosing one of the 0 or 1,0,0,1
360,Specify the correct matching by choosing one of the 0 or 1,1,0,0
361,Specify the correct matching by choosing one of the 0 or 1,1,0,0
362,Specify the correct matching by choosing one of the 0 or 1,0,1,0
363,Specify the correct matching by choosing one of the 0 or 1,0,0,1
364,Specify the correct matching by choosing one of the 0 or 1,0,1,0
365,Specify the correct matching by choosing one of the 0 or 1,0,0,1
366,Specify the correct matching by choosing one of the 0 or 1,1,1,1
367,Specify the correct matching by choosing one of the 0 or 1,0,0,1
368,Specify the correct matching by choosing one of the 0 or 1,1,0,0
369,Specify the correct matching by choosing one of the 0 or 1,1,0,0
370,Specify the correct matching by choosing one of the 0 or 1,0,0,1
371,Specify the correct matching by choosing one of the 0 or 1,0,1,0
372,Specify the correct matching by choosing one of the 0 or 1,0,0,1
373,Specify the correct matching by choosing one of the 0 or 1,0,0,1
374,Specify the correct matching by choosing one of the 0 or 1,0,0,1
375,Specify the correct matching by choosing one of the 0 or 1,1,1,1
376,Specify the correct matching by choosing one of the 0 or 1,1,0,0
377,Specify the correct matching by choosing one of the 0 or 1,1,0,0
378,Specify the correct matching by choosing one of the 0 or 1,0,0,1
379,Specify the correct matching by choosing one of the 0 or 1,1,0,0
380,Specify the correct matching by choosing one of the 0 or 1,0,0,1
381,Specify the correct matching by choosing one of the 0 or 1,1,1,1
382,Specify the correct matching by choosing one of the 0 or 1,1,0,0
383,Specify the correct matching by choosing one of the 0 or 1,1,0,0
384,Specify the correct matching by choosing one of the 0 or 1,0,1,0
385,Specify the correct matching by choosing one of the 0 or 1,1,0,0
386,Specify the correct matching by choosing one of the 0 or 1,1,0,0
387,Specify the correct matching by choosing one of the 0 or 1,0,1,0
388,Specify the correct matching by choosing one of the 0 or 1,0,0,1
389,Specify the correct matching by choosing one of the 0 or 1,1,0,0
390,Specify the correct matching by choosing one of the 0 or 1,1,0,0
391,Specify the correct matching by choosing one of the 0 or 1,1,0,0
392,Specify the correct matching by choosing one of the 0 or 1,1,0,0
393,Specify the correct matching by choosing one of the 0 or 1,1,1,1
394,Specify the correct matching by choosing one of the 0 or 1,1,0,0
395,Specify the correct matching by choosing one of the 0 or 1,1,1,1
396,Specify the correct matching by choosing one of the 0 or 1,0,1,0
397,Specify the correct matching by choosing one of the 0 or 1,0,0,1
398,Specify the correct matching by choosing one of the 0 or 1,0,1,0
399,Specify the correct matching by choosing one of the 0 or 1,0,1,0
