qid,question,origanswer,generatedanswer,correctness
345,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
346,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
347,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
348,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
349,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
350,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
351,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
352,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
353,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
354,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
355,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
356,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
357,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
358,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
359,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
360,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
361,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
362,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
363,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
364,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
365,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
366,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
367,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
368,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
369,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
370,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
371,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
372,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
373,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
374,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
375,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
376,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
377,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
378,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
379,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
380,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
381,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
382,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
383,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
384,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
385,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
386,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
387,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
388,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
389,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
390,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
391,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
392,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
393,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
394,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
395,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
396,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
397,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
398,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
399,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
400,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
401,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
402,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
403,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
404,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
405,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
406,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
407,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
408,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
409,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
410,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
411,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
412,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
413,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
414,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
415,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
416,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
417,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
418,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
419,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
420,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
421,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
422,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
423,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
424,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
425,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
426,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
427,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
428,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
429,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
430,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
431,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
432,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
433,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
434,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
435,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
436,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
437,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
438,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
439,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
440,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
441,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
442,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
443,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
444,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
445,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
446,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
447,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
448,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
449,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
450,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
451,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
452,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
453,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
454,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
455,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
456,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
457,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
458,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
459,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
460,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
461,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
462,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
463,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
464,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
465,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
466,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
467,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
468,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
469,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
470,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
471,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
472,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
473,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
474,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
475,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
476,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
477,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
478,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
479,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
480,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
481,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
482,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
483,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
484,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
485,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
486,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
487,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
488,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
489,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
490,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
491,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
492,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
493,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
494,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
495,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
496,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
497,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
498,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
499,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
500,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
501,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
502,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
503,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
504,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
505,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
506,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
507,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
508,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
509,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
510,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
511,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
512,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
513,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
514,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
515,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
516,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
517,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
518,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
519,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
520,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
521,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
522,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
523,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
524,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
525,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
526,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
527,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
528,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
529,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
530,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
531,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
532,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
533,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
534,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
535,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
536,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
537,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
538,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
539,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
540,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
541,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
542,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
543,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
544,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
545,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
546,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
547,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
548,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
549,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
550,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
551,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
552,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
553,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
554,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
555,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
556,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
557,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
558,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
559,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
560,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
561,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
562,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
563,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
564,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
565,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
566,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
567,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
568,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
569,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
570,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
571,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
572,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
573,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
574,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
575,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
576,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
577,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
578,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
579,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
580,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
581,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
582,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
583,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
584,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
585,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
586,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
587,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
588,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
589,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
590,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
591,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
592,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
593,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
594,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
595,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
596,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
597,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
598,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
599,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
600,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
601,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
602,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
603,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
604,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
605,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
606,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
607,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
608,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
609,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
610,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
611,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
612,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
613,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
614,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
615,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
616,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
617,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
618,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
619,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
620,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
621,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
622,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
623,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
624,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
625,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
626,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
627,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
628,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
629,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
630,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
631,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
632,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
633,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
634,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
635,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
636,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
637,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
638,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
639,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
640,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
641,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
642,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
643,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
644,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
645,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
646,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
647,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
648,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
649,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
650,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
651,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
652,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
653,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
654,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
655,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
656,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
657,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
658,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
659,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
660,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
661,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
662,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
663,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
664,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
665,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
666,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
667,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
668,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
669,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
670,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
671,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
672,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
673,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
674,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
675,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
676,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
677,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
678,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
679,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
680,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
681,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
682,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
683,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
684,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
685,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
686,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
687,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
688,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
689,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
690,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
691,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
692,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
693,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
694,State whether or not the information provided in the passage is true for the given image [0].,0,0,1
695,State whether or not the information provided in the passage is true for the given image [0].,1,0,0
696,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
697,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
698,State whether or not the information provided in the passage is true for the given image [0].,0,1,0
699,State whether or not the information provided in the passage is true for the given image [0].,1,1,1
