index,qid,question,origanswer,generatedanswer,correctness
46,2264,"Question: 
Answer Choices are: 
a. India
b. Burma
c. Qatar
d. Netherlands
Which country is most likely to have population less than Argentina?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,d. Netherlands,0
47,2265,"Question: 
Answer Choices are: 
a. India
b. Germany
c. Nigeria
d. China
Which country is most likely to have a smaller number of migrants that enters country when compared to Russia?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,d. China,0
48,2266,"Question: 
Answer Choices are: 
a. India
b. China
c. Nigeria
d. Germany
Which country is having poor child mortality rate?
Specify the correct answer by choosing one of a,b,c, or d: 
",c,b. China,0
49,2267,"Question: 
Answer Choices are: 
a. 4
b. 2
c. 3
d. 1
How many countries have less fertility rate when compared to China?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,d. 1,0
50,2268,"Question: 
Answer Choices are: 
a. Ukraine
b. Denmark
c. Colombia
d. Yemen
Based on the above graph, which country might have less number of houses?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,d. Yemen,1
51,2269,"Question: 
Answer Choices are: 
a. Yemen
b. Venezuela
c. Ukraine
d. Denmark
From the above graph, which country is likely to have more usage of telecommunications?
Specify the correct answer by choosing one of a,b,c, or d: 
",c,b. Venezuela,0
52,2270,"Question: 
Answer Choices are: 
a. Two
b. Three
c. One
d. Five
According to the data given, how many countries are likely to be above average revenue?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,b. Three,1
53,2271,"Question: 
Answer Choices are: 
a. Ethiopia
b. Lithuania
c. Bahrain
d. Cambodia
Based on the above data, which country needs to focus on economic growth?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,d. Cambodia,0
54,2272,"Question: 
Answer Choices are: 
a. Six
b. Four
c. Three
d. One
How many countries are beneath Sri Lanka in terms of effecting the environment?
Specify the correct answer by choosing one of a,b,c, or d: 
",c,d. One,0
55,2273,"Question: 
Answer Choices are: 
a. Kuwait
b. Ethiopia
c. Bahrain
d. Sri Lanka
Which country among the listed data has outshined in the GDP sector?
Specify the correct answer by choosing one of a,b,c, or d: 
",a,c. Bahrain,0
56,2274,"Question: 
Answer Choices are: 
a. Africa
b. Asia
c. Europe
d. Northern America
Compared to australia, which of these countries has relatively more world population and also higher average life expectancy at birth?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,d. Northern America,0
57,2275,"Question: 
Answer Choices are: 
a. Africa
b. Asia
c. Europe
d. Northern America
Out of all the countries that has less percent of world population than Australia in 2015, which country has the least life expectancy at birth?
Specify the correct answer by choosing one of a,b,c, or d: 
",a,d. Northern America,0
58,2276,"Question: 
Answer Choices are: 
a. 3
b. 4
c. 5
d. 2
Out of 7 countries, how many countries exceeds 75% of life expectancy?
Specify the correct answer by choosing one of a,b,c, or d: 
",a,c. 5,0
59,2277,"Question: 
Answer Choices are: 
a. Canada
b. China
c. Japan
d. USA
Which of the following countries is not a G7 country?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,d. USA,0
60,2278,"Question: 
Answer Choices are: 
a. Japan
b. France
c. Italy
d. Germany
Healthcare spending as a share of GDP for UK is less than all other G7 countries except
Specify the correct answer by choosing one of a,b,c, or d: 
",c,d. Germany,0
61,2279,"Question: 
Answer Choices are: 
a. yes
b. no
Is France combating inflation?
Specify the correct answer by choosing one of a or b: 
",b,b. no,1
62,2280,"Question: 
Answer Choices are: 
a. 2010
b. 2012
c. 2014
d. 2016
In which year was the money supply the lowest for France?
Specify the correct answer by choosing one of a,b,c, or d: 
",a,d. 2016,0
63,2281,"Question: 
Answer Choices are: 
a. France
b. Germany
c. United States
d. Canada
In the year 2015, which country should have a higher economic growth?
Specify the correct answer by choosing one of a,b,c, or d: 
",a,The United States,0
64,2282,"Question: 
Answer Choices are: 
a. France
b. Germany
c. United States
d. Canada
In the year 2010, which country should have a lower economic growth?
Specify the correct answer by choosing one of a,b,c, or d: 
",a,d. Canada,0
65,2283,"Question: 
Answer Choices are: 
a. 2011
b. 2013
c. 2015
d. 2017
In Mexico, for which year would the banks have their lending rates the highest?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,d. 2017,1
66,2284,"Question: 
Answer Choices are: 
a. 2011
b. 2013
c. 2015
d. 2017
In Mexico, for which year is it the most expensive for people to borrow money?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,d. 2017,1
67,2285,"Question: 
Answer Choices are: 
a. Germany
b. France
c. United States
d. Canada
In the year 2015, in which country is it going to be economical to borrow money from banks?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,c. United States,0
68,2286,"Question: 
Answer Choices are: 
a. 2000
b. 2002
c. 2004
d. 2007
In which year was the economic inequality the highest in United States?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,d. 2007,1
69,2287,"Question: 
Answer Choices are: 
a. 2000
b. 2001
c. 2004
d. 2007
In which year did citizens of United States experience highest rates of health problems?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,d. 2007,1
70,2288,"Question: 
Answer Choices are: 
a. yes
b. no
Is India moving towards a future of economic equality?
Specify the correct answer by choosing one of a or b: 
",a,b. no,0
71,2289,"Question: 
Answer Choices are: 
a. 2006
b. 2008
c. 2010
d. 2011
In India, for which year was economic equality the highest?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,d. 2011,1
72,2290,"Question: 
Answer Choices are: 
a. 1997
b. 2000
c. 2004
d. 2010
In India, in which year did the people experienced lowest satisfaction and happiness due to income inequality?
Specify the correct answer by choosing one of a,b,c, or d: 
",a,b. 2000,0
73,2291,"Question: 
Answer Choices are: 
a. Canada
b. Mexico
c. United States
d. Germany
People of which country would be more prone to health problems?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,d. Germany,0
74,2292,"Question: 
Answer Choices are: 
a. United States
b. Canada
c. Germany
d. Mexico
Based on the Gini Index, people of which country would have the highest satisafaction and happiness?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,d. Mexico,0
75,2293,"Question: 
Answer Choices are: 
a. 2012
b. 2013
c. 2014
d. 2015
In Argentina, in which year was it easiest to get loans?
Specify the correct answer by choosing one of a,b,c, or d: 
",a,d. 2015,0
76,2294,"Question: 
Answer Choices are: 
a. 2012
b. 2014
c. 2016
d. 2017
In Argentina, in which year was the liquidity in the financial markets the lowest?
Specify the correct answer by choosing one of a,b,c, or d: 
",c,d. 2017,0
77,2295,"Question: 
Answer Choices are: 
a. yes
b. no
In the year 2017, did the economy expand?
Specify the correct answer by choosing one of a or b: 
",a,a. Yes,1
78,2296,"Question: 
Answer Choices are: 
a. Brazil
b. Argentina
c. Mexico
d. France
In the year 2013, for which country did the economy expand in comparison to the previous year?
Specify the correct answer by choosing one of a,b,c, or d: 
",a,d. France,0
79,2297,"Question: 
Answer Choices are: 
a. Brazil
b. Argentina
c. Mexico
d. France
Based on the graph, which country has higher increase in liquidity in the financial markets?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,c. Mexico,0
80,2298,"Question: 
Answer Choices are: 
a. 2014
b. 2015
c. 2016
d. 2017
In which year is spending likely to be the lowest?
Specify the correct answer by choosing one of a,b,c, or d: 
",c,d. 2017,0
81,2299,"Question: 
Answer Choices are: 
a. 2014
b. 2015
c. 2016
d. 2017
In which year did the economy likely grow the slowest?
Specify the correct answer by choosing one of a,b,c, or d: 
",c,d. 2017,0
82,2300,"Question: 
Answer Choices are: 
a. 2014
b. 2015
c. 2016
d. 2017
In which year was the demand for financial assets the highest?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,c. 2016,0
83,2301,"Question: 
Answer Choices are: 
a. 2014
b. 2015
c. 2016
d. 2017
In which year will the interest rates likely be the lowest?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,c. 2016,0
84,2302,"Question: 
Answer Choices are: 
a. inflation
b. deflation
c. no change
d. none
Is Saudi Arabia heading towards inflation or deflation?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,a. inflation,0
85,2303,"Question: 
Answer Choices are: 
a. 2012
b. 2013
c. 2014
d. 2015
In which year did Saudi Arabia experience inflation?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,c. 2014,0
86,2304,"Question: 
Answer Choices are: 
a. positive
b. negative
c. none
d. no correlation
What correlation does United States and Russia have in terms of inflation and deflation of their economy?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,d. no correlation,0
87,2305,"Question: 
Answer Choices are: 
a. net borrower
b.  net lender
c. neither borrower nor lender
d. zero
In the year 2013, was India a net borrower or a net lender?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,c. neither borrower nor lender,0
88,2306,"Question: 
Answer Choices are: 
a. 2012
b. 2013
c. 2014
d. 2015
In which year, India is likely to have lent the highest amount of money?
Specify the correct answer by choosing one of a,b,c, or d: 
",a,d. 2015,0
89,2307,"Question: 
Answer Choices are: 
a. yes
b. no
Based on the graph, is it likely for India to have increased their imports from European Union?
Specify the correct answer by choosing one of a or b: 
",a,a. yes,1
90,2308,"Question: 
Answer Choices are: 
a. positive
b. negative
c. none
d. no correlation
What is the correlation between the amount of foreign assets of Europen Union and India?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,d. no correlation,0
91,2309,"Question: 
Answer Choices are: 
a. 2014
b. 2015
c. 2016
d. 2017
According to the authors of the study, in which year are the multinational companies likely to have invested the most at home?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,c. 2016,0
92,2310,"Question: 
Answer Choices are: 
a. increase
b. decrease
c. stay the same
d. none
Based on the data, do you predict that investment in US by US based multinational companies will increase/decrease/stay the same?
Specify the correct answer by choosing one of a,b,c, or d: 
",a,d. none,0
93,2311,"Question: 
Answer Choices are: 
a. yes
b. no
In the year 2015, was the economy of Puerto Rico expanding?
Specify the correct answer by choosing one of a or b: 
",b,a. yes,0
94,2312,"Question: 
Answer Choices are: 
a. yes
b. no
Between the years 2008 and 2010, did the businesses fluorish?
Specify the correct answer by choosing one of a or b: 
",a,a,1
95,2313,"Question: 
Answer Choices are: 
a. 2008
b. 2009
c. 2010
d. 2012
In which year, the economy of Puerto Rico is in danger of stalling?
Specify the correct answer by choosing one of a,b,c, or d: 
",c,d. 2012,0
96,2314,"Question: 
Answer Choices are: 
a. 2013
b. 2015
c. 2016
d. 2017
In which year did the business in Saudi Arabia invested the least in new purchases?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,d. 2017,1
97,2315,"Question: 
Answer Choices are: 
a. 2014
b. 2015
c. 2016
d. 2017
In which which year, the people in Saudi Arabia are likely to have the least money to spend.
Specify the correct answer by choosing one of a,b,c, or d: 
",d,d. 2017,1
98,2316,"Question: 
Answer Choices are: 
a. Saudi Arabia
b. Qatar
c. Both
d. None
In the year 2017, businesses in which country is more likely to hire new employees?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,Both,0
99,2317,"Question: 
Answer Choices are: 
a. Saudi Arabia
b. Qatar
c. Both
d. None
In the year 2017, citizens of which country will have a higher chance of having more money to spend?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,Both,0
100,2318,"Question: 
Answer Choices are: 
a. 2011
b. 2012
c. 2013
d. 2014
In which years, is the economy of both the countries highest in danger of stalling?
Specify the correct answer by choosing one of a,b,c, or d: 
",a,The economy of both countries is highest in danger of stalling in 2011 and 2012.,0
101,2319,"Question: 
Answer Choices are: 
a. 2013
b. 2014
c. 2015
d. 2016
During which year, is the economy of Venezuela likely to have entered a state of recession?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,d. 2016,0
102,2320,"Question: 
Answer Choices are: 
a. 2014
b. 2015
c. 2016
d. 2017
In which year did the GDP growth rate of Brazil hit the trough?
Specify the correct answer by choosing one of a,b,c, or d: 
",c,d. 2017,0
103,2321,"Question: 
Answer Choices are: 
a. 2014
b. 2015
c. 2016
d. 2017
If a company initiated a hiring freeze in the year 2016, in which year will that company likely remove that freeze?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,c. 2016,0
104,2322,"Question: 
Answer Choices are: 
a. 2013
b. 2015
c. 2016
d. 2017
In which year are the exports likely to be the highest?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,d. 2017,1
105,2323,"Question: 
Answer Choices are: 
a. 2013
b. 2015
c. 2016
d. 2017
In which year are the exported goods likely to be the cheapest?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,d. 2017,1
106,2324,"Question: 
Answer Choices are: 
a. 2010
b. 2011
c. 2016
d. 2017
In which year will the businesses in US have th easiest access to financing?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,c. 2016,0
107,2325,"Question: 
Answer Choices are: 
a. 2010
b. 2011
c. 2016
d. 2017
In which year was the growth in economy the slowest?
Specify the correct answer by choosing one of a,b,c, or d: 
",c,d. 2017,0
108,2326,"Question: 
Answer Choices are: 
a. 2013
b. 2014
c. 2015
d. 2016
In which year did Britain likely held the referendum?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,d. 2016,1
109,2327,"Question: 
Answer Choices are: 
a. 2010
b. 2011
c. 2012
d. 2013
According to the study, in which year the military expenditures likely impacted the national economy of United States the most?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,b. 2011,1
110,2328,"Question: 
Answer Choices are: 
a. 2012
b. 2013
c. 2014
d. 2015
According to the study, in which year the military expenditures likely impacted the national economy of the United States the least?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,d. 2015,1
111,2329,"Question: 
Answer Choices are: 
a. Low Income
b. Lower Middle Income
c. Upper Middle Income
d. High Income
Which income level has no change in mortality rate for the year of 2018?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,d. High Income,0
112,2330,"Question: 
Answer Choices are: 
a. Low Income
b. Lower Middle Income
c. Upper Middle Income
d. High Income
Which income level people had increase in child mortality in 2018?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,c. Upper Middle Income,0
113,2331,"Question: 
Answer Choices are: 
a. 3
b. 4
c. 5
d. 6
For how many years was Kingston upon Hull among the top 5 areas in the UK with the highest % of workless households?
Specify the correct answer by choosing one of a,b,c, or d: 
",c,d. 6,0
114,2332,"Question: 
Answer Choices are: 
a. Liverpool
b. Birmingham
c. Kingston upon Hull
d. Glasgow City
Which of the following countries was never ranked second for the highest % of workless households?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,c. Kingston upon Hull,0
115,2333,"Question: 
Answer Choices are: 
a. Kingston upon Hull
b. Wolverhampton
c. Glasgow City
d. Liverpool
Which country’s rank for the highest % of workless households did not decrease from 2008 to 2009?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,d. Liverpool,1
116,2334,"Question: 
Answer Choices are: 
a. Food & Drink
b. Health
c. Communication
d. Clothing & Footwear
Which household consumption was unaffected by the economic downturn?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,d. Clothing & Footwear,1
117,2335,"Question: 
Answer Choices are: 
a. Clothing & Footwear and Health
b. Communication and Recreation & Culture
c. Health and Food & Drink
d. Food & Drink and Communication
From 2006 to 2010 which two household consumption were almost equal?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,d. Food & Drink and Communication,0
118,2336,"Question: 
Answer Choices are: 
a. 1999
b. 2001
c. 2003
d. 2005
In which year did Recreation & Culture double its consumption when compared to 1997?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,d. 2005,1
119,2337,"Question: 
Answer Choices are: 
a. Nancy
b. Steve
c. George
d. Miriam
Who has the highest likelihood of reporting ‘good’ health despite being disabled?
Specify the correct answer by choosing one of a,b,c, or d: 
",c,d. Miriam,0
120,2338,"Question: 
Answer Choices are: 
a. Nancy
b. Steve
c. George
d. Miriam
Who has the lowest likelihood of reporting ‘good’ health despite being disabled?
Specify the correct answer by choosing one of a,b,c, or d: 
",a,d. Miriam,0
121,2339,"Question: 
Answer Choices are: 
a. 0
b. 1
c. 2
d. 3
How many age groups lie between Nancy and Stacy?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,c. 2,0
122,2340,"Question: 
Answer Choices are: 
a. 2006
b. 2008
c. 2010
d. 2012
In which year was the human capital of the UK at its peak?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,d. 2012,0
123,2341,"Question: 
Answer Choices are: 
a. 2004 - 2006
b. 2011 - 2013
c. 2009 - 2011
d. 2006 - 2008
The value of human capital of the UK remained broadly flat for which of the following time-period?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,d. 2006 - 2008,0
124,2342,"Question: 
Answer Choices are: 
a. 4
b. 5
c. 6
d. 7
For how many years was the human capital of the UK less than the value in 2009?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,b. 5,0
125,2343,"Question: 
Answer Choices are: 
a. 1
b. 2
c. 3
d. 4
During how many events of Mass Extinction was the atmospheric concentration of CO2 greater than that of O2?
Specify the correct answer by choosing one of a,b,c, or d: 
",a,d. 4,0
126,2344,"Question: 
Answer Choices are: 
a. Triassic
b. Cretaceous
c. Permian
d. Cambrian
The Jurassic geological period was immediately succeeded by which geological period?
Specify the correct answer by choosing one of a,b,c, or d: 
",b,b. Cretaceous,1
127,2345,"Question: 
Answer Choices are: 
a. Permian
b. Cambrian
c. Jurassic
d. Triassic
In which geological period was the atmospheric concentration of O2 the highest?
Specify the correct answer by choosing one of a,b,c, or d: 
",a,c. Jurassic,0
128,2346,"Question: 
Answer Choices are: 
a. 2011
b. 2012
c. 2016
d. None
For which year the GDP of United States was lesser than the previous year?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,d. None,1
129,2347,"Question: 
Answer Choices are: 
a. 2011
b. 2012
c. 2015
d. None
For which year the GDP of Russia was lesser than the previous year?
Specify the correct answer by choosing one of a,b,c, or d: 
",c,d. None,0
130,2348,"Question: 
Answer Choices are: 
a. Yes
b. No
Do living standards of India better than Pakistan?
Specify the correct answer by choosing one of a or b: 
",a,a,1
131,2349,"Question: 
Answer Choices are: 
a. 2011
b. 2012
c. 2015
d. 2017
Which year the difference between the two countries where largest?
Specify the correct answer by choosing one of a,b,c, or d: 
",d,d. 2017,1
