qid,question,origanswer,generatedanswer,correctness
1649,Select an image to fill in the blank in the passage.,0,1,0
1650,Select an image to fill in the blank in the passage.,1,0,0
1651,Select an image to fill in the blank in the passage.,1,1,1
1652,Select an image to fill in the blank in the passage.,0,1,0
1653,Select an image to fill in the blank in the passage.,1,1,1
1654,Select an image to fill in the blank in the passage.,0,1,0
1655,Select an image to fill in the blank in the passage.,0,1,0
1656,Select an image to fill in the blank in the passage.,0,1,0
1657,Select an image to fill in the blank in the passage.,0,1,0
1658,Select an image to fill in the blank in the passage.,0,0,1
1659,Select an image to fill in the blank in the passage.,0,1,0
1660,Select an image to fill in the blank in the passage.,1,1,1
1661,Select an image to fill in the blank in the passage.,0,1,0
1662,Select an image to fill in the blank in the passage.,1,1,1
1663,Select an image to fill in the blank in the passage.,0,1,0
1664,Select an image to fill in the blank in the passage.,1,1,1
1665,Select an image to fill in the blank in the passage.,0,1,0
1666,Select an image to fill in the blank in the passage.,0,1,0
1667,Select an image to fill in the blank in the passage.,0,1,0
1668,Select an image to fill in the blank in the passage.,0,0,1
1669,Select an image to fill in the blank in the passage.,1,1,1
1670,Select an image to fill in the blank in the passage.,1,0,0
1671,Select an image to fill in the blank in the passage.,1,1,1
1672,Select an image to fill in the blank in the passage.,0,1,0
1673,Select an image to fill in the blank in the passage.,1,1,1
1674,Select an image to fill in the blank in the passage.,0,0,1
1675,Select an image to fill in the blank in the passage.,0,1,0
1676,Select an image to fill in the blank in the passage.,1,1,1
1677,Select an image to fill in the blank in the passage.,0,1,0
1678,Select an image to fill in the blank in the passage.,0,1,0
1679,Select an image to fill in the blank in the passage.,0,1,0
1680,Select an image to fill in the blank in the passage.,0,1,0
1681,Select an image to fill in the blank in the passage.,1,1,1
1682,Select an image to fill in the blank in the passage.,0,0,1
1683,Select an image to fill in the blank in the passage.,1,0,0
1684,Select an image to fill in the blank in the passage.,0,1,0
1685,Select an image to fill in the blank in the passage.,1,0,0
1686,Select an image to fill in the blank in the passage.,0,1,0
1687,Select an image to fill in the blank in the passage.,0,1,0
1688,Select an image to fill in the blank in the passage.,0,1,0
1689,Select an image to fill in the blank in the passage.,0,1,0
1690,Select an image to fill in the blank in the passage.,0,0,1
1691,Select an image to fill in the blank in the passage.,1,1,1
1692,Select an image to fill in the blank in the passage.,1,0,0
1693,Select an image to fill in the blank in the passage.,0,1,0
1694,Select an image to fill in the blank in the passage.,1,0,0
1695,Select an image to fill in the blank in the passage.,0,0,1
1696,Select an image to fill in the blank in the passage.,1,1,1
1697,Select an image to fill in the blank in the passage.,0,0,1
1698,Select an image to fill in the blank in the passage.,0,1,0
1699,Select an image to fill in the blank in the passage.,0,1,0
1700,Select an image to fill in the blank in the passage.,0,1,0
1701,Select an image to fill in the blank in the passage.,1,0,0
1702,Select an image to fill in the blank in the passage.,1,1,1
1703,Select an image to fill in the blank in the passage.,1,1,1
1704,Select an image to fill in the blank in the passage.,1,1,1
1705,Select an image to fill in the blank in the passage.,0,1,0
1706,Select an image to fill in the blank in the passage.,1,0,0
1707,Select an image to fill in the blank in the passage.,0,0,1
1708,Select an image to fill in the blank in the passage.,1,0,0
1709,Select an image to fill in the blank in the passage.,0,1,0
1710,Select an image to fill in the blank in the passage.,0,1,0
1711,Select an image to fill in the blank in the passage.,0,1,0
1712,Select an image to fill in the blank in the passage.,1,1,1
1713,Select an image to fill in the blank in the passage.,1,1,1
1714,Select an image to fill in the blank in the passage.,0,0,1
1715,Select an image to fill in the blank in the passage.,1,1,1
1716,Select an image to fill in the blank in the passage.,0,1,0
1717,Select an image to fill in the blank in the passage.,1,0,0
1718,Select an image to fill in the blank in the passage.,1,1,1
1719,Select an image to fill in the blank in the passage.,1,1,1
1720,Select an image to fill in the blank in the passage.,1,0,0
1721,Select an image to fill in the blank in the passage.,0,0,1
1722,Select an image to fill in the blank in the passage.,0,1,0
1723,Select an image to fill in the blank in the passage.,1,1,1
1724,Select an image to fill in the blank in the passage.,0,1,0
1725,Select an image to fill in the blank in the passage.,1,1,1
1726,Select an image to fill in the blank in the passage.,0,1,0
1727,Select an image to fill in the blank in the passage.,0,1,0
1728,Select an image to fill in the blank in the passage.,1,1,1
1729,Select an image to fill in the blank in the passage.,1,0,0
1730,Select an image to fill in the blank in the passage.,1,1,1
1731,Select an image to fill in the blank in the passage.,1,1,1
1732,Select an image to fill in the blank in the passage.,0,1,0
1733,Select an image to fill in the blank in the passage.,1,1,1
1734,Select an image to fill in the blank in the passage.,0,0,1
1735,Select an image to fill in the blank in the passage.,1,1,1
1736,Select an image to fill in the blank in the passage.,1,0,0
1737,Select an image to fill in the blank in the passage.,1,0,0
1738,Select an image to fill in the blank in the passage.,1,0,0
1739,Select an image to fill in the blank in the passage.,0,0,1
1740,Select an image to fill in the blank in the passage.,0,1,0
1741,Select an image to fill in the blank in the passage.,1,1,1
1742,Select an image to fill in the blank in the passage.,0,0,1
1743,Select an image to fill in the blank in the passage.,0,1,0
1744,Select an image to fill in the blank in the passage.,1,1,1
1745,Select an image to fill in the blank in the passage.,0,0,1
1746,Select an image to fill in the blank in the passage.,0,1,0
1747,Select an image to fill in the blank in the passage.,1,1,1
1748,Select an image to fill in the blank in the passage.,1,1,1
1749,Select an image to fill in the blank in the passage.,0,1,0
1750,Select an image to fill in the blank in the passage.,0,0,1
1751,Select an image to fill in the blank in the passage.,0,1,0
1752,Select an image to fill in the blank in the passage.,1,0,0
1753,Select an image to fill in the blank in the passage.,0,1,0
1754,Select an image to fill in the blank in the passage.,0,0,1
1755,Select an image to fill in the blank in the passage.,0,1,0
1756,Select an image to fill in the blank in the passage.,0,1,0
1757,Select an image to fill in the blank in the passage.,0,0,1
1758,Select an image to fill in the blank in the passage.,0,1,0
1759,Select an image to fill in the blank in the passage.,0,1,0
1760,Select an image to fill in the blank in the passage.,1,1,1
1761,Select an image to fill in the blank in the passage.,0,0,1
1762,Select an image to fill in the blank in the passage.,0,1,0
1763,Select an image to fill in the blank in the passage.,1,1,1
1764,Select an image to fill in the blank in the passage.,0,0,1
1765,Select an image to fill in the blank in the passage.,1,1,1
1766,Select an image to fill in the blank in the passage.,0,1,0
1767,Select an image to fill in the blank in the passage.,0,0,1
1768,Select an image to fill in the blank in the passage.,0,0,1
1769,Select an image to fill in the blank in the passage.,0,0,1
1770,Select an image to fill in the blank in the passage.,1,1,1
1771,Select an image to fill in the blank in the passage.,1,0,0
1772,Select an image to fill in the blank in the passage.,1,1,1
1773,Select an image to fill in the blank in the passage.,0,1,0
1774,Select an image to fill in the blank in the passage.,1,1,1
1775,Select an image to fill in the blank in the passage.,0,1,0
1776,Select an image to fill in the blank in the passage.,0,0,1
1777,Select an image to fill in the blank in the passage.,1,0,0
1778,Select an image to fill in the blank in the passage.,1,1,1
1779,Select an image to fill in the blank in the passage.,1,1,1
1780,Select an image to fill in the blank in the passage.,1,1,1
1781,Select an image to fill in the blank in the passage.,1,0,0
1782,Select an image to fill in the blank in the passage.,0,1,0
1783,Select an image to fill in the blank in the passage.,0,1,0
1784,Select an image to fill in the blank in the passage.,1,1,1
1785,Select an image to fill in the blank in the passage.,1,1,1
1786,Select an image to fill in the blank in the passage.,0,1,0
1787,Select an image to fill in the blank in the passage.,1,1,1
1788,Select an image to fill in the blank in the passage.,0,1,0
1789,Select an image to fill in the blank in the passage.,0,0,1
1790,Select an image to fill in the blank in the passage.,1,1,1
1791,Select an image to fill in the blank in the passage.,1,0,0
1792,Select an image to fill in the blank in the passage.,0,1,0
1793,Select an image to fill in the blank in the passage.,0,1,0
1794,Select an image to fill in the blank in the passage.,1,0,0
1795,Select an image to fill in the blank in the passage.,0,0,1
1796,Select an image to fill in the blank in the passage.,0,0,1
1797,Select an image to fill in the blank in the passage.,0,1,0
1798,Select an image to fill in the blank in the passage.,1,1,1
1799,Select an image to fill in the blank in the passage.,0,1,0
1800,Select an image to fill in the blank in the passage.,0,1,0
1801,Select an image to fill in the blank in the passage.,1,0,0
1802,Select an image to fill in the blank in the passage.,0,0,1
1803,Select an image to fill in the blank in the passage.,1,0,0
1804,Select an image to fill in the blank in the passage.,1,0,0
1805,Select an image to fill in the blank in the passage.,0,0,1
1806,Select an image to fill in the blank in the passage.,1,1,1
1807,Select an image to fill in the blank in the passage.,1,1,1
1808,Select an image to fill in the blank in the passage.,1,0,0
1809,Select an image to fill in the blank in the passage.,0,1,0
1810,Select an image to fill in the blank in the passage.,1,1,1
1811,Select an image to fill in the blank in the passage.,0,1,0
1812,Select an image to fill in the blank in the passage.,0,1,0
1813,Select an image to fill in the blank in the passage.,0,0,1
1814,Select an image to fill in the blank in the passage.,0,1,0
1815,Select an image to fill in the blank in the passage.,0,1,0
1816,Select an image to fill in the blank in the passage.,1,0,0
1817,Select an image to fill in the blank in the passage.,1,1,1
1818,Select an image to fill in the blank in the passage.,0,0,1
1819,Select an image to fill in the blank in the passage.,1,0,0
1820,Select an image to fill in the blank in the passage.,1,1,1
1821,Select an image to fill in the blank in the passage.,1,1,1
1822,Select an image to fill in the blank in the passage.,0,0,1
1823,Select an image to fill in the blank in the passage.,0,1,0
1824,Select an image to fill in the blank in the passage.,1,0,0
1825,Select an image to fill in the blank in the passage.,1,0,0
1826,Select an image to fill in the blank in the passage.,1,1,1
1827,Select an image to fill in the blank in the passage.,1,1,1
1828,Select an image to fill in the blank in the passage.,0,1,0
1829,Select an image to fill in the blank in the passage.,0,0,1
1830,Select an image to fill in the blank in the passage.,1,1,1
1831,Select an image to fill in the blank in the passage.,1,1,1
1832,Select an image to fill in the blank in the passage.,1,0,0
1833,Select an image to fill in the blank in the passage.,0,0,1
1834,Select an image to fill in the blank in the passage.,0,1,0
1835,Select an image to fill in the blank in the passage.,1,0,0
1836,Select an image to fill in the blank in the passage.,0,1,0
1837,Select an image to fill in the blank in the passage.,1,0,0
1838,Select an image to fill in the blank in the passage.,1,1,1
1839,Select an image to fill in the blank in the passage.,1,1,1
1840,Select an image to fill in the blank in the passage.,0,0,1
1841,Select an image to fill in the blank in the passage.,0,1,0
1842,Select an image to fill in the blank in the passage.,1,0,0
1843,Select an image to fill in the blank in the passage.,1,1,1
1844,Select an image to fill in the blank in the passage.,1,1,1
1845,Select an image to fill in the blank in the passage.,0,0,1
1846,Select an image to fill in the blank in the passage.,0,1,0
1847,Select an image to fill in the blank in the passage.,0,1,0
1848,Select an image to fill in the blank in the passage.,0,0,1
1849,Select an image to fill in the blank in the passage.,1,1,1
1850,Select an image to fill in the blank in the passage.,0,1,0
1851,Select an image to fill in the blank in the passage.,1,1,1
1852,Select an image to fill in the blank in the passage.,1,0,0
1853,Select an image to fill in the blank in the passage.,1,1,1
1854,Select an image to fill in the blank in the passage.,1,1,1
1855,Select an image to fill in the blank in the passage.,0,0,1
1856,Select an image to fill in the blank in the passage.,0,1,0
1857,Select an image to fill in the blank in the passage.,0,1,0
1858,Select an image to fill in the blank in the passage.,1,1,1
1859,Select an image to fill in the blank in the passage.,0,0,1
1860,Select an image to fill in the blank in the passage.,0,0,1
1861,Select an image to fill in the blank in the passage.,0,1,0
1862,Select an image to fill in the blank in the passage.,0,1,0
1863,Select an image to fill in the blank in the passage.,0,1,0
1864,Select an image to fill in the blank in the passage.,1,1,1
1865,Select image to fill in blank in the passage.,1,1,1
1866,Select an image to fill in the blank in the passage.,1,1,1
1867,Select an image to fill in the blank in the passage.,0,0,1
1868,Select an image to fill in the blank in the passage.,0,0,1
1869,Select an image to fill in the blank in the passage.,1,1,1
1870,Select an image to fill in the blank in the passage.,0,1,0
1871,Select an image to fill in the blank in the passage.,1,0,0
1872,Select an image to fill in the blank in the passage.,0,1,0
1873,Select an image to fill in the blank in the passage.,1,1,1
1874,Select an image to fill in the blank in the passage.,1,0,0
1875,Select an image to fill in the blank in the passage.,0,1,0
1876,Select an image to fill in the blank in the passage.,0,1,0
1877,Select an image to fill in the blank in the passage.,1,0,0
1878,Select an image to fill in the blank in the passage.,0,1,0
1879,Select an image to fill in the blank in the passage.,0,1,0
1880,Select an image to fill in the blank in the passage.,0,1,0
1881,Select an image to fill in the blank in the passage.,1,1,1
1882,Select an image to fill in the blank in the passage.,1,1,1
1883,Select an image to fill in the blank in the passage.,1,0,0
1884,Select an image to fill in the blank in the passage.,0,0,1
1885,Select an image to fill in the blank in the passage.,1,0,0
1886,Select an image to fill in the blank in the passage.,1,0,0
1887,Select an image to fill in the blank in the passage.,1,1,1
1888,Select an image to fill in the blank in the passage.,1,0,0
1889,Select an image to fill in the blank in the passage.,1,0,0
1890,Select an image to fill in the blank in the passage.,1,0,0
1891,Select an image to fill in the blank in the passage.,1,1,1
1892,Select an image to fill in the blank in the passage.,1,1,1
1893,Select an image to fill in the blank in the passage.,0,0,1
1894,Select an image to fill in the blank in the passage.,1,1,1
1895,Select an image to fill in the blank in the passage.,1,1,1
1896,Select an image to fill in the blank in the passage.,0,1,0
1897,Select an image to fill in the blank in the passage.,1,1,1
1898,Select an image to fill in the blank in the passage.,1,1,1
1899,Select an image to fill in the blank in the passage.,1,1,1
1900,Select an image to fill in the blank in the passage.,0,1,0
1901,Select an image to fill in the blank in the passage.,1,1,1
1902,Select an image to fill in the blank in the passage.,1,0,0
1903,Select an image to fill in the blank in the passage.,0,1,0
1904,Select an image to fill in the blank in the passage.,0,1,0
1905,Select an image to fill in the blank in the passage.,1,1,1
1906,Select an image to fill in the blank in the passage.,0,1,0
1907,Select an image to fill in the blank in the passage.,1,1,1
1908,Select an image to fill in the blank in the passage.,0,0,1
1909,Select an image to fill in the blank in the passage.,1,0,0
1910,Select an image to fill in the blank in the passage.,0,1,0
1911,Select an image to fill in the blank in the passage.,0,0,1
1912,Select an image to fill in the blank in the passage.,1,0,0
1913,Select an image to fill in the blank in the passage.,0,1,0
1914,Select an image to fill in the blank in the passage.,1,1,1
1915,Select an image to fill in the blank in the passage.,0,0,1
1916,Select an image to fill in the blank in the passage.,0,0,1
1917,Select an image to fill in the blank in the passage.,1,1,1
1918,Select an image to fill in the blank in the passage.,1,1,1
1919,Select an image to fill in the blank in the passage.,0,1,0
1920,Select an image to fill in the blank in the passage.,0,0,1
1921,Select an image to fill in the blank in the passage.,1,1,1
1922,Select an image to fill in the blank in the passage.,1,0,0
1923,Select an image to fill in the blank in the passage.,0,1,0
1924,Select an image to fill in the blank in the passage.,1,1,1
1925,Select an image to fill in the blank in the passage.,0,0,1
1926,Select an image to fill in the blank in the passage.,0,0,1
1927,Select an image to fill in the blank in the passage.,0,1,0
1928,Select an image to fill in the blank in the passage.,1,0,0
1929,Select an image to fill in the blank in the passage.,0,0,1
1930,Select an image to fill in the blank in the passage.,0,1,0
1931,Select an image to fill in the blank in the passage.,1,1,1
1932,Select an image to fill in the blank in the passage.,0,1,0
1933,Select an image to fill in the blank in the passage.,1,1,1
1934,Select an image to fill in the blank in the passage.,0,1,0
1935,Select an image to fill in the blank in the passage.,0,0,1
1936,Select an image to fill in the blank in the passage.,0,1,0
1937,Select an image to fill in the blank in the passage.,0,1,0
1938,Select an image to fill in the blank in the passage.,0,1,0
1939,Select an image to fill in the blank in the passage.,0,1,0
1940,Select an image to fill in the blank in the passage.,1,1,1
1941,Select an image to fill in the blank in the passage.,0,1,0
1942,Select an image to fill in the blank in the passage.,0,1,0
1943,Select an image to fill in the blank in the passage.,1,1,1
1944,Select an image to fill in the blank in the passage.,0,1,0
1945,Select an image to fill in the blank in the passage.,1,0,0
1946,Select an image to fill in the blank in the passage.,1,1,1
1947,Select an image to fill in the blank in the passage.,1,1,1
1948,Select an image to fill in the blank in the passage.,1,0,0
1949,Select an image to fill in the blank in the passage.,0,1,0
1950,Select an image to fill in the blank in the passage.,0,1,0
1951,Select an image to fill in the blank in the passage.,0,0,1
1952,Select an image to fill in the blank in the passage.,1,0,0
1953,Select an image to fill in the blank in the passage.,0,0,1
1954,Select an image to fill in the blank in the passage.,0,1,0
1955,Select an image to fill in the blank in the passage.,1,1,1
1956,Select an image to fill in the blank in the passage.,1,0,0
1957,Select an image to fill in the blank in the passage.,1,0,0
1958,Select an image to fill in the blank in the passage.,0,0,1
1959,Select an image to fill in the blank in the passage.,0,1,0
1960,Select an image to fill in the blank in the passage.,0,0,1
1961,Select an image to fill in the blank in the passage.,1,1,1
1962,Select an image to fill in the blank in the passage.,0,1,0
1963,Select an image to fill in the blank in the passage.,0,1,0
1964,Select an image to fill in the blank in the passage.,0,1,0
1965,Select an image to fill in the blank in the passage.,0,0,1
,,,,0.481690141
